exposure,adjust_sample_size,n,n_launched,or,ci_low,ci_high,p
effective_ancestries,False,435,69,0.7514544814869424,0.38040751852173327,1.4844181837971433,0.4106852652148758
effective_ancestries,True,435,69,0.7453652325924505,0.36616441737963024,1.5172673902434306,0.41772576363000147
non_european_share,False,435,69,0.4002717618356715,0.1325709033945105,1.208541838522817,0.1043688037484983
non_european_share,True,435,69,0.5548888171640408,0.16959299688646148,1.8155325105779057,0.3301115322325273
effective_ancestries_equal_split,False,704,140,1.537758659310489,1.0863270826256757,2.1767861007099802,0.015224363699194943
effective_ancestries_equal_split,True,704,140,1.3222473902654086,0.9159646062642823,1.9087398673560074,0.13586799286164217
non_european_share_equal_split,False,704,140,0.6802007642041448,0.3003374646678117,1.5405107056345506,0.3555072192151544
non_european_share_equal_split,True,704,140,1.0922744668140565,0.4327652909990103,2.756837333465035,0.8517748037062494
