ti_uid,ancestry,allocated_n,total_n,p
CRP-D007249,Oceanian,2403.0,2029367.0,0.0011841130756536397
CRP-D007249,Other Asian,1531.5,2029367.0,0.0007546688203760089
CRP-D007249,South Asian,7316.0,2029367.0,0.0036050650276662623
CSF2-D001172,East Asian,47926.0,47926.0,1.0
CSF2-D001249,African,8204.0,1610256.0,0.005094842062380143
CSF2-D001249,East Asian,5215.0,1610256.0,0.0032386154748064904
CSF2-D001249,European,1595439.0,1610256.0,0.990798357528244
CSF2-D001249,Hispanic/Latin American,1398.0,1610256.0,0.0008681849345694101
CSF2-D029424,African,8204.0,1610256.0,0.005094842062380143
CSF2-D029424,East Asian,5215.0,1610256.0,0.0032386154748064904
CSF2-D029424,European,1595439.0,1610256.0,0.990798357528244
CSF2-D029424,Hispanic/Latin American,1398.0,1610256.0,0.0008681849345694101
CSF3-D007249,European,21758.0,21758.0,1.0
CSF3-D009503,African,7391.0,2148181.0,0.003440585313807356
CSF3-D009503,East Asian,241097.0,2148181.0,0.11223309395251145
CSF3-D009503,European,1899693.0,2148181.0,0.8843263207336812
CSF3R-D007970,African,149333.4,3390979.9999999995,0.044038419571923164
CSF3R-D007970,East Asian,411652.4,3390979.9999999995,0.12139629251720743
CSF3R-D007970,European,2531327.4,3390979.9999999995,0.7464884487670231
CSF3R-D007970,Hispanic/Latin American,149333.4,3390979.9999999995,0.044038419571923164
CSF3R-D007970,South Asian,149333.4,3390979.9999999995,0.044038419571923164
CSF3R-D009503,African,125443.0,2936709.0,0.04271550228504084
CSF3R-D009503,East Asian,208253.0,2936709.0,0.07091373370667642
CSF3R-D009503,European,2352127.0,2936709.0,0.8009397594382011
CSF3R-D009503,Hispanic/Latin American,125443.0,2936709.0,0.04271550228504084
CSF3R-D009503,South Asian,125443.0,2936709.0,0.04271550228504084
CTLA4-D001172,African,2308.0,710577.0,0.0032480646010214233
CTLA4-D001172,East Asian,320599.0,710577.0,0.4511812231468229
CTLA4-D001172,European,384927.0,710577.0,0.5417104690976489
CTLA4-D001172,Other,2743.0,710577.0,0.0038602431545068303
CTLA4-D008180,East Asian,12653.0,25268.0,0.5007519392116511
CTLA4-D008180,European,12615.0,25268.0,0.4992480607883489
CTNNB1-D015179,African,6597.0,308931.0,0.021354282995231944
CTNNB1-D015179,East Asian,36324.0,308931.0,0.11757965370908068
CTNNB1-D015179,European,260069.0,308931.0,0.8418352318155187
CTNNB1-D015179,Hispanic/Latin American,5941.0,308931.0,0.01923083148016871
CTSS-D050197,East Asian,221841.5,392241.0,0.5655744809951025
CTSS-D050197,European,170399.5,392241.0,0.4344255190048975
CXCR2-D003093,European,48950.0,48950.0,1.0
CXCR4-D001778,African,147564.6,1803572.0,0.08181797011707878
CXCR4-D001778,East Asian,300579.6,1803572.0,0.16665794323708727
CXCR4-D001778,European,1060298.6,1803572.0,0.5878881464116764
CXCR4-D001778,Hispanic/Latin American,147564.6,1803572.0,0.08181797011707878
CXCR4-D001778,South Asian,147564.6,1803572.0,0.08181797011707878
CXCR4-D009503,African,13476.0,13476.0,1.0
CYP11B1-D006973,African,10174.0,4505767.0,0.0022579951426693833
CYP11B1-D006973,East Asian,1410830.0,4505767.0,0.3131165015856346
CYP11B1-D006973,European,3062831.0,4505767.0,0.6797579635165334
CYP11B1-D006973,Hispanic/Latin American,16462.0,4505767.0,0.003653540007727874
CYP11B1-D006973,South Asian,5470.0,4505767.0,0.0012139997474347876
CYP11B2-D006973,African,73664.0,6700664.0,0.010993537356894779
CYP11B2-D006973,East Asian,2001500.0,6700664.0,0.2987017406036178
CYP11B2-D006973,European,4573279.0,6700664.0,0.6825113152965139
CYP11B2-D006973,Hispanic/Latin American,39264.0,6700664.0,0.0058597177831928296
CYP11B2-D006973,Native American,2695.0,6700664.0,0.0004021989462536847
CYP11B2-D006973,Other Asian,4792.0,6700664.0,0.0007151530057319692
CYP11B2-D006973,South Asian,5470.0,6700664.0,0.0008163370077950483
CYP19A1-D001943,European,372512.0,372512.0,1.0
CYP24A1-D011471,African,21354.0,374507.0,0.05701896092729909
CYP24A1-D011471,East Asian,27420.0,374507.0,0.07321625496986706
CYP24A1-D011471,European,317780.0,374507.0,0.848528865949101
CYP24A1-D011471,Hispanic/Latin American,7953.0,374507.0,0.021235918153732773
CYP2A6-D014029,African,11787.0,89854.0,0.1311794689162419
CYP2A6-D014029,European,78067.0,89854.0,0.8688205310837581
CYP7A1-D042882,East Asian,525229.0,2248045.0,0.23363811667471068
CYP7A1-D042882,European,1722816.0,2248045.0,0.7663618833252893
DGAT1-D003920,African,4847.0,1192071.0,0.004066032979579236
DGAT1-D003920,East Asian,71221.0,1192071.0,0.059745602401199256
DGAT1-D003920,European,1109108.0,1192071.0,0.9304043131659104
DGAT1-D003920,South Asian,6895.0,1192071.0,0.005784051453311087
DGAT1-D003924,African,56092.0,3419870.0,0.016401793050613036
DGAT1-D003924,East Asian,108143.5,3419870.0,0.03162210844271858
DGAT1-D003924,European,3127046.0,3419870.0,0.9143756926432877
DGAT1-D003924,Hispanic/Latin American,20445.0,3419870.0,0.005978297420662189
DGAT1-D003924,South Asian,108143.5,3419870.0,0.03162210844271858
DGAT2-D006949,African,68896.0,2686982.0,0.02564066301895584
DGAT2-D006949,East Asian,135808.0,2686982.0,0.050542951162307746
DGAT2-D006949,European,2443517.0,2686982.0,0.9093909077172828
DGAT2-D006949,Hispanic/Latin American,24743.0,2686982.0,0.00920847255396575
DGAT2-D006949,South Asian,14018.0,2686982.0,0.0052170055474878504
DNMT3A-D058186,European,875240.0,875240.0,1.0
DNMT3B-D058186,East Asian,150266.0,494370.0,0.30395452798511235
DNMT3B-D058186,European,344104.0,494370.0,0.6960454720148876
DPEP1-D058186,East Asian,150266.0,932030.0,0.1612244241065202
DPEP1-D058186,European,781764.0,932030.0,0.8387755758934798
DPP4-D001172,East Asian,6580.0,6580.0,1.0
DPP4-D009765,European,915822.0,915822.0,1.0
DRD2-D000437,African,56648.0,588350.0,0.09628282484915442
DRD2-D000437,East Asian,1374.0,588350.0,0.002335344607801479
DRD2-D000437,European,515963.0,588350.0,0.8769660916121357
DRD2-D000437,Hispanic/Latin American,14175.0,588350.0,0.024092801903628794
DRD2-D000437,South Asian,190.0,588350.0,0.00032293702727968044
DRD2-D001008,European,3484554.0,3484554.0,1.0
DRD2-D001714,European,1502682.0,1502682.0,1.0
DRD2-D003863,European,5482737.0,5482737.0,1.0
DRD2-D003865,European,2030563.0,2030563.0,1.0
DRD2-D005764,European,602604.0,602604.0,1.0
DRD2-D011618,East Asian,145067.0,1803222.0,0.08044877447147383
DRD2-D011618,European,1653966.0,1803222.0,0.9172281615907526
DRD2-D011618,Other,1097.0,1803222.0,0.0006083554881207083
DRD2-D011618,South Asian,3092.0,1803222.0,0.001714708449652899
DRD2-D012559,East Asian,145067.0,1803222.0,0.08044877447147383
DRD2-D012559,European,1653966.0,1803222.0,0.9172281615907526
DRD2-D012559,Other,1097.0,1803222.0,0.0006083554881207083
DRD2-D012559,South Asian,3092.0,1803222.0,0.001714708449652899
DYRK3-D000740,African,265401.4,4540567.0,0.05845115819235792
DYRK3-D000740,East Asian,395233.4,4540567.0,0.08704494394642784
DYRK3-D000740,European,3349129.4,4540567.0,0.7376015814764983
DYRK3-D000740,Hispanic/Latin American,265401.4,4540567.0,0.05845115819235792
DYRK3-D000740,South Asian,265401.4,4540567.0,0.05845115819235792
EDNRA-D006973,African,63490.0,3605987.0,0.017606829974705956
EDNRA-D006973,East Asian,145445.0,3605987.0,0.04033431068941735
EDNRA-D006973,European,3366763.0,3605987.0,0.9336592172961244
EDNRA-D006973,Hispanic/Latin American,22802.0,3605987.0,0.006323372768676093
EDNRA-D006973,Native American,2695.0,3605987.0,0.0007473681962802417
EDNRA-D006973,Other Asian,4792.0,3605987.0,0.001328901074795888
EDNRB-D005770,European,92967.0,92967.0,1.0
EGFR-D005909,European,140201.0,140201.0,1.0
EGFR-D007676,European,437580.0,437580.0,1.0
EGFR-D008527,European,140201.0,140201.0,1.0
EGFR-D018242,European,88186.0,88186.0,1.0
EGLN1-D000740,African,139376.4,2794103.9999999995,0.049882323635770186
EGLN1-D000740,East Asian,139376.4,2794103.9999999995,0.049882323635770186
EGLN1-D000740,European,2236598.4,2794103.9999999995,0.8004707054569193
EGLN1-D000740,Hispanic/Latin American,139376.4,2794103.9999999995,0.049882323635770186
EGLN1-D000740,South Asian,139376.4,2794103.9999999995,0.049882323635770186
EGLN2-D000740,European,1144983.0,1144983.0,1.0
EGLN3-D000740,African,149286.2,2221410.0,0.06720335282545771
EGLN3-D000740,East Asian,301733.2,2221410.0,0.1358295857135783
EGLN3-D000740,European,1471818.2,2221410.0,0.6625603558100486
EGLN3-D000740,Hispanic/Latin American,149286.2,2221410.0,0.06720335282545771
EGLN3-D000740,South Asian,149286.2,2221410.0,0.06720335282545771
ENPEP-D006333,East Asian,391179.0,1854662.0,0.2109165982804414
ENPEP-D006333,European,1463483.0,1854662.0,0.7890834017195586
ENPP1-D017674,East Asian,42793.0,42793.0,1.0
EPAS1-D007680,European,97307.0,97307.0,1.0
EPOR-D000740,European,3177290.0,3177290.0,1.0
ERBB3-D010051,European,113238.0,113238.0,1.0
ERBB4-D001943,East Asian,91769.0,777730.0,0.1179959626091317
ERBB4-D001943,European,685961.0,777730.0,0.8820040373908683
ESR1-D001943,African,3748.0,2403181.0,0.0015595995474331728
ESR1-D001943,East Asian,500923.0,2403181.0,0.2084416446368376
ESR1-D001943,European,1862438.0,2403181.0,0.7749886504595368
ESR1-D001943,Hispanic/Latin American,12788.0,2403181.0,0.005321280419577219
ESR1-D001943,Other Asian,23284.0,2403181.0,0.009688824936615261
ESR1-D004700,European,1887713.0,1887713.0,1.0
ESR1-D006177,African,3748.0,2403181.0,0.0015595995474331728
ESR1-D006177,East Asian,500923.0,2403181.0,0.2084416446368376
ESR1-D006177,European,1862438.0,2403181.0,0.7749886504595368
ESR1-D006177,Hispanic/Latin American,12788.0,2403181.0,0.005321280419577219
ESR1-D006177,Other Asian,23284.0,2403181.0,0.009688824936615261
ESR1-D009369,European,475312.0,475312.0,1.0
ESR1-D010024,African,1555.0,339099.0,0.004585681467653989
ESR1-D010024,East Asian,28002.5,339099.0,0.08257912880899089
ESR1-D010024,European,308687.5,339099.0,0.9103167511552673
ESR1-D010024,Hispanic/Latin American,854.0,339099.0,0.0025184385680877856
F10-D001778,East Asian,58110.0,60210.0,0.9651220727453911
F10-D001778,European,2100.0,60210.0,0.03487792725460887
F10-D006467,European,23026.0,23026.0,1.0
F11-D001778,East Asian,37767.0,49618.0,0.7611552259260752
F11-D001778,European,11851.0,49618.0,0.2388447740739248
F11-D005173,European,18214.0,18214.0,1.0
F11-D013927,European,258962.0,258962.0,1.0
F11-D020246,European,258962.0,258962.0,1.0
F7-D005168,European,23912.0,23912.0,1.0
F7-D006467,European,23912.0,23912.0,1.0
FAP-D009503,African,125443.0,2431063.0,0.05160006137232972
FAP-D009503,East Asian,208253.0,2431063.0,0.08566334973630876
FAP-D009503,European,1846481.0,2431063.0,0.7595364661467021
FAP-D009503,Hispanic/Latin American,125443.0,2431063.0,0.05160006137232972
FAP-D009503,South Asian,125443.0,2431063.0,0.05160006137232972
FBP1-D003924,European,1114458.0,1114458.0,1.0
FCGR2A-D014657,East Asian,2540.0,20012.0,0.12692384569258444
FCGR2A-D014657,European,17067.0,20012.0,0.8528382970217869
FCGR2A-D014657,Other,405.0,20012.0,0.020237857285628623
FCGR2B-D008180,East Asian,208370.0,208370.0,1.0
FCGR2B-D016553,European,953315.0,953315.0,1.0
FCGR3A-D016553,African,145524.8,900576.0,0.16159080410759336
FCGR3A-D016553,East Asian,145524.8,900576.0,0.16159080410759336
FCGR3A-D016553,European,318476.8,900576.0,0.3536367835696265
FCGR3A-D016553,Hispanic/Latin American,145524.8,900576.0,0.16159080410759336
FCGR3A-D016553,South Asian,145524.8,900576.0,0.16159080410759336
FCGRT-D013921,East Asian,304220.0,2147706.0,0.14164881040514857
FCGRT-D013921,European,1843486.0,2147706.0,0.8583511895948515
FCGRT-D016553,East Asian,304220.0,1702840.0,0.17865448309882315
FCGRT-D016553,European,1398620.0,1702840.0,0.8213455169011769
FDFT1-D006949,African,80281.0,2532073.0,0.031705641977936655
FDFT1-D006949,East Asian,8287.0,2532073.0,0.0032728124347125853
FDFT1-D006949,European,2375880.0,2532073.0,0.938314179725466
FDFT1-D006949,Hispanic/Latin American,29827.0,2532073.0,0.011779676178372424
FDFT1-D006949,South Asian,37798.0,2532073.0,0.014927689683512284
FGF21-D015228,African,63346.0,2312104.0,0.0273975565112988
FGF21-D015228,East Asian,111667.0,2312104.0,0.04829670291647781
FGF21-D015228,European,2105018.0,2312104.0,0.910433959718075
FGF21-D015228,Hispanic/Latin American,24743.0,2312104.0,0.010701508236653714
FGF21-D015228,South Asian,7330.0,2312104.0,0.0031702726174947147
FGFR1-D003924,East Asian,433540.0,433540.0,1.0
FGFR1-D009765,European,2180412.0,2180412.0,1.0
FGFR2-D001943,East Asian,171298.0,1639474.0,0.10448351117492562
FGFR2-D001943,European,1455638.0,1639474.0,0.8878689140541417
FGFR2-D001943,Other,896.0,1639474.0,0.0005465167486645107
FGFR2-D001943,Other Asian,11642.0,1639474.0,0.007101058022268117
FGFR2-D009369,European,1349125.0,1349125.0,1.0
FGFR2-D011471,African,24835.0,1038720.0,0.023909234442390636
FGFR2-D011471,East Asian,349887.0,1038720.0,0.3368443853974122
FGFR2-D011471,European,650295.0,1038720.0,0.6260541820702403
FGFR2-D011471,Hispanic/Latin American,13385.0,1038720.0,0.012886052064078866
FGFR2-D011471,Other,129.0,1038720.0,0.0001241913123844732
FGFR2-D011471,Other Asian,189.0,1038720.0,0.0001819547134935305
FGFR2-D013736,African,24835.0,1038720.0,0.023909234442390636
FGFR2-D013736,East Asian,349887.0,1038720.0,0.3368443853974122
FGFR2-D013736,European,650295.0,1038720.0,0.6260541820702403
FGFR2-D013736,Hispanic/Latin American,13385.0,1038720.0,0.012886052064078866
FGFR2-D013736,Other,129.0,1038720.0,0.0001241913123844732
FGFR2-D013736,Other Asian,189.0,1038720.0,0.0001819547134935305
FGFR3-D001249,European,770052.0,770052.0,1.0
FGFR4-D003924,East Asian,1299142.5,1897375.0,0.6847051847947823
FGFR4-D003924,European,490089.0,1897375.0,0.258298438632321
FGFR4-D003924,South Asian,108143.5,1897375.0,0.056996376572896766
FGFR4-D007890,East Asian,80208.0,338926.0,0.23665342877206233
FGFR4-D007890,European,258718.0,338926.0,0.7633465712279377
FGFR4-D009765,East Asian,165419.0,1552241.0,0.10656785898581471
FGFR4-D009765,European,1386822.0,1552241.0,0.8934321410141853
FGFR4-D012208,East Asian,80208.0,338926.0,0.23665342877206233
FGFR4-D012208,European,258718.0,338926.0,0.7633465712279377
FLT1-D009216,European,743054.0,743054.0,1.0
FLT3-D013921,European,1395805.0,1395805.0,1.0
FLT3-D013922,European,1395805.0,1395805.0,1.0
FLT4-D006258,East Asian,930.0,930.0,1.0
FLT4-D009303,East Asian,930.0,930.0,1.0
FSHR-D010051,East Asian,21059.0,21059.0,1.0
FYN-D010300,East Asian,35084.0,3435542.0,0.010212071341290544
FYN-D010300,European,3400458.0,3435542.0,0.9897879286587095
GABRA2-D004827,African,2645.0,33446.0,0.07908270047240328
GABRA2-D004827,East Asian,2875.0,33446.0,0.08595945703522095
GABRA2-D004827,European,27926.0,33446.0,0.8349578424923758
GABRA2-D004829,African,2645.0,33446.0,0.07908270047240328
GABRA2-D004829,East Asian,2875.0,33446.0,0.08595945703522095
GABRA2-D004829,European,27926.0,33446.0,0.8349578424923758
GATA3-D001249,East Asian,209808.0,4020869.0,0.05217976512042546
GATA3-D001249,European,3811061.0,4020869.0,0.9478202348795746
GATA3-D003876,East Asian,113101.0,674554.0,0.16766782199794233
GATA3-D003876,European,561453.0,674554.0,0.8323321780020576
GATA3-D029424,East Asian,209808.0,4020869.0,0.05217976512042546
GATA3-D029424,European,3811061.0,4020869.0,0.9478202348795746
GCH1-D010300,European,2774865.0,2774865.0,1.0
GCK-D003920,African,5406.0,1742021.0,0.00310329209578989
GCK-D003920,East Asian,283891.0,1742021.0,0.16296646251681238
GCK-D003920,European,1405710.0,1742021.0,0.8069420517892724
GCK-D003920,Hispanic/Latin American,40069.0,1742021.0,0.02300144487351186
GCK-D003920,Native American,4.0,1742021.0,2.2961835706917426e-06
GCK-D003920,Other Asian,46.0,1742021.0,2.640611106295504e-05
GCK-D003920,South Asian,6895.0,1742021.0,0.003958046429979891
GCK-D003924,African,112184.0,6331610.0,0.01771808434189724
GCK-D003924,East Asian,1407286.0,6331610.0,0.22226353170836485
GCK-D003924,European,4571758.0,6331610.0,0.7220530007375692
GCK-D003924,Hispanic/Latin American,20445.0,6331610.0,0.0032290365325722842
GCK-D003924,South Asian,219937.0,6331610.0,0.0347363466795965
GDF15-D003920,East Asian,71221.0,415403.0,0.17145037469637917
GDF15-D003920,European,344182.0,415403.0,0.8285496253036209
GFRAL-D009765,African,27610.0,1639096.0,0.016844650953940464
GFRAL-D009765,East Asian,8839.0,1639096.0,0.005392606656352038
GFRAL-D009765,European,1562477.0,1639096.0,0.9532553309873247
GFRAL-D009765,Hispanic/Latin American,10772.0,1639096.0,0.0065719152508455884
GFRAL-D009765,South Asian,29398.0,1639096.0,0.017935496151537188
GHR-D009765,East Asian,165419.0,712360.0,0.23221264529170643
GHR-D009765,European,546941.0,712360.0,0.7677873547082935
GIPR-D003924,African,94413.75,4716209.0,0.020018991948830087
GIPR-D003924,East Asian,674768.75,4716209.0,0.14307439513388825
GIPR-D003924,European,3587902.0,4716209.0,0.7607597542856985
GIPR-D003924,Hispanic/Latin American,58766.75,4716209.0,0.012460590699012702
GIPR-D003924,South Asian,300357.75,4716209.0,0.06368626793257041
GIPR-D009765,African,103806.0,9461956.0,0.010970881707756832
GIPR-D009765,East Asian,1129830.5,9461956.0,0.11940771020283755
GIPR-D009765,European,8101030.0,9461956.0,0.8561686399725384
GIPR-D009765,Hispanic/Latin American,46418.0,9461956.0,0.0049057509884848334
GIPR-D009765,Native American,535.0,9461956.0,5.65422202343786e-05
GIPR-D009765,Oceanian,11233.0,9461956.0,0.0011871752521360277
GIPR-D009765,Other Asian,14630.0,9461956.0,0.0015461919290260914
GIPR-D009765,South Asian,54473.5,9461956.0,0.005757107726985837
GLP1R-D003920,European,437749.0,437749.0,1.0
GLP1R-D003924,African,56092.0,3067925.0,0.018283367422606486
GLP1R-D003924,East Asian,1299142.5,3067925.0,0.42345966736474977
GLP1R-D003924,European,1604547.0,3067925.0,0.5230072443100793
GLP1R-D003924,South Asian,108143.5,3067925.0,0.03524972090256444
GLP1R-D009765,East Asian,163835.0,523818.0,0.31277084788991594
GLP1R-D009765,European,359983.0,523818.0,0.6872291521100841
GLP1R-D051437,European,437660.0,437660.0,1.0
GLP2R-D003924,African,56092.0,3632617.0,0.015441209464141141
GLP2R-D003924,East Asian,108143.5,3632617.0,0.029770135414771224
GLP2R-D003924,European,3339793.0,3632617.0,0.9193903458580962
GLP2R-D003924,Hispanic/Latin American,20445.0,3632617.0,0.005628173848220167
GLP2R-D003924,South Asian,108143.5,3632617.0,0.029770135414771224
GNRH1-D004715,East Asian,82761.0,314532.0,0.2631242608065316
GNRH1-D004715,European,231771.0,314532.0,0.7368757391934684
GNRH1-D007889,East Asian,160416.0,419134.0,0.3827320141052742
GNRH1-D007889,European,258718.0,419134.0,0.6172679858947258
GP6-D013927,African,1453.0,10841.0,0.13402822617839683
GP6-D013927,European,9388.0,10841.0,0.8659717738216032
GRIA1-D012559,East Asian,139848.0,478426.0,0.2923085283826548
GRIA1-D012559,European,334389.0,478426.0,0.6989356765727616
GRIA1-D012559,Other,1097.0,478426.0,0.0022929355846045157
GRIA1-D012559,South Asian,3092.0,478426.0,0.006462859459979182
GRIA1-D012893,European,1331010.0,1331010.0,1.0
GRIN2B-D000544,European,305.0,305.0,1.0
GRM3-D001008,European,2301654.0,2301654.0,1.0
GRM3-D011618,East Asian,145067.0,1803222.0,0.08044877447147383
GRM3-D011618,European,1653966.0,1803222.0,0.9172281615907526
GRM3-D011618,Other,1097.0,1803222.0,0.0006083554881207083
GRM3-D011618,South Asian,3092.0,1803222.0,0.001714708449652899
GRM3-D012559,East Asian,145067.0,1803222.0,0.08044877447147383
GRM3-D012559,European,1653966.0,1803222.0,0.9172281615907526
GRM3-D012559,Other,1097.0,1803222.0,0.0006083554881207083
GRM3-D012559,South Asian,3092.0,1803222.0,0.001714708449652899
GRM5-D001008,European,2949938.0,2949938.0,1.0
GRM5-D003865,European,1654466.0,1654466.0,1.0
GRM5-D009771,European,2949938.0,2949938.0,1.0
GRN-D057180,European,4611.0,4611.0,1.0
GUCY1A1-D050197,African,3139.0,1637356.0,0.0019171151539433087
GUCY1A1-D050197,East Asian,401392.5,1637356.0,0.24514674878279372
GUCY1A1-D050197,European,1200904.5,1637356.0,0.7334412919365123
GUCY1A1-D050197,Hispanic/Latin American,4095.0,1637356.0,0.0025009832925765685
GUCY1A1-D050197,Middle Eastern,2268.0,1637356.0,0.0013851599774270225
GUCY1A1-D050197,South Asian,25557.0,1637356.0,0.015608700856747097
GUCY1B1-D050197,African,3139.0,1805584.0,0.0017384956889294543
GUCY1B1-D050197,East Asian,569620.5,1805584.0,0.3154771530983881
GUCY1B1-D050197,European,1200904.5,1805584.0,0.6651058604861363
GUCY1B1-D050197,Hispanic/Latin American,4095.0,1805584.0,0.002267964270839795
GUCY1B1-D050197,Middle Eastern,2268.0,1805584.0,0.0012561032884651172
GUCY1B1-D050197,South Asian,25557.0,1805584.0,0.01415442316724118
HAMP-D000740,African,252046.8,6779966.999999999,0.037175225189149154
HAMP-D000740,East Asian,252046.8,6779966.999999999,0.037175225189149154
HAMP-D000740,European,5771779.8,6779966.999999999,0.8512990992434035
HAMP-D000740,Hispanic/Latin American,252046.8,6779966.999999999,0.037175225189149154
HAMP-D000740,South Asian,252046.8,6779966.999999999,0.037175225189149154
HBG1-D000755,South Asian,792.0,792.0,1.0
HBG1-D013789,South Asian,792.0,792.0,1.0
HBG2-D013789,African,213.0,1005.0,0.21194029850746268
HBG2-D013789,South Asian,792.0,1005.0,0.7880597014925373
HCAR2-D006937,African,5550.0,1925583.0,0.002882243974941615
HCAR2-D006937,European,1913351.0,1925583.0,0.9936476381438765
HCAR2-D006937,South Asian,6682.0,1925583.0,0.003470117881181959
HCAR2-D006949,African,5550.0,1925583.0,0.002882243974941615
HCAR2-D006949,European,1913351.0,1925583.0,0.9936476381438765
HCAR2-D006949,South Asian,6682.0,1925583.0,0.003470117881181959
HCAR3-D006937,African,5550.0,1925583.0,0.002882243974941615
HCAR3-D006937,European,1913351.0,1925583.0,0.9936476381438765
HCAR3-D006937,South Asian,6682.0,1925583.0,0.003470117881181959
HCAR3-D006949,African,5550.0,1925583.0,0.002882243974941615
HCAR3-D006949,European,1913351.0,1925583.0,0.9936476381438765
HCAR3-D006949,South Asian,6682.0,1925583.0,0.003470117881181959
HCN4-D001281,African,8967.0,2401766.0,0.003733502764215998
HCN4-D001281,East Asian,196482.0,2401766.0,0.0818073034592046
HCN4-D001281,European,2191295.0,2401766.0,0.9123682323756769
HCN4-D001281,Hispanic/Latin American,5022.0,2401766.0,0.0020909614009025027
HCRTR1-D007319,European,993966.0,993966.0,1.0
HCRTR1-D012893,European,993966.0,993966.0,1.0
HCRTR1-D029424,European,741898.0,741898.0,1.0
HCRTR2-D007319,European,2771594.0,2771594.0,1.0
HCRTR2-D009290,European,2771594.0,2771594.0,1.0
HCRTR2-D012893,European,2771594.0,2771594.0,1.0
HLA-DRB1-D001172,African,2308.0,165231.0,0.013968323135489104
HLA-DRB1-D001172,East Asian,22514.0,165231.0,0.13625772403483608
HLA-DRB1-D001172,European,140409.0,165231.0,0.8497739528296748
HLA-G-D002289,European,66756.0,66756.0,1.0
HLA-G-D015179,East Asian,70506.0,70506.0,1.0
HMGCR-D006937,African,93780.0,4679979.0,0.02003855145503858
HMGCR-D006937,East Asian,728061.5,4679979.0,0.15556939464899308
HMGCR-D006937,European,3771818.0,4679979.0,0.805947633525706
HMGCR-D006937,Hispanic/Latin American,56986.0,4679979.0,0.012176550364862749
HMGCR-D006937,Native American,604.0,4679979.0,0.00012906040817704524
HMGCR-D006937,Oceanian,4261.0,4679979.0,0.0009104741709311089
HMGCR-D006937,Other Asian,14364.5,4679979.0,0.003069351379568156
HMGCR-D006937,South Asian,10104.0,4679979.0,0.0021589840467232868
HMGCR-D006949,African,93780.0,4679979.0,0.02003855145503858
HMGCR-D006949,East Asian,728061.5,4679979.0,0.15556939464899308
HMGCR-D006949,European,3771818.0,4679979.0,0.805947633525706
HMGCR-D006949,Hispanic/Latin American,56986.0,4679979.0,0.012176550364862749
HMGCR-D006949,Native American,604.0,4679979.0,0.00012906040817704524
HMGCR-D006949,Oceanian,4261.0,4679979.0,0.0009104741709311089
HMGCR-D006949,Other Asian,14364.5,4679979.0,0.003069351379568156
HMGCR-D006949,South Asian,10104.0,4679979.0,0.0021589840467232868
HMGCR-D050171,African,93780.0,4679979.0,0.02003855145503858
HMGCR-D050171,East Asian,728061.5,4679979.0,0.15556939464899308
HMGCR-D050171,European,3771818.0,4679979.0,0.805947633525706
HMGCR-D050171,Hispanic/Latin American,56986.0,4679979.0,0.012176550364862749
HMGCR-D050171,Native American,604.0,4679979.0,0.00012906040817704524
HMGCR-D050171,Oceanian,4261.0,4679979.0,0.0009104741709311089
HMGCR-D050171,Other Asian,14364.5,4679979.0,0.003069351379568156
HMGCR-D050171,South Asian,10104.0,4679979.0,0.0021589840467232868
HRH4-D001249,European,1143950.0,1143950.0,1.0
HRH4-D029424,European,1143950.0,1143950.0,1.0
HRH4-D065631,European,1143950.0,1143950.0,1.0
HSD11B1-D009765,European,2180412.0,2180412.0,1.0
HTR1A-D007319,European,993966.0,993966.0,1.0
HTR1A-D009765,European,2925095.0,2925095.0,1.0
HTR6-D001714,European,475038.0,475038.0,1.0
ICOSLG-D001172,East Asian,253008.0,311292.0,0.8127674337920666
ICOSLG-D001172,European,58284.0,311292.0,0.18723256620793338
ICOSLG-D012859,East Asian,253008.0,311292.0,0.8127674337920666
ICOSLG-D012859,European,58284.0,311292.0,0.18723256620793338
ICOSLG-D015535,East Asian,3117.0,25764.0,0.12098276665114113
ICOSLG-D015535,European,22647.0,25764.0,0.8790172333488588
IFNAR2-D000086382,European,9726412.0,10046516.0,0.9681378101622493
IFNAR2-D000086382,Hispanic/Latin American,160052.0,10046516.0,0.01593109491887536
IFNAR2-D000086382,South Asian,160052.0,10046516.0,0.01593109491887536
IFNG-D003424,East Asian,195494.0,1436463.0,0.1360940031173793
IFNG-D003424,European,1233031.0,1436463.0,0.8583799234647882
IFNG-D003424,Middle Eastern,2122.0,1436463.0,0.0014772395808315285
IFNG-D003424,South Asian,5816.0,1436463.0,0.004048833837001022
IFNG-D011565,European,33394.0,33394.0,1.0
IFNGR1-D013922,European,542827.0,542827.0,1.0
IGF1-D024821,European,285376.0,285376.0,1.0
IGF2-D011471,African,29082.0,1859531.0,0.015639427360985107
IGF2-D011471,East Asian,125480.0,1859531.0,0.06747938055348365
IGF2-D011471,European,1681560.0,1859531.0,0.9042925339776535
IGF2-D011471,Hispanic/Latin American,15681.0,1859531.0,0.00843277148915506
IGF2-D011471,Oceanian,7728.0,1859531.0,0.004155886618722678
IKBKB-D009101,European,31416.0,31416.0,1.0
IL10-D003093,East Asian,195494.0,1500390.0,0.13029545651463953
IL10-D003093,European,1296958.0,1500390.0,0.8644139190477143
IL10-D003093,Middle Eastern,2122.0,1500390.0,0.0014142989489399423
IL10-D003093,South Asian,5816.0,1500390.0,0.00387632548870627
IL10-D008180,African,5422.0,61299.0,0.08845168762948824
