ti_uid,ancestry,allocated_n,total_n,p
IL10-D008180,European,51989.0,61299.0,0.8481215027977618
IL10-D008180,Hispanic/Latin American,3888.0,61299.0,0.06342680957274996
IL12A-D013921,European,950939.0,950939.0,1.0
IL12B-D001327,European,459000.0,459000.0,1.0
IL12B-D003093,East Asian,16805.0,357394.0,0.04702093487859337
IL12B-D003093,European,332651.0,357394.0,0.930768283742872
IL12B-D003093,Middle Eastern,2122.0,357394.0,0.005937424802878615
IL12B-D003093,South Asian,5816.0,357394.0,0.016273356575655998
IL12B-D003424,East Asian,16805.0,357394.0,0.04702093487859337
IL12B-D003424,European,332651.0,357394.0,0.930768283742872
IL12B-D003424,Middle Eastern,2122.0,357394.0,0.005937424802878615
IL12B-D003424,South Asian,5816.0,357394.0,0.016273356575655998
IL12B-D008105,East Asian,31288.0,87086.0,0.3592770364926624
IL12B-D008105,European,55798.0,87086.0,0.6407229635073376
IL12B-D011565,East Asian,203264.0,1147278.0,0.17717065959601772
IL12B-D011565,European,944014.0,1147278.0,0.8228293404039823
IL12B-D012507,African,1657.0,16715.0,0.09913251570445708
IL12B-D012507,European,15058.0,16715.0,0.900867484295543
IL12B-D013167,European,51484.0,51484.0,1.0
IL12B-D013625,East Asian,965.0,9258.0,0.10423417584791532
IL12B-D013625,European,2938.0,9258.0,0.31734715921365303
IL12B-D013625,Other,4808.0,9258.0,0.5193346295096133
IL12B-D013625,South Asian,547.0,9258.0,0.05908403542881832
IL12B-D013921,European,542827.0,542827.0,1.0
IL12B-D015535,East Asian,203264.0,1165674.0,0.1743746536338633
IL12B-D015535,European,962410.0,1165674.0,0.8256253463661367
IL12RB2-D001172,East Asian,26421.0,84705.0,0.31191783247742166
IL12RB2-D001172,European,58284.0,84705.0,0.6880821675225783
IL12RB2-D003424,East Asian,16805.0,287351.0,0.05848248309558693
IL12RB2-D003424,European,262608.0,287351.0,0.9138927652940132
IL12RB2-D003424,Middle Eastern,2122.0,287351.0,0.00738469676458408
IL12RB2-D003424,South Asian,5816.0,287351.0,0.020240054845815744
IL13-D001249,African,21416.0,5482421.0,0.003906303437842516
IL13-D001249,East Asian,367541.0,5482421.0,0.06703990809899495
IL13-D001249,European,5085285.0,5482421.0,0.9275619293009421
IL13-D001249,Hispanic/Latin American,8179.0,5482421.0,0.001491859162220486
IL13-D003876,African,2554.0,3669845.0,0.0006959421991936989
IL13-D003876,East Asian,786256.0,3669845.0,0.21424774070839503
IL13-D003876,European,2879143.0,3669845.0,0.78454076398322
IL13-D003876,Hispanic/Latin American,1892.0,3669845.0,0.0005155531091912602
IL13-D006689,European,22985.0,22985.0,1.0
IL13-D011565,East Asian,15437.0,384277.0,0.04017154292346407
IL13-D011565,European,368840.0,384277.0,0.959828457076536
IL13-D029424,African,16408.0,5434593.0,0.003019177333058796
IL13-D029424,East Asian,367541.0,5434593.0,0.06762990347207233
IL13-D029424,European,5046450.0,5434593.0,0.9285791962709995
IL13-D029424,Hispanic/Latin American,4194.0,5434593.0,0.0007717229238693679
IL13-D057765,African,5008.0,1360045.0,0.0036822311026473388
IL13-D057765,East Asian,242029.0,1360045.0,0.17795661172975893
IL13-D057765,European,1109023.0,1360045.0,0.8154311070589576
IL13-D057765,Hispanic/Latin American,3985.0,1360045.0,0.0029300501086361114
IL17RB-D001249,European,1141950.0,1141950.0,1.0
IL18-D007249,European,27352.0,27352.0,1.0
IL18R1-D007249,European,436939.0,436939.0,1.0
IL1B-D006967,European,346545.0,346545.0,1.0
IL1B-D007249,European,436939.0,436939.0,1.0
IL1R1-D029424,European,1048050.0,1048050.0,1.0
IL1RL1-D001249,African,20167.0,9122772.0,0.0022106219469257807
IL1RL1-D001249,East Asian,367541.0,9122772.0,0.04028830272202352
IL1RL1-D001249,European,8713645.5,9122772.0,0.9551532692037026
IL1RL1-D001249,Hispanic/Latin American,8181.0,9122772.0,0.0008967669037437305
IL1RL1-D001249,Other,13237.5,9122772.0,0.0014510392236044044
IL1RL1-D003876,African,2554.0,2210669.0,0.001155306380104846
IL1RL1-D003876,East Asian,636473.0,2210669.0,0.2879096780205449
IL1RL1-D003876,European,1569750.0,2210669.0,0.7100791660804942
IL1RL1-D003876,Hispanic/Latin American,1892.0,2210669.0,0.0008558495188560567
IL1RL1-D009298,East Asian,152006.0,1321112.0,0.11505913200394818
IL1RL1-D009298,European,1169106.0,1321112.0,0.8849408679960518
IL1RL1-D029424,African,20167.0,8807447.0,0.0022897668302744255
IL1RL1-D029424,East Asian,367541.0,8807447.0,0.04173070811552996
IL1RL1-D029424,European,8398320.5,8807447.0,0.953547662563283
IL1RL1-D029424,Hispanic/Latin American,8181.0,8807447.0,0.0009288730321056715
IL1RL1-D029424,Other,13237.5,8807447.0,0.0015029894588068483
IL1RN-D007249,African,14355.0,1967084.0,0.00729760396607364
IL1RN-D007249,East Asian,128300.5,1967084.0,0.06522370168228708
IL1RN-D007249,European,1797944.0,1967084.0,0.9140148565084155
IL1RN-D007249,Hispanic/Latin American,15912.0,1967084.0,0.008089130916625827
IL1RN-D007249,Native American,574.0,1967084.0,0.00029180248530311873
IL1RN-D007249,Oceanian,1777.0,1967084.0,0.0009033676243617457
IL1RN-D007249,Other Asian,905.5,1967084.0,0.0004603260460661568
IL1RN-D007249,South Asian,7316.0,1967084.0,0.0037192107708669277
IL2-D001327,European,459000.0,459000.0,1.0
IL2-D002761,European,53619.0,53619.0,1.0
IL2-D003093,East Asian,16805.0,238401.0,0.07049047613055315
IL2-D003093,European,213658.0,238401.0,0.8962126836716289
IL2-D003093,Middle Eastern,2122.0,238401.0,0.00890096937512846
IL2-D003093,South Asian,5816.0,238401.0,0.024395870822689503
IL2-D003424,East Asian,16805.0,238401.0,0.07049047613055315
IL2-D003424,European,213658.0,238401.0,0.8962126836716289
IL2-D003424,Middle Eastern,2122.0,238401.0,0.00890096937512846
IL2-D003424,South Asian,5816.0,238401.0,0.024395870822689503
IL2-D003922,European,597755.0,597755.0,1.0
IL2-D008180,African,5422.0,27574.0,0.19663451077101618
IL2-D008180,European,18264.0,27574.0,0.6623630956698339
IL2-D008180,Hispanic/Latin American,3888.0,27574.0,0.14100239355914992
IL2-D011565,European,33394.0,33394.0,1.0
IL21-D001327,European,459000.0,459000.0,1.0
IL21-D002446,European,98525.0,99765.0,0.9875707913596953
IL21-D002446,South Asian,1240.0,99765.0,0.012429208640304716
IL21-D008180,African,5422.0,27574.0,0.19663451077101618
IL21-D008180,European,18264.0,27574.0,0.6623630956698339
IL21-D008180,Hispanic/Latin American,3888.0,27574.0,0.14100239355914992
IL21-D011565,European,33394.0,33394.0,1.0
IL23A-D010916,East Asian,15437.0,396521.0,0.03893110327069688
IL23A-D010916,European,381084.0,396521.0,0.9610688967293031
IL23A-D011565,East Asian,15437.0,396521.0,0.03893110327069688
IL23A-D011565,European,381084.0,396521.0,0.9610688967293031
IL23A-D015535,East Asian,15437.0,396521.0,0.03893110327069688
IL23A-D015535,European,381084.0,396521.0,0.9610688967293031
IL23R-D003093,East Asian,204304.0,1588604.0,0.12860599620799143
IL23R-D003093,European,1376362.0,1588604.0,0.8663971637991595
IL23R-D003093,Middle Eastern,2122.0,1588604.0,0.0013357639789400003
IL23R-D003093,South Asian,5816.0,1588604.0,0.003661076013909067
IL23R-D003424,East Asian,204304.0,1588604.0,0.12860599620799143
IL23R-D003424,European,1376362.0,1588604.0,0.8663971637991595
IL23R-D003424,Middle Eastern,2122.0,1588604.0,0.0013357639789400003
IL23R-D003424,South Asian,5816.0,1588604.0,0.003661076013909067
IL23R-D011565,East Asian,58197.0,484373.0,0.12014914126097037
IL23R-D011565,European,426176.0,484373.0,0.8798508587390297
IL23R-D015212,East Asian,204304.0,1588604.0,0.12860599620799143
IL23R-D015212,European,1376362.0,1588604.0,0.8663971637991595
IL23R-D015212,Middle Eastern,2122.0,1588604.0,0.0013357639789400003
IL23R-D015212,South Asian,5816.0,1588604.0,0.003661076013909067
IL23R-D015535,East Asian,61314.0,538142.0,0.11393647029966068
IL23R-D015535,European,476828.0,538142.0,0.8860635297003393
IL2RA-D001172,African,2308.0,619056.0,0.0037282572174407486
IL2RA-D001172,East Asian,320599.0,619056.0,0.5178836809593962
IL2RA-D001172,European,296149.0,619056.0,0.478388061823163
IL2RA-D001327,European,518467.0,518467.0,1.0
IL2RA-D003093,East Asian,16805.0,367816.0,0.04568860517215129
IL2RA-D003093,European,343073.0,367816.0,0.932729951932488
IL2RA-D003093,Middle Eastern,2122.0,367816.0,0.005769188942297236
IL2RA-D003093,South Asian,5816.0,367816.0,0.015812253953063488
IL2RA-D003876,African,2554.0,1699109.0,0.0015031407637767795
IL2RA-D003876,East Asian,124913.0,1699109.0,0.07351676672891498
IL2RA-D003876,European,1569750.0,1699109.0,0.9238665677128425
IL2RA-D003876,Hispanic/Latin American,1892.0,1699109.0,0.0011135247944658053
IL2RA-D003922,East Asian,133251.0,1291672.0,0.10316163855839564
IL2RA-D003922,European,1158421.0,1291672.0,0.8968383614416043
IL2RA-D012859,African,2308.0,619056.0,0.0037282572174407486
IL2RA-D012859,East Asian,320599.0,619056.0,0.5178836809593962
IL2RA-D012859,European,296149.0,619056.0,0.478388061823163
IL3-D001249,European,370000.0,370000.0,1.0
IL33-D001249,African,20167.0,8519624.0,0.0023671232439365867
IL33-D001249,East Asian,191593.0,8519624.0,0.02248843376186555
IL33-D001249,European,8286445.5,8519624.0,0.9726304235961587
IL33-D001249,Hispanic/Latin American,8181.0,8519624.0,0.0009602536449965398
IL33-D001249,Other,13237.5,8519624.0,0.0015537657530426225
IL33-D003876,European,459000.0,459000.0,1.0
IL33-D009298,East Asian,152006.0,1321112.0,0.11505913200394818
IL33-D009298,European,1169106.0,1321112.0,0.8849408679960518
IL33-D012852,East Asian,156843.0,609338.0,0.2573990133554776
IL33-D012852,European,452495.0,609338.0,0.7426009866445225
IL33-D029424,African,20167.0,8260936.0,0.0024412487882729027
IL33-D029424,East Asian,191593.0,8260936.0,0.023192650324370023
IL33-D029424,European,8027757.5,8260936.0,0.9717733559490112
IL33-D029424,Hispanic/Latin American,8181.0,8260936.0,0.0009903236146606147
IL33-D029424,Other,13237.5,8260936.0,0.0016024213236853547
IL33-D065631,African,20167.0,8519624.0,0.0023671232439365867
IL33-D065631,East Asian,191593.0,8519624.0,0.02248843376186555
IL33-D065631,European,8286445.5,8519624.0,0.9726304235961587
IL33-D065631,Hispanic/Latin American,8181.0,8519624.0,0.0009602536449965398
IL33-D065631,Other,13237.5,8519624.0,0.0015537657530426225
IL4R-D001249,African,8204.0,6807526.0,0.00120513678537548
IL4R-D001249,East Asian,566919.0,6807526.0,0.08327827172455897
IL4R-D001249,European,6231005.0,6807526.0,0.9153112305410218
IL4R-D001249,Hispanic/Latin American,1398.0,6807526.0,0.0002053609490437495
IL4R-D003876,European,459000.0,459000.0,1.0
IL4R-D006967,European,360838.0,360838.0,1.0
IL4R-D029424,African,8204.0,6807526.0,0.00120513678537548
IL4R-D029424,East Asian,566919.0,6807526.0,0.08327827172455897
IL4R-D029424,European,6231005.0,6807526.0,0.9153112305410218
IL4R-D029424,Hispanic/Latin American,1398.0,6807526.0,0.0002053609490437495
IL4R-D057765,African,116770.0,3383874.0,0.03450778604640717
IL4R-D057765,East Asian,296723.0,3383874.0,0.08768736660998606
IL4R-D057765,European,2736841.0,3383874.0,0.8087892752507925
IL4R-D057765,Hispanic/Latin American,116770.0,3383874.0,0.03450778604640717
IL4R-D057765,South Asian,116770.0,3383874.0,0.03450778604640717
IL4R-D065631,African,8204.0,6807526.0,0.00120513678537548
IL4R-D065631,East Asian,566919.0,6807526.0,0.08327827172455897
IL4R-D065631,European,6231005.0,6807526.0,0.9153112305410218
IL4R-D065631,Hispanic/Latin American,1398.0,6807526.0,0.0002053609490437495
IL5-D001249,European,2302189.0,2302189.0,1.0
IL5RA-D017681,African,116770.0,3476937.0,0.03358415755016556
IL5RA-D017681,East Asian,389786.0,3476937.0,0.1121061439997331
IL5RA-D017681,European,2736841.0,3476937.0,0.7871413833497702
IL5RA-D017681,Hispanic/Latin American,116770.0,3476937.0,0.03358415755016556
IL5RA-D017681,South Asian,116770.0,3476937.0,0.03358415755016556
IL5RA-D057765,African,116770.0,3476937.0,0.03358415755016556
IL5RA-D057765,East Asian,389786.0,3476937.0,0.1121061439997331
IL5RA-D057765,European,2736841.0,3476937.0,0.7871413833497702
IL5RA-D057765,Hispanic/Latin American,116770.0,3476937.0,0.03358415755016556
IL5RA-D057765,South Asian,116770.0,3476937.0,0.03358415755016556
IL6-D000740,East Asian,236082.0,236082.0,1.0
IL6-D001249,African,8204.0,3734633.0,0.0021967352615370776
IL6-D001249,East Asian,5215.0,3734633.0,0.0013963888821204118
IL6-D001249,European,3719816.0,3734633.0,0.9960325418856417
IL6-D001249,Hispanic/Latin American,1398.0,3734633.0,0.0003743339707007355
IL6-D007249,African,6006.0,1842141.0,0.0032603367494670604
IL6-D007249,East Asian,202786.0,1842141.0,0.11008169298658463
IL6-D007249,European,1626033.0,1842141.0,0.8826865044532421
IL6-D007249,South Asian,7316.0,1842141.0,0.003971465810706129
IL6-D050197,African,47858.0,1122400.0,0.042638987883107625
IL6-D050197,East Asian,23298.0,1122400.0,0.020757305773342838
IL6-D050197,European,1031034.0,1122400.0,0.9185976478973628
IL6-D050197,Hispanic/Latin American,20210.0,1122400.0,0.018006058446186742
IL6R-D001171,European,31138.0,31138.0,1.0
IL6R-D001172,African,2308.0,568220.0,0.004061807046566471
IL6R-D001172,East Asian,311300.0,568220.0,0.5478511844004083
IL6R-D001172,European,254612.0,568220.0,0.44808700855302525
IL6R-D013167,East Asian,3117.0,25764.0,0.12098276665114113
IL6R-D013167,European,22647.0,25764.0,0.8790172333488588
IL7-D009103,European,80087.0,80087.0,1.0
IL7R-D003922,European,520580.0,520580.0,1.0
IL7R-D009103,European,80087.0,80087.0,1.0
INPP5D-D003876,East Asian,168103.0,627103.0,0.26806282221580824
INPP5D-D003876,European,459000.0,627103.0,0.7319371777841918
INS-D003920,African,4847.0,923474.0,0.005248658868576701
INS-D003920,European,911732.0,923474.0,0.9872849695822513
INS-D003920,South Asian,6895.0,923474.0,0.007466371549171931
INS-D003922,African,3949.0,1279442.0,0.0030865017718661727
INS-D003922,East Asian,133251.0,1279442.0,0.10414774565787273
INS-D003922,European,1142242.0,1279442.0,0.8927657525702611
INS-D003924,East Asian,136039.0,394944.0,0.34445136525684655
INS-D003924,European,183627.0,394944.0,0.46494439718035974
INS-D003924,Hispanic/Latin American,8214.0,394944.0,0.020797885269810402
INS-D003924,South Asian,67064.0,394944.0,0.1698063522929833
INSR-D003924,African,56092.0,3853410.0,0.014556457786739536
INSR-D003924,East Asian,541683.5,3853410.0,0.14057250591034953
INSR-D003924,European,3127046.0,3853410.0,0.811500982246893
INSR-D003924,Hispanic/Latin American,20445.0,3853410.0,0.0053056902847088685
INSR-D003924,South Asian,108143.5,3853410.0,0.02806436377130905
INSR-D009765,African,9070.0,1155831.0,0.00784716796832755
INSR-D009765,East Asian,165419.0,1155831.0,0.14311694356700935
INSR-D009765,European,976901.0,1155831.0,0.845193631248859
INSR-D009765,Other Asian,1650.0,1155831.0,0.0014275443382293779
INSR-D009765,South Asian,2791.0,1155831.0,0.0024147128775746625
ITGA2-D012164,European,95549.0,95549.0,1.0
ITGA4-D003093,European,456327.0,456327.0,1.0
ITGA4-D015212,European,456327.0,456327.0,1.0
ITGB7-D001249,European,743898.0,743898.0,1.0
ITGB8-D011471,African,21354.0,374507.0,0.05701896092729909
ITGB8-D011471,East Asian,27420.0,374507.0,0.07321625496986706
ITGB8-D011471,European,317780.0,374507.0,0.848528865949101
ITGB8-D011471,Hispanic/Latin American,7953.0,374507.0,0.021235918153732773
JAK1-D007249,African,6006.0,792066.0,0.007582701441546538
JAK1-D007249,European,778744.0,792066.0,0.9831806945380814
JAK1-D007249,South Asian,7316.0,792066.0,0.00923660402037204
JAK1-D013922,European,1359051.0,1359051.0,1.0
JAK2-D003093,East Asian,16805.0,890785.0,0.01886538278035665
JAK2-D003093,European,866042.0,890785.0,0.9722233760110465
JAK2-D003093,Middle Eastern,2122.0,890785.0,0.0023821685367400665
JAK2-D003093,South Asian,5816.0,890785.0,0.006529072671856846
JAK2-D003424,East Asian,16805.0,890785.0,0.01886538278035665
JAK2-D003424,European,866042.0,890785.0,0.9722233760110465
JAK2-D003424,Middle Eastern,2122.0,890785.0,0.0023821685367400665
JAK2-D003424,South Asian,5816.0,890785.0,0.006529072671856846
JAK2-D008180,East Asian,221544.0,244214.0,0.9071715790249535
JAK2-D008180,European,22670.0,244214.0,0.09282842097504647
JAK2-D009196,European,597653.0,597653.0,1.0
JAK2-D011087,European,597653.0,597653.0,1.0
JAK2-D011565,European,33394.0,33394.0,1.0
JAK2-D013921,East Asian,108208.0,5573513.0,0.019414685136645415
JAK2-D013921,European,5465305.0,5573513.0,0.9805853148633545
JAK2-D013922,East Asian,108208.0,6171166.0,0.017534449729597293
JAK2-D013922,European,6062958.0,6171166.0,0.9824655502704027
JAK2-D015464,European,597653.0,597653.0,1.0
JAK2-D015535,European,33394.0,33394.0,1.0
JAK2-D019337,European,597653.0,597653.0,1.0
JAK2-D055728,European,597653.0,597653.0,1.0
KCND3-D001281,African,8967.0,2545740.0,0.0035223549930472084
KCND3-D001281,East Asian,404043.0,2545740.0,0.15871337999952861
KCND3-D001281,European,2127708.0,2545740.0,0.8357915576610337
KCND3-D001281,Hispanic/Latin American,5022.0,2545740.0,0.0019727073463904404
KCNH2-D001281,African,8967.0,1619026.0,0.00553851513193735
KCNH2-D001281,East Asian,36792.0,1619026.0,0.022724774030806177
KCNH2-D001281,European,1568245.0,1619026.0,0.9686348458888245
KCNH2-D001281,Hispanic/Latin American,5022.0,1619026.0,0.0031018649484319586
KCNJ1-D051437,European,875240.0,875240.0,1.0
KCNJ11-D003920,African,4847.0,1192071.0,0.004066032979579236
KCNJ11-D003920,East Asian,71221.0,1192071.0,0.059745602401199256
KCNJ11-D003920,European,1109108.0,1192071.0,0.9304043131659104
KCNJ11-D003920,South Asian,6895.0,1192071.0,0.005784051453311087
KCNJ11-D003924,African,137295.5,7167481.0,0.019155335047278118
KCNJ11-D003924,East Asian,1259839.0,7167481.0,0.17577151582264397
KCNJ11-D003924,European,5398355.0,7167481.0,0.7531732557086653
KCNJ11-D003924,Hispanic/Latin American,111825.5,7167481.0,0.015601785341321448
KCNJ11-D003924,South Asian,260166.0,7167481.0,0.03629810808009118
KCNJ5-D001281,African,8967.0,2327222.0,0.0038530917978602816
KCNJ5-D001281,East Asian,196482.0,2327222.0,0.08442769963501548
KCNJ5-D001281,European,2116751.0,2327222.0,0.9095612709058267
KCNJ5-D001281,Hispanic/Latin American,5022.0,2327222.0,0.002157937661297461
KDM1A-D013922,European,950939.0,950939.0,1.0
KIT-D001249,European,371898.0,371898.0,1.0
KIT-D013921,African,347735.5,7502666.0,0.046348258072530485
KIT-D013921,East Asian,1291389.0,7502666.0,0.17212401564990365
KIT-D013921,European,5199653.5,7502666.0,0.6930407804372473
KIT-D013921,Hispanic/Latin American,364284.0,7502666.0,0.04855394069254849
KIT-D013921,Native American,20.0,7502666.0,2.6657190923866265e-06
KIT-D013921,Other Asian,511.0,7502666.0,6.810912281047831e-05
KIT-D013921,South Asian,299073.0,7502666.0,0.039862230305867274
KIT-D017681,East Asian,93063.0,882919.0,0.10540377996169524
KIT-D017681,European,789856.0,882919.0,0.8945962200383047
KLK2-D011471,African,31454.0,2286688.0,0.013755265257000517
KLK2-D011471,East Asian,425425.0,2286688.0,0.1860441826781791
KLK2-D011471,European,1812795.0,2286688.0,0.7927600966988063
KLK2-D011471,Hispanic/Latin American,17014.0,2286688.0,0.007440455366014078
KLK3-D011471,African,31454.0,2311323.0,0.013608656167917682
KLK3-D011471,East Asian,454974.0,2311323.0,0.19684570265601128
KLK3-D011471,European,1807881.0,2311323.0,0.7821844891432309
KLK3-D011471,Hispanic/Latin American,17014.0,2311323.0,0.007361152032840066
LCAT-D007863,European,589331.0,589331.0,1.0
LEPR-D009765,European,490619.0,490619.0,1.0
LHCGR-D010051,East Asian,31828.0,31828.0,1.0
LHCGR-D011085,East Asian,31828.0,31828.0,1.0
LOXL2-D005901,East Asian,4053.5,25910.0,0.15644538788112697
LOXL2-D005901,European,17803.0,25910.0,0.687109224237746
LOXL2-D005901,South Asian,4053.5,25910.0,0.15644538788112697
LPA-D002318,European,459000.0,459000.0,1.0
LPA-D006949,African,308333.8,7242880.999999999,0.04257060139466602
LPA-D006949,East Asian,358584.3,7242880.999999999,0.04950851739798017
LPA-D006949,European,6350679.8,7242880.999999999,0.8768168081182061
LPA-D006949,Hispanic/Latin American,168818.8,7242880.999999999,0.02330823880718184
LPA-D006949,Native American,1208.0,7242880.999999999,0.00016678446049299997
LPA-D006949,Oceanian,3830.0,7242880.999999999,0.0005287951023908857
LPA-D006949,Other,357.0,7242880.999999999,4.9289778473510754e-05
LPA-D006949,Other Asian,10786.5,7242880.999999999,0.0014892554495925035
LPA-D006949,South Asian,40282.8,7242880.999999999,0.0055617094910160765
LPA-D050197,African,50997.0,3922158.0,0.013002280887205462
LPA-D050197,East Asian,770631.5,3922158.0,0.19648150329486982
LPA-D050197,European,3048399.5,3922158.0,0.7772250633452299
LPA-D050197,Hispanic/Latin American,24305.0,3922158.0,0.0061968436763638795
LPA-D050197,Middle Eastern,2268.0,3922158.0,0.0005782530943424513
LPA-D050197,South Asian,25557.0,3922158.0,0.006516055701988548
LPL-D015228,African,162303.66666666666,5822832.0,0.027873664681836375
LPL-D015228,East Asian,805781.1666666666,5822832.0,0.138383035379806
LPL-D015228,European,4701260.0,5822832.0,0.8073837610289976
LPL-D015228,Hispanic/Latin American,95495.0,5822832.0,0.016400095348792477
LPL-D015228,Native American,604.0,5822832.0,0.00010372959412189808
LPL-D015228,Oceanian,1915.0,5822832.0,0.0003288777694427729
LPL-D015228,Other,2528.0,5822832.0,0.00043415300321218264
LPL-D015228,Other Asian,16569.5,5822832.0,0.002845608459938394
LPL-D015228,South Asian,36375.666666666664,5822832.0,0.006247074733852302
LRRK2-D010300,European,2507116.0,2556156.0,0.9808149424370031
LRRK2-D010300,Other Asian,49040.0,2556156.0,0.01918505756299694
LTBR-D003093,East Asian,5409.0,69268.0,0.07808800600565918
LTBR-D003093,European,62192.0,69268.0,0.8978460472368193
LTBR-D003093,Middle Eastern,493.0,69268.0,0.007117283594156032
LTBR-D003093,South Asian,1174.0,69268.0,0.01694866316336548
LTBR-D003424,East Asian,5409.0,69268.0,0.07808800600565918
LTBR-D003424,European,62192.0,69268.0,0.8978460472368193
LTBR-D003424,Middle Eastern,493.0,69268.0,0.007117283594156032
LTBR-D003424,South Asian,1174.0,69268.0,0.01694866316336548
LTBR-D009103,European,80087.0,80087.0,1.0
LTBR-D015212,East Asian,5409.0,69268.0,0.07808800600565918
LTBR-D015212,European,62192.0,69268.0,0.8978460472368193
LTBR-D015212,Middle Eastern,493.0,69268.0,0.007117283594156032
LTBR-D015212,South Asian,1174.0,69268.0,0.01694866316336548
LTF-D007249,European,8243.0,8243.0,1.0
MAP2K1-D011471,African,21354.0,374507.0,0.05701896092729909
MAP2K1-D011471,East Asian,27420.0,374507.0,0.07321625496986706
MAP2K1-D011471,European,317780.0,374507.0,0.848528865949101
MAP2K1-D011471,Hispanic/Latin American,7953.0,374507.0,0.021235918153732773
MAP2K1-D013736,African,21354.0,374507.0,0.05701896092729909
MAP2K1-D013736,East Asian,27420.0,374507.0,0.07321625496986706
MAP2K1-D013736,European,317780.0,374507.0,0.848528865949101
MAP2K1-D013736,Hispanic/Latin American,7953.0,374507.0,0.021235918153732773
MAP3K1-D001943,East Asian,92802.0,1504849.0,0.06166864582426543
MAP3K1-D001943,European,1400405.0,1504849.0,0.9305950298003322
MAP3K1-D001943,Other Asian,11642.0,1504849.0,0.007736324375402449
MAP3K1-D009369,European,598983.0,598983.0,1.0
MAP3K8-D003093,East Asian,11952.0,242818.0,0.04922205108352758
MAP3K8-D003093,European,225896.0,242818.0,0.9303099440733389
MAP3K8-D003093,Middle Eastern,1383.0,242818.0,0.005695623882908186
MAP3K8-D003093,South Asian,3587.0,242818.0,0.014772380960225354
MAP3K8-D015212,East Asian,11952.0,242818.0,0.04922205108352758
MAP3K8-D015212,European,225896.0,242818.0,0.9303099440733389
MAP3K8-D015212,Middle Eastern,1383.0,242818.0,0.005695623882908186
MAP3K8-D015212,South Asian,3587.0,242818.0,0.014772380960225354
MAPK1-D009765,African,11330.0,785588.0,0.014422318059848165
MAPK1-D009765,East Asian,9112.0,785588.0,0.011598955177523079
MAPK1-D009765,European,747090.0,785588.0,0.9509946689613386
MAPK1-D009765,Hispanic/Latin American,8322.0,785588.0,0.01059333900212325
MAPK1-D009765,South Asian,9734.0,785588.0,0.012390718799166993
MAPK14-D003929,European,3394.0,3394.0,1.0
MAPK14-D017719,European,3394.0,3394.0,1.0
MAPK3-D009765,European,374756.0,374756.0,1.0
MAPT-D000544,European,13856.0,14185.0,0.9768064857243567
MAPT-D000544,Other,329.0,14185.0,0.023193514275643284
MAPT-D010300,European,610193.0,616823.0,0.9892513735707001
MAPT-D010300,Other,6630.0,616823.0,0.010748626429299815
MAPT-D013494,European,13856.0,14185.0,0.9768064857243567
MAPT-D013494,Other,329.0,14185.0,0.023193514275643284
MAPT-D019578,European,610193.0,616823.0,0.9892513735707001
MAPT-D019578,Other,6630.0,616823.0,0.010748626429299815
MAT2A-D009369,European,475312.0,475312.0,1.0
MC1R-D000417,East Asian,34038.0,40956.0,0.831087020216818
MC1R-D000417,European,6918.0,40956.0,0.16891297978318195
MC1R-D009765,European,406697.0,406697.0,1.0
MC1R-D010787,European,367105.0,367105.0,1.0
MC1R-D014983,European,367105.0,367105.0,1.0
MC1R-D018307,European,1634009.0,1634009.0,1.0
MC4R-D003920,East Asian,71221.0,415403.0,0.17145037469637917
MC4R-D003920,European,344182.0,415403.0,0.8285496253036209
MC4R-D003924,African,56092.0,7037965.0,0.007969917440623817
MC4R-D003924,East Asian,1477084.0,7037965.0,0.2098737348082862
MC4R-D003924,European,5199706.0,7037965.0,0.7388081640076357
MC4R-D003924,Hispanic/Latin American,23028.0,7037965.0,0.003271968530676126
MC4R-D003924,South Asian,282055.0,7037965.0,0.04007621521277813
MC4R-D009765,African,175047.0,11014934.0,0.015891788366593936
MC4R-D009765,East Asian,1051734.5,11014934.0,0.09548259662745143
MC4R-D009765,European,9658135.0,11014934.0,0.8768218674755563
MC4R-D009765,Hispanic/Latin American,65144.0,11014934.0,0.005914152549620361
MC4R-D009765,Native American,1180.0,11014934.0,0.00010712728737185352
MC4R-D009765,Oceanian,15169.0,11014934.0,0.0013771303577488525
MC4R-D009765,Other Asian,16953.5,11014934.0,0.0015391376834395921
MC4R-D009765,South Asian,31571.0,11014934.0,0.0028661996522176166
MC4R-D024821,European,291107.0,291107.0,1.0
MDM4-D001943,European,362854.0,362854.0,1.0
MDM4-D009369,European,475312.0,475312.0,1.0
METAP2-D003924,African,56092.0,3419870.0,0.016401793050613036
METAP2-D003924,East Asian,108143.5,3419870.0,0.03162210844271858
METAP2-D003924,European,3127046.0,3419870.0,0.9143756926432877
METAP2-D003924,Hispanic/Latin American,20445.0,3419870.0,0.005978297420662189
METAP2-D003924,South Asian,108143.5,3419870.0,0.03162210844271858
MME-D006973,African,73664.0,2995997.0,0.024587474553545947
MME-D006973,East Asian,15402.0,2995997.0,0.005140859620353425
MME-D006973,European,2854710.0,2995997.0,0.9528414080521442
MME-D006973,Hispanic/Latin American,39264.0,2995997.0,0.01310548708827145
MME-D006973,Native American,2695.0,2995997.0,0.0008995336110149643
MME-D006973,Other Asian,4792.0,2995997.0,0.0015994675562091684
