replicate,estimator,n_valid_comparisons,mean_slope,median_slope
21,naive,104,0.9454457843645444,0.9537760855233473
21,fiqt,104,0.9604031688412916,0.9954890629136564
21,deming,104,0.9637070083563908,0.9950157482870471
22,naive,104,0.9903834911459775,0.9817808774258763
22,fiqt,104,1.008099003859546,0.99149664518484
22,deming,104,0.9998078481950763,0.9931914307884944
23,naive,104,1.0514994245502496,0.9871904813885348
23,fiqt,104,1.068773752288705,1.0114347152944514
23,deming,104,1.0358903386505676,0.9997055688441276
24,naive,104,0.8517686241746829,0.9972035867571644
24,fiqt,104,0.8687738043341108,1.0156712355224062
24,deming,104,0.9092848155890481,0.9860688974135372
25,naive,104,1.015514216468447,0.9734593585709399
25,fiqt,104,1.0313113126177593,0.9951891881530497
25,deming,104,1.0204581796019345,0.9740457805047334
26,naive,104,0.985277694443686,0.9942118946298133
26,fiqt,104,1.0018009402698786,1.0099256216173251
26,deming,104,1.0091341992143834,1.0198153532813012
27,naive,104,0.9227592978016715,0.933653878527568
27,fiqt,104,0.941297533117666,0.943479056258951
27,deming,104,0.9538271020669835,0.965004982682864
28,naive,104,0.9313011624652743,0.93093351010915
28,fiqt,104,0.9481649737722342,0.9676336071563949
28,deming,104,0.9384798437249112,0.968429825853028
29,naive,104,1.014900143581456,1.0311608957815155
29,fiqt,104,1.0332221688788539,1.044873967547863
29,deming,104,0.9930610507689639,1.0263033601088747
30,naive,104,1.0975800549253232,1.0402847006785008
30,fiqt,104,1.1152244676958878,1.070835000762738
30,deming,104,1.048732989985211,1.0223048975837883
31,naive,104,1.0404689146827344,1.080684818924965
31,fiqt,104,1.0578848226962008,1.106538302267916
31,deming,104,1.0363006975108764,1.0040370550220168
32,naive,104,1.0758160003606982,1.1042491371538992
32,fiqt,104,1.092993361333258,1.1498892805088508
32,deming,104,1.0005143479855612,1.0366472628659307
33,naive,104,0.9252875590762469,0.949618500752102
33,fiqt,104,0.9405199803635302,0.981150247551527
33,deming,104,0.9603824094638327,0.999770702353022
34,naive,104,1.0708403067980847,1.0072718170036614
34,fiqt,104,1.090169170589299,1.0203518939180993
34,deming,104,1.037960112869277,1.02281956773751
35,naive,104,1.0056805901445374,0.967290560291235
35,fiqt,104,1.0231615304072688,1.0143776836112794
35,deming,104,1.072511189764672,1.031662759720224
36,naive,104,0.932051447342843,0.958716247238219
36,fiqt,104,0.9483451773409547,0.9701308051197882
36,deming,104,0.9685775548633384,0.9701778434417517
37,naive,104,0.9422107262972819,0.9783750788901612
37,fiqt,104,0.9596174887748657,1.0031905780195534
37,deming,104,0.9514529948672285,0.9692351715246013
38,naive,104,0.930073104626191,0.9654139754697675
38,fiqt,104,0.946376352437835,0.983127413392975
38,deming,104,0.9530982310215455,0.9767509051362326
39,naive,104,0.8641710691389418,0.9259724540455749
39,fiqt,104,0.8810638195945102,0.9341125327477506
39,deming,104,0.9427660691664,0.9760929576864159
40,naive,104,1.0428315397903785,0.9850568366291466
40,fiqt,104,1.0606408759065808,1.0487657893304565
40,deming,104,1.0281159267599203,0.963457477256996
41,naive,104,0.9926628565873392,1.0005102057969166
41,fiqt,104,1.0104580778538619,1.0430812991300678
41,deming,104,0.955090621667537,0.9776868115528741
42,naive,104,0.9571800372886443,0.9536190849239388
42,fiqt,104,0.9728164647154323,0.9890122939754455
42,deming,104,1.019430185343351,0.9831867727813464
43,naive,104,0.8931518117987249,0.9885809257180322
43,fiqt,104,0.9087116602467948,1.0270193087241752
43,deming,104,0.9581604477897768,0.993511339692593
44,naive,104,0.9148862204731886,0.9226809951860468
44,fiqt,104,0.9316459458675168,0.9374727042426318
44,deming,104,1.0102195673119694,0.9745478856001186
45,naive,104,0.9004842123838214,0.9564254873421627
45,fiqt,104,0.9168182406370289,0.9882849233902005
45,deming,104,0.9566837805157232,0.9796946674100915
46,naive,104,1.014090242131691,0.9951672785279666
46,fiqt,104,1.0304184012257158,1.0208780033593827
46,deming,104,1.0552770273554475,1.0371077445429644
47,naive,104,0.998140563516424,0.9918410147904959
47,fiqt,104,1.0178119662122826,1.0382703355734302
47,deming,104,1.0167309161806615,1.0383003595812128
48,naive,104,1.0278671912472515,0.9980093664395919
48,fiqt,104,1.0451135943692171,1.0312756712346396
48,deming,104,0.9811608700911119,0.9686425064141062
49,naive,104,0.9273391279372144,0.9776467651191785
49,fiqt,104,0.9427536511072745,0.9880647743951849
49,deming,104,0.9667818564035314,0.9504219725578432
50,naive,104,1.1211319711227814,1.0112220377548677
50,fiqt,104,1.1385246600142283,1.0321932752298715
50,deming,104,1.0365743480403535,1.0309610068488415
51,naive,104,0.9181280143686034,0.9744182927507303
51,fiqt,104,0.9343549559652522,0.9867449858431903
51,deming,104,0.9787304488738809,1.020221366221843
52,naive,104,0.8972979600079747,0.9031041560865736
52,fiqt,104,0.9118176376208686,0.9310127546722553
52,deming,104,0.960195374650662,0.9870058883479983
53,naive,104,0.9639850729509416,0.9869203578501129
53,fiqt,104,0.9805675798652447,1.0042600496765486
53,deming,104,0.9808257163833473,1.0059470453252743
54,naive,104,1.0478959314454142,1.0095198753182975
54,fiqt,104,1.0648301786117296,1.026264994714232
54,deming,104,1.072987672226263,1.0232324694435229
55,naive,104,1.0421097581760388,0.9451369231857201
55,fiqt,104,1.0595095634185527,0.9712535726573903
55,deming,104,1.0494697618652171,0.9977305939258516
56,naive,104,1.0177130922903836,1.037273564933375
56,fiqt,104,1.0362013586713947,1.0647875772332274
56,deming,104,0.9621355373618757,1.0256454302196865
57,naive,104,0.8696445021727371,0.9697204779394581
57,fiqt,104,0.8838193035219094,1.0015906337707272
57,deming,104,0.9437481628213275,0.9392467720826929
58,naive,104,1.1499337471940552,1.0557373609775234
58,fiqt,104,1.1676350277603893,1.0775759639955294
58,deming,104,1.0767350304921819,1.0039274562758091
59,naive,104,1.0045494137591895,0.9413621415084621
59,fiqt,104,1.0211410064931405,0.9596902830666212
59,deming,104,0.9914858529259749,0.9600635478735171
60,naive,104,1.0538311938644858,1.0310365081393797
60,fiqt,104,1.072279919689733,1.0450776629317038
60,deming,104,0.9902728127027063,1.0215298670232626
61,naive,104,0.9409889500636857,1.0057745466635981
61,fiqt,104,0.9592828082507473,1.0100807693129192
61,deming,104,0.9963513948648507,1.00971632523145
62,naive,104,1.0926143318271104,1.0165948657780213
62,fiqt,104,1.1113141204691375,1.0357657633513315
62,deming,104,1.0893302513011867,1.0716833046750476
63,naive,104,0.840362005458759,0.9106995457172241
63,fiqt,104,0.8568620016267913,0.9385060316650393
63,deming,104,0.974317966171845,0.951048738694756
64,naive,104,0.9650149962590656,0.9929042900133584
64,fiqt,104,0.9827737352919669,1.0206195401720985
64,deming,104,0.9780068734175631,0.9590749368855366
65,naive,104,0.9528551847623454,0.9909639466173785
65,fiqt,104,0.9684687548497183,1.050138331513649
65,deming,104,0.9751712304994853,0.9744269442965434
