indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,direct_candidate_1_trait_key,direct_candidate_1_name,direct_candidate_1_source,direct_candidate_1_build,direct_candidate_1_pops,direct_candidate_1_score,direct_candidate_2_trait_key,direct_candidate_2_name,direct_candidate_2_source,direct_candidate_2_build,direct_candidate_2_pops,direct_candidate_2_score,direct_candidate_3_trait_key,direct_candidate_3_name,direct_candidate_3_source,direct_candidate_3_build,direct_candidate_3_pops,direct_candidate_3_score,direct_candidate_4_trait_key,direct_candidate_4_name,direct_candidate_4_source,direct_candidate_4_build,direct_candidate_4_pops,direct_candidate_4_score,direct_candidate_5_trait_key,direct_candidate_5_name,direct_candidate_5_source,direct_candidate_5_build,direct_candidate_5_pops,direct_candidate_5_score,selected_trait_key_1,mapping_tier_1,mapping_rationale_1,reviewer_notes_1,selected_trait_key_2,mapping_tier_2,mapping_rationale_2,reviewer_notes_2,selected_trait_key_3,mapping_tier_3,mapping_rationale_3,reviewer_notes_3,selected_trait_key_4,mapping_tier_4,mapping_rationale_4,reviewer_notes_4,selected_trait_key_5,mapping_tier_5,mapping_rationale_5,reviewer_notes_5,indication_review_status,exclude_reason
D009103,Multiple Sclerosis,Multiple Sclerosis,7,7,0,7,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,42.0,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",8.478260869565217,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,7.5,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.105263157894736,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D010051,Ovarian Neoplasms,Ovarian Neoplasms,7,7,0,7,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.38095238095238,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,51.30952380952381,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.692307692307692,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",7.297297297297297,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001281,Atrial Fibrillation,Atrial Fibrillation,6,6,2,4,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.653846153846153,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,8.076923076923077,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.317073170731707,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",7.164179104477612,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.090909090909091,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D057765,Eosinophilic Esophagitis,Eosinophilic Esophagitis,6,6,2,4,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",47.15,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",45.635245901639344,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",35.095238095238095,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",34.74193548387097,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,33.33802816901408,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D007676,"Kidney Failure, Chronic","Kidney Failure, Chronic",6,6,1,5,GBMI::HF,Heart failure,GBMI,GRCh38,,47.57352941176471,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",47.21153846153846,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",45.5,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",35.23529411764706,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,34.758620689655174,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D010300,Parkinson Disease,Parkinson Disease,6,6,0,6,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,48.223684210526315,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,45.297872340425535,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",9.0,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",7.5,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D012859,Sjogren's Syndrome,Sjogren's Syndrome,6,6,1,5,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.486486486486487,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,6.428571428571428,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",6.1764705882352935,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,6.153846153846153,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",6.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D007319,Sleep Initiation and Maintenance Disorders,Sleep Initiation and Maintenance Disorders,6,6,3,3,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",79.56140350877193,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",79.56140350877193,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",50.49019607843137,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",47.047872340425535,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,45.54245283018868,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001714,Bipolar Disorder,Bipolar Disorder,5,5,3,2,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",49.561403508771924,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",48.29545454545455,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.3125,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.3125,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",9.705882352941178,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D050171,Dyslipidemias,Dyslipidemias,5,5,3,2,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",7.241379310344828,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",7.0,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",7.0,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.428571428571428,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",6.428571428571428,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D016553,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic",5,5,1,4,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,33.92307692307692,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.473684210526315,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.108108108108109,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,7.826086956521739,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D051437,Renal Insufficiency,Renal Insufficiency,5,5,0,5,GBMI::HF,Heart failure,GBMI,GRCh38,,52.05128205128205,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",51.666666666666664,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",46.424418604651166,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.9411764705882355,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D012893,Sleep Wake Disorders,Sleep Wake Disorders,5,5,1,4,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",275.0,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",275.0,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",85.9,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",44.62711864406779,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",32.08333333333333,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013927,Thrombosis,Thrombosis,5,5,2,3,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",9.0,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,8.68421052631579,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",8.25,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.741935483870968,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",7.7142857142857135,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D002318,Cardiovascular Diseases,Cardiovascular Diseases,4,4,0,4,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",41.28787878787879,Pan-UKB::phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,Pan-UKB,GRCh37,"CSA,EUR",32.14912280701754,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003922,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",4,4,0,4,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",147.1891891891892,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",140.77235772357724,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",109.0,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.297297297297297,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,7.272727272727273,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006967,Hypersensitivity,Hypersensitivity,4,4,0,4,Pan-UKB::phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,Pan-UKB,GRCh37,"CSA,EUR",118.63372093023256,Pan-UKB::icd10|Z88|both_sexes||,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances",Pan-UKB,GRCh37,"CSA,EUR",111.9675925925926,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",9.642857142857144,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",7.674418604651163,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008181,Lupus Nephritis,Lupus Nephritis,4,4,0,4,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",7.5,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",7.3584905660377355,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,Pan-UKB::icd10|R07|both_sexes||,R07 Pain in throat and chest,Pan-UKB,GRCh37,"CSA,EUR",6.585365853658536,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.5625,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008269,Macular Edema,Macular Edema,4,4,1,3,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,7.0588235294117645,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,6.857142857142857,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",6.73469387755102,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.393442622950819,GBMI::Appendectomy,Appendectomy,GBMI,GRCh38,,6.363636363636364,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008545,Melanoma,Melanoma,4,4,0,4,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,7.333333333333333,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",6.5625,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",6.428571428571428,GBMI::Asthma,Asthma,GBMI,GRCh38,,6.428571428571428,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",6.315789473684211,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009503,Neutropenia,Neutropenia,4,4,2,2,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",7.317073170731707,GBMI::Stroke,Stroke,GBMI,GRCh38,,7.0588235294117645,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,7.0588235294117645,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.0,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",6.923076923076923,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D012559,Schizophrenia,Schizophrenia,4,4,1,3,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.473684210526315,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.473684210526315,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.375,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",9.069767441860465,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.68421052631579,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013167,"Spondylitis, Ankylosing","Spondylitis, Ankylosing",4,4,0,4,Pan-UKB::phecode|714|both_sexes||,Rheumatoid arthritis and other inflammatory polyarthropathies,Pan-UKB,GRCh37,"CSA,EUR",42.42168674698795,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",8.49056603773585,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.461538461538462,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,8.360655737704917,Pan-UKB::icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],Pan-UKB,GRCh37,"EUR,MID",7.894736842105263,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D014029,Tobacco Use Disorder,Tobacco Use Disorder,4,4,1,3,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",275.0,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",78.15315315315316,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.782608695652174,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D020246,Venous Thrombosis,Venous Thrombosis,4,4,2,2,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,53.97435897435897,Pan-UKB::icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,Pan-UKB,GRCh37,"AFR,EUR",32.378787878787875,Pan-UKB::phecode|454.1|both_sexes||,Varicose veins of lower extremity,Pan-UKB,GRCh37,"AFR,EUR",32.05974842767296,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",9.0,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",8.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D058186,Acute Kidney Injury,Acute Kidney Injury,3,3,0,3,GBMI::HF,Heart failure,GBMI,GRCh38,,48.125,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,47.43421052631579,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",46.85810810810811,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",36.183673469387756,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.25,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001778,Blood Coagulation Disorders,Blood Coagulation Disorders,3,3,0,3,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.230769230769232,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",8.947368421052632,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",8.478260869565217,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",8.4375,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",7.857142857142858,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005901,Glaucoma,Glaucoma,3,3,0,3,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,120.60714285714286,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",6.428571428571428,GBMI::Asthma,Asthma,GBMI,GRCh38,,6.428571428571428,GBMI::Appendectomy,Appendectomy,GBMI,GRCh38,,6.0,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",5.454545454545455,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",9.375,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.384615384615385,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.3584905660377355,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.317073170731707,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006467,Hemophilia A,Hemophilia A,3,3,3,0,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.894736842105263,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.692307692307692,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.692307692307692,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",7.5,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.297297297297297,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008107,Liver Diseases,Liver Diseases,3,3,0,3,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",9.428571428571429,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.571428571428571,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D024821,Metabolic Syndrome,Metabolic Syndrome,3,3,0,3,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",42.450980392156865,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",8.4,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,7.5,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",7.411764705882353,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,7.0588235294117645,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008881,Migraine Disorders,Migraine Disorders,3,3,2,1,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",53.854166666666664,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",52.25490196078431,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,48.97727272727273,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,44.20454545454545,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009298,Nasal Polyps,Nasal Polyps,3,3,0,3,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",6.818181818181818,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",6.428571428571428,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",6.1764705882352935,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",6.0,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",5.853658536585366,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D010024,Osteoporosis,Osteoporosis,3,3,1,2,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",47.32142857142857,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",35.36065573770492,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",33.757861635220124,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",11.538461538461538,GBMI::Stroke,Stroke,GBMI,GRCh38,,8.333333333333334,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D011618,Psychotic Disorders,Psychotic Disorders,3,3,1,2,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.75,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.75,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.545454545454545,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.478260869565217,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",8.333333333333334,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D018805,Sepsis,Sepsis,3,3,0,3,Pan-UKB::phecode|960|both_sexes||,Poisoning by antibiotics,Pan-UKB,GRCh37,"CSA,EUR",47.98076923076923,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",7.800000000000001,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
