indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,direct_candidate_1_trait_key,direct_candidate_1_name,direct_candidate_1_source,direct_candidate_1_build,direct_candidate_1_pops,direct_candidate_1_score,direct_candidate_2_trait_key,direct_candidate_2_name,direct_candidate_2_source,direct_candidate_2_build,direct_candidate_2_pops,direct_candidate_2_score,direct_candidate_3_trait_key,direct_candidate_3_name,direct_candidate_3_source,direct_candidate_3_build,direct_candidate_3_pops,direct_candidate_3_score,direct_candidate_4_trait_key,direct_candidate_4_name,direct_candidate_4_source,direct_candidate_4_build,direct_candidate_4_pops,direct_candidate_4_score,direct_candidate_5_trait_key,direct_candidate_5_name,direct_candidate_5_source,direct_candidate_5_build,direct_candidate_5_pops,direct_candidate_5_score,selected_trait_key_1,mapping_tier_1,mapping_rationale_1,reviewer_notes_1,selected_trait_key_2,mapping_tier_2,mapping_rationale_2,reviewer_notes_2,selected_trait_key_3,mapping_tier_3,mapping_rationale_3,reviewer_notes_3,selected_trait_key_4,mapping_tier_4,mapping_rationale_4,reviewer_notes_4,selected_trait_key_5,mapping_tier_5,mapping_rationale_5,reviewer_notes_5,indication_review_status,exclude_reason
D012852,Sinusitis,Sinusitis,3,3,0,3,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",8.666666666666666,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",7.272727272727273,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.923076923076923,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.923076923076923,Pan-UKB::phecode|960|both_sexes||,Poisoning by antibiotics,Pan-UKB,GRCh37,"CSA,EUR",6.75,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013274,Stomach Neoplasms,Stomach Neoplasms,3,3,0,3,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,52.38095238095238,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.38095238095238,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.741935483870968,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",7.5,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D020521,Stroke,Stroke,3,3,0,3,GBMI::Stroke,Stroke,GBMI,GRCh38,,275.0,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,48.666666666666664,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",32.10526315789474,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",8.076923076923077,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",8.076923076923077,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013494,"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive",3,3,0,3,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",7.894736842105263,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",7.0588235294117645,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",6.875,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,6.818181818181818,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",6.623376623376623,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013789,Thalassemia,Thalassemia,3,3,0,3,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.0,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.0,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",5.625,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",5.625,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",5.555555555555555,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000437,Alcoholism,Alcoholism,2,2,0,2,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",54.05797101449275,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",53.666666666666664,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",46.875,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",41.0,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",35.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000755,"Anemia, Sickle Cell","Anemia, Sickle Cell",2,2,0,2,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",46.332417582417584,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",24.09090909090909,Pan-UKB::icd10|Z88|both_sexes||,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances",Pan-UKB,GRCh37,"CSA,EUR",23.58722358722359,Pan-UKB::icd10|Z82|both_sexes||,Z82 Family history of certain disabilities and chronic diseases leading to disablement,Pan-UKB,GRCh37,"EUR,MID",21.711229946524064,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",11.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D002289,"Carcinoma, Non-Small-Cell Lung","Carcinoma, Non-Small-Cell Lung",2,2,1,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,43.92307692307692,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,43.15384615384615,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",20.671497584541065,Pan-UKB::phecode|418|both_sexes||,Nonspecific chest pain,Pan-UKB,GRCh37,"CSA,EUR",6.470588235294118,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",6.226415094339623,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003863,Depression,Depression,2,2,1,1,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",52.5,Pan-UKB::icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKB,GRCh37,"EUR,MID",39.94117647058823,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",9.545454545454545,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",9.285714285714286,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",7.9411764705882355,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003865,"Depressive Disorder, Major",Major Depressive Disorder,2,2,1,1,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",52.82945736434108,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.411764705882353,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",9.333333333333334,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",9.130434782608695,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.780487804878048,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D017719,Diabetic Foot,Diabetic Foot,2,2,0,2,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",8.0,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.272727272727273,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",7.272727272727273,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",6.923076923076923,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004700,Endocrine System Diseases,Endocrine System Diseases,2,2,0,2,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",49.97435897435897,Pan-UKB::icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKB,GRCh37,"EUR,MID",40.27472527472528,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.183673469387756,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",8.5,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.461538461538462,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004827,Epilepsy,Epilepsy,2,2,2,0,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",12.1875,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",12.1875,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",9.72972972972973,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",9.166666666666668,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",8.571428571428571,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004829,"Epilepsy, Generalized","Epilepsy, Generalized",2,2,2,0,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.863636363636363,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.863636363636363,Pan-UKB::icd10|M51|both_sexes||,M51 Other intervertebral disk disorders,Pan-UKB,GRCh37,"CSA,EUR",8.4375,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",8.125,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D057180,Frontotemporal Dementia,Frontotemporal Dementia,2,2,0,2,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",43.885245901639344,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",39.321705426356594,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",33.641552511415526,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",27.384615384615387,Pan-UKB::icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKB,GRCh37,"EUR,MID",20.155172413793103,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005764,Gastroesophageal Reflux,Gastroesophageal Reflux,2,2,1,1,Pan-UKB::phecode|530.11|both_sexes||,GERD,Pan-UKB,GRCh37,"EUR,MID",275.0,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",152.9310344827586,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",119.59349593495935,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.622641509433961,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005770,Gastrointestinal Neoplasms,Gastrointestinal Neoplasms,2,2,0,2,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,51.3963963963964,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,50.585585585585584,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",8.88888888888889,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,8.181818181818182,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",7.758620689655173,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",46.02272727272727,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",9.375,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.333333333333334,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006073,Gout,Gout,2,2,1,1,GBMI::Gout,Gout,GBMI,GRCh38,,275.0,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",5.454545454545455,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",4.7368421052631575,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",4.7368421052631575,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",4.7368421052631575,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006258,Head and Neck Neoplasms,Head and Neck Neoplasms,2,2,0,2,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,52.46666666666666,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.46666666666666,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",8.4375,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",8.076923076923077,Pan-UKB::icd10|R07|both_sexes||,R07 Pain in throat and chest,Pan-UKB,GRCh37,"CSA,EUR",7.647058823529411,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006689,Hodgkin Disease,Hodgkin Disease,2,2,0,2,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.91891891891892,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.461538461538462,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.125,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,7.826086956521739,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,6.923076923076923,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D017681,Hypereosinophilic Syndrome,Hypereosinophilic Syndrome,2,2,0,2,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,46.47727272727273,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,8.90625,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.692307692307692,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.142857142857142,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D007680,Kidney Neoplasms,Kidney Neoplasms,2,2,2,0,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",53.13725490196078,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.77777777777777,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,51.666666666666664,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",47.416666666666664,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008593,Menopause,Menopause,2,2,1,1,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",6.6,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",6.6,Pan-UKB::icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,Pan-UKB,GRCh37,"AFR,EUR",6.428571428571428,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",6.153846153846153,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",6.122448979591837,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009101,Multiple Myeloma,Multiple Myeloma,2,2,0,2,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",9.230769230769232,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.333333333333334,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D019578,Multiple System Atrophy,Multiple System Atrophy,2,2,0,2,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",44.25,Pan-UKB::icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKB,GRCh37,"EUR,MID",30.132575757575758,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",9.0,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.0,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.9411764705882355,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009203,Myocardial Infarction,Myocardial Infarction,2,2,1,1,GBMI::Stroke,Stroke,GBMI,GRCh38,,129.16666666666666,GBMI::HF,Heart failure,GBMI,GRCh38,,50.06666666666666,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",48.52380952380952,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",44.20454545454545,Pan-UKB::phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified",Pan-UKB,GRCh37,"CSA,EAS,EUR",42.75,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009216,Myopia,Myopia,2,2,2,0,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",6.818181818181818,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.206896551724138,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",6.206896551724138,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",6.206896551724138,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",6.206896551724138,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009290,Narcolepsy,Narcolepsy,2,2,1,1,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",85.24193548387098,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",85.24193548387098,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",50.55555555555556,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",7.297297297297297,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",7.173913043478261,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D009771,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,2,2,0,2,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",9.795918367346937,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.333333333333334,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.333333333333334,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",8.297872340425533,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.857142857142858,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D010003,Osteoarthritis,Osteoarthritis,2,2,1,1,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",275.0,Pan-UKB::icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],Pan-UKB,GRCh37,"CSA,EUR",123.77192982456141,Pan-UKB::icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],Pan-UKB,GRCh37,"EUR,MID",123.58974358974359,Pan-UKB::phecode|714|both_sexes||,Rheumatoid arthritis and other inflammatory polyarthropathies,Pan-UKB,GRCh37,"CSA,EUR",43.144578313253014,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",10.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D012148,Restless Legs Syndrome,Restless Legs Syndrome,2,2,1,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.048780487804878,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",7.647058823529411,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.857142857142857,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",6.857142857142857,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,2,2,0,2,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",8.372093023255815,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.125,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",8.108108108108109,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,7.9245283018867925,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.333333333333333,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006255,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",2,2,0,2,Pan-UKB::phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,Pan-UKB,GRCh37,"CSA,EUR",44.5,Pan-UKB::icd10|Z88|both_sexes||,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances",Pan-UKB,GRCh37,"CSA,EUR",38.22222222222222,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",8.75,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",8.75,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.647058823529411,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D013736,Testicular Neoplasms,Testicular Neoplasms,2,2,0,2,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.77777777777777,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,51.666666666666664,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",7.297297297297297,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",7.272727272727273,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D014523,Urethral Neoplasms,Urethral Neoplasms,2,2,0,2,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,52.38095238095238,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.38095238095238,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",8.70967741935484,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",8.4,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
