gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,gene_trait_uid,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,roles_contributing,n_pair_trait_rows,n_target_indication_pairs,n_indications,indication_mesh_ids,indications,pools,n_A_pairs,n_B_pairs,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pops_available,non_eur_pops_available,mapping_uids
NPC1L1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_c4fd94d57b8f4d7f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006949 || D050171,Dyslipidemias || Hyperlipidemias,"A,B",1,1,True,False,A,"CSA,EUR",CSA,map_a36004652f6c76ab || map_c7d4a03a9508b750
NR1H3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_7f25d94ab554eb4a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006937,Hypercholesterolemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_53025b2483451588
NR1H4,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_3250bccb7378380b,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_53025b2483451588 || map_c7d4a03a9508b750
PCSK9,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_d080bdfc867f9b96,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,A,3,0,False,False,A,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_c7d4a03a9508b750
PPARA,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_7bd5897de9b20223,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",3,1,True,False,A,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_a36004652f6c76ab || map_c7d4a03a9508b750
PPARG,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_42aa1475c810dd57,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,A,1,0,False,False,A,"CSA,EUR",CSA,map_c7d4a03a9508b750
SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_75c041c5d0b7a2d3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_53025b2483451588 || map_c7d4a03a9508b750
THRB,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_dd7b39061603b8b0,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006938,Hypercholesterolemia || Hyperlipoproteinemia Type II,B,0,2,False,False,B,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588
ALDH2,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_3e7953949fc0c721,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_41141be048611074
APOL1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_325033a32bbc2883,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D005923 || D051437,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",B,0,2,False,False,B,"CSA,EUR,MID","CSA,MID",map_1528a1dc096b9a36 || map_41141be048611074
AXL,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_b49594ef46ff78ee,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_4bff57d6c1e71213
GLP1R,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_22feb333ba387f56,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_41141be048611074
KCNJ1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_9da327b0c3bc5136,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_41141be048611074
NFE2L2,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_928455e475f5f661,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_41141be048611074
NFKB1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_304e050b3ab30a01,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_1528a1dc096b9a36
NOX4,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_a75009f66717b029,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003928,Diabetic Nephropathies,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_5a173a0626cfd370
TGFB1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_0e5609fe04f54e81,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_1528a1dc096b9a36
TNFSF13,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,biomarkers|30700|both_sexes||irnt,GRCh37,serum_creatinine,gt_b7e33f1646515e6a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_4bff57d6c1e71213
ALDH2,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_b8825d29f00de363,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4
APOL1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_f44b838abb593b40,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D005923 || D051437,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",B,0,2,False,False,B,"CSA,EUR,MID","CSA,MID",map_039454a9bb2903dd || map_f1dd1f3e7799acd4
AXL,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_6b7062b71b8804b2,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_a8c38ba818e38365
GLP1R,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_15f0931f643db407,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4
KCNJ1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_79589bc1696ec35d,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4
NFE2L2,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_08923c27f7914e93,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_f1dd1f3e7799acd4
NFKB1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_08361c84d47be2b6,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_039454a9bb2903dd
NOX4,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_81f076e7673f616f,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003928,Diabetic Nephropathies,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_2ec37ff17e576812
TGFB1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_b4759703808d205c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_039454a9bb2903dd
TNFSF13,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,biomarkers|30720|both_sexes||irnt,GRCh37,cystatin_c,gt_f7ef35f18ecb6a41,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_a8c38ba818e38365
ACE,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_629a16ff96b0488e,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADRA1A,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_bdf86b1be3705ee2,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADRA2B,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_ca860418aa6f2049,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADRA2C,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_78c675e0c6b2123a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADRB1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_64d260049b72399e,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADRB2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_3968036e95be378a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
AGT,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_91653389a708ea02,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
CACNA1C,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_d00fe93361a2e4f3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
CHRNB4,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_4ef6440060024516,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
CYP11B1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_a3952d3997113985,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
CYP11B2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_debf2c8fb659fb36,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
EDNRA,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_94450f63b774eba3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
MME,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_03d77cf9c47d0d51,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
NPR1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_c213469ce64521e3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
OPRL1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_17d819fc7e3439da,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
PDE5A,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_02ee4f471df88a8e,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
REN,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_1b545e8df9ae76d3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,A,1,0,False,False,A,"CSA,EUR",CSA,map_a10198eb08d8bca6
SLC12A2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_376e244fe5e8026e,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
VDR,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,gt_2ee3381ab44e0920,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006973,Hypertension,B,0,1,False,False,B,"CSA,EUR",CSA,map_a10198eb08d8bca6
ADAMTS4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_789423e76503228b,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D065631,"Rhinitis, Allergic",B,0,1,False,False,B,"CSA,EUR",CSA,map_fef4e0642fc76154
ADORA1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_f4dfe1f1acd9db8b,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
ADORA2B,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_130424f34f5bb175,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
ADRB2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_223416cb2c561aa7,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,A,1,0,False,False,A,"CSA,EUR",CSA,map_cb8244ded7498122
CCR4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_dd18083854e1c995,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D003876 || D065631,"Dermatitis, Atopic || Rhinitis, Allergic",B,0,2,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_fef4e0642fc76154
CD200R1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_36f98e6136a1b48a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003876,"Dermatitis, Atopic",B,0,1,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7
CHRM3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_98c8e276ad7437cd,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D065631,"Asthma || Rhinitis, Allergic","A,B",1,1,True,False,A,"CSA,EUR",CSA,map_cb8244ded7498122 || map_fef4e0642fc76154
CSF2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_7ee3b9713ae4766a,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
FGFR3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_73b858e87bdad0ab,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
GATA3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_7d630716c81b47c7,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D003876,"Asthma || Dermatitis, Atopic",B,0,2,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122
HRH4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_fe09ffb658631c13,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D065631,"Asthma || Rhinitis, Allergic",B,0,2,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122 || map_fef4e0642fc76154
IL13,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_9ef8bed2b6aa5f66,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,3,3,3,D001249 || D003876 || D006255,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic, Seasonal","A,B",1,2,True,False,A,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_68fe0b2b5bd7b2d4 || map_cb8244ded7498122
IL17RB,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_82ec9db2d44db292,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
IL1RL1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_e8365a8543bc86e5,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D003876,"Asthma || Dermatitis, Atopic",B,0,2,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122
IL2RA,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_3b7ad0c4881d6132,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003876,"Dermatitis, Atopic",B,0,1,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7
IL3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_afccfe95344ecc86,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
IL33,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_5eb37492fa4b017f,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,4,4,4,D001249 || D003876 || D006255 || D065631,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic || Rhinitis, Allergic, Seasonal",B,0,4,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_68fe0b2b5bd7b2d4 || map_cb8244ded7498122 || map_fef4e0642fc76154
IL4R,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_71a1f98792f51649,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,3,3,3,D001249 || D003876 || D065631,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic","A,B",2,1,True,False,A,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122 || map_fef4e0642fc76154
IL5,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_8afc4516c7c6fc93,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
IL6,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_bcc3afe4dbdbc212,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
