gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available
gt_75c041c5d0b7a2d3,SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,616,616.0,616,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_dd7b39061603b8b0,THRB,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,1576,1576.0,1576,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipoproteinemia Type II,CSA
gt_3e7953949fc0c721,ALDH2,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,304,309.0,314,10,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_325033a32bbc2883,APOL1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,773,793.5,814,10,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency","CSA,MID"
gt_b49594ef46ff78ee,AXL,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,0,2,0,642,648.0,654,0,0,False,False,False,False,False,True,False,True,False,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_22feb333ba387f56,GLP1R,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,798,813.0,828,30,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_9da327b0c3bc5136,KCNJ1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,785,794.5,804,34,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_928455e475f5f661,NFE2L2,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,638,649.0,660,58,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_304e050b3ab30a01,NFKB1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,2,2,0,652,683.5,715,181,0,False,False,True,False,False,True,False,True,True,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_a75009f66717b029,NOX4,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,0,2,0,1216,1244.5,1273,0,0,False,False,False,False,False,True,False,True,False,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,"CSA,MID"
gt_0e5609fe04f54e81,TGFB1,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,0,2,0,509,515.5,522,0,0,False,False,False,False,False,True,False,True,False,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_b7e33f1646515e6a,TNFSF13,Pan-UKB,Pan-UKB::biomarkers|30700|both_sexes||irnt,Creatinine,SENSITIVITY,False,False,2,CSA || MID,0,2,0,596,611.0,626,0,0,False,False,False,False,False,True,False,True,False,GRCh37,serum_creatinine,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_b8825d29f00de363,ALDH2,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,2,2,0,304,307.5,311,239,0,False,False,True,False,False,True,False,True,True,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_f44b838abb593b40,APOL1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,773,793.5,814,0,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency","CSA,MID"
gt_6b7062b71b8804b2,AXL,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,642,647.5,653,0,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_15f0931f643db407,GLP1R,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,2,2,0,798,813.0,828,29,0,False,False,True,False,False,True,False,True,True,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_79589bc1696ec35d,KCNJ1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,785,794.5,804,1,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_08923c27f7914e93,NFE2L2,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,638,649.0,660,0,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Renal Insufficiency,"CSA,MID"
gt_08361c84d47be2b6,NFKB1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,2,2,0,652,683.5,715,193,0,False,False,True,False,False,True,False,True,True,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_81f076e7673f616f,NOX4,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,1216,1244.5,1273,0,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Diabetic Nephropathies,"CSA,MID"
gt_b4759703808d205c,TGFB1,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,0,2,0,509,514.5,520,0,0,False,False,False,False,False,True,False,True,False,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulosclerosis, Focal Segmental","CSA,MID"
gt_f7ef35f18ecb6a41,TNFSF13,Pan-UKB,Pan-UKB::biomarkers|30720|both_sexes||irnt,Cystatin C,SENSITIVITY,False,False,2,CSA || MID,2,2,0,596,611.0,626,175,0,False,False,True,False,False,True,False,True,True,GRCh37,cystatin_c,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Glomerulonephritis, IGA","CSA,MID"
gt_629a16ff96b0488e,ACE,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,296,296.0,296,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_bdf86b1be3705ee2,ADRA1A,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,1414,1414.0,1414,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_ca860418aa6f2049,ADRA2B,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,192,192.0,192,68,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_78c675e0c6b2123a,ADRA2C,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,835,835.0,835,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_64d260049b72399e,ADRB1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,494,494.0,494,80,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_3968036e95be378a,ADRB2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,571,571.0,571,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_91653389a708ea02,AGT,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,849,849.0,849,78,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_d00fe93361a2e4f3,CACNA1C,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,2510,2510.0,2510,29,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_4ef6440060024516,CHRNB4,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,937,937.0,937,227,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_a3952d3997113985,CYP11B1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,923,923.0,923,18,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_debf2c8fb659fb36,CYP11B2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,874,874.0,874,19,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_94450f63b774eba3,EDNRA,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,695,695.0,695,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_03d77cf9c47d0d51,MME,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,828,828.0,828,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_c213469ce64521e3,NPR1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,351,351.0,351,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_17d819fc7e3439da,OPRL1,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,481,481.0,481,32,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_02ee4f471df88a8e,PDE5A,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,1163,1163.0,1163,48,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_1b545e8df9ae76d3,REN,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,559,559.0,559,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,CSA
gt_376e244fe5e8026e,SLC12A2,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,0,1,0,452,452.0,452,0,0,False,False,False,False,False,True,False,True,False,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_2ee3381ab44e0920,VDR,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",SENSITIVITY,False,False,1,CSA,1,1,0,911,911.0,911,12,0,False,False,True,False,False,True,False,True,True,GRCh37,diastolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,CSA
gt_789423e76503228b,ADAMTS4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,461,461.0,461,17,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Rhinitis, Allergic",CSA
gt_f4dfe1f1acd9db8b,ADORA1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,713,713.0,713,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_130424f34f5bb175,ADORA2B,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,412,412.0,412,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_223416cb2c561aa7,ADRB2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,571,571.0,571,53,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,A,1,0,1,1,Asthma,CSA
gt_dd18083854e1c995,CCR4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,548,548.0,548,104,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Dermatitis, Atopic || Rhinitis, Allergic",CSA
gt_36f98e6136a1b48a,CD200R1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,808,808.0,808,211,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Dermatitis, Atopic",CSA
gt_98c8e276ad7437cd,CHRM3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,True,False,1,CSA,0,1,0,2099,2099.0,2099,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Rhinitis, Allergic",CSA
gt_7ee3b9713ae4766a,CSF2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,365,365.0,365,253,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_73b858e87bdad0ab,FGFR3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,465,465.0,465,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_7d630716c81b47c7,GATA3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,839,839.0,839,58,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Asthma || Dermatitis, Atopic",CSA
gt_fe09ffb658631c13,HRH4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,711,711.0,711,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Asthma || Rhinitis, Allergic",CSA
gt_9ef8bed2b6aa5f66,IL13,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,True,False,1,CSA,1,1,1,308,308.0,308,155,1,False,False,True,False,False,True,True,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,"A,B",1,2,3,3,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic, Seasonal",CSA
gt_82ec9db2d44db292,IL17RB,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,561,561.0,561,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_e8365a8543bc86e5,IL1RL1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,815,815.0,815,603,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Asthma || Dermatitis, Atopic",CSA
gt_3b7ad0c4881d6132,IL2RA,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,1029,1029.0,1029,120,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Dermatitis, Atopic",CSA
gt_afccfe95344ecc86,IL3,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,353,353.0,353,242,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_5eb37492fa4b017f,IL33,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,683,683.0,683,355,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,4,4,4,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic || Rhinitis, Allergic, Seasonal",CSA
gt_71a1f98792f51649,IL4R,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,True,False,1,CSA,1,1,0,595,595.0,595,222,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,"A,B",2,1,3,3,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic",CSA
gt_8afc4516c7c6fc93,IL5,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,1,411,411.0,411,347,1,False,False,True,False,False,True,True,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_bcc3afe4dbdbc212,IL6,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,765,765.0,765,164,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_dadb7ceeabdc9773,INPP5D,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,1239,1239.0,1239,176,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,"Dermatitis, Atopic",CSA
gt_8805f6b96b374c75,ITGB7,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,460,460.0,460,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_bbc6733dac188dc0,KIT,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,785,785.0,785,77,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_709ce05cb4e068a8,MMP12,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,601,601.0,601,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_2cdeedd0ea0be7bb,NFKB1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,652,652.0,652,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Asthma || Dermatitis, Atopic",CSA
gt_3cb4f26d277eeed1,NR3C1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,True,False,1,CSA,1,1,0,621,621.0,621,11,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Rhinitis, Allergic",CSA
gt_c224aad859abb156,P2RY2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,402,402.0,402,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_155a98bdfae6de5e,PDE3A,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,1839,1839.0,1839,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_6ffc43d8ccc9627c,PDE4B,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,1920,1920.0,1920,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_e0a3b9e35aef01f9,PDE4D,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,0,1,0,4376,4376.0,4376,0,0,False,False,False,False,False,True,False,True,False,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,2,2,2,"Asthma || Rhinitis, Allergic",CSA
gt_9460eacf6b5cec6c,TNFSF15,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,472,472.0,472,52,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,1,1,1,Asthma,CSA
gt_0d8fbcfc9b467ae1,TNFSF4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,False,False,1,CSA,1,1,0,492,492.0,492,63,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,B,B,0,3,3,3,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic",CSA
gt_68a29f695b22e937,TSLP,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,SENSITIVITY,True,False,1,CSA,1,1,0,503,503.0,503,221,0,False,False,True,False,False,True,False,True,True,GRCh37,eosinophil_count,Proxy biomarker,Proxy biomarker,A,"A,B",1,1,2,2,"Asthma || Dermatitis, Atopic",CSA
