gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available
gt_911740b41c241344,CETP,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,805,805.0,805,85,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_63507162bcaa3920,DGAT2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,450,450.0,450,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_40a892854f5916e0,FDFT1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,1343,1343.0,1343,3,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_db347719699507ec,HCAR2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,425,425.0,425,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_789afc52cefd4f2d,HCAR3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,505,505.0,505,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_a2fbc60777f1e768,HMGCR,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,474,474.0,474,323,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA
gt_fd898132e38f7788,LPA,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,641,641.0,641,244,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_6b7b6bd038da9052,MTTP,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,800,800.0,800,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_c6647379089cd913,NPC1L1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,True,False,1,CSA,1,1,0,492,492.0,492,96,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,A,"A,B",1,1,2,2,Dyslipidemias || Hyperlipidemias,CSA
gt_1b1f490edcf0cd67,NR1H3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,421,421.0,421,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypercholesterolemia,CSA
gt_5e044fcde2890531,NR1H4,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,497,497.0,497,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_5546449a60969756,PCSK9,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,674,674.0,674,187,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_a720a56d887401e7,PPARA,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,True,False,1,CSA,0,1,0,751,751.0,751,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,A,"A,B",3,1,4,4,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_a771e8ce8bd5d5d6,PPARG,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,1,1,0,877,877.0,877,20,0,False,False,True,False,False,True,False,True,True,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hyperlipidemias,CSA
gt_0e169e1a379505e6,SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,615,615.0,615,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_9332f01cb4a157fe,THRB,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,SENSITIVITY,False,False,1,CSA,0,1,0,1575,1575.0,1575,0,0,False,False,False,False,False,True,False,True,False,GRCh37,apolipoprotein_b,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipoproteinemia Type II,CSA
gt_1ee1da015e26f543,ADIPOR2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,774,921.0,942,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_a3ed78d49b0c5aac,CALCA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,256,296.0,305,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_a0bbc31bfcb23525,CALCR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,792,842.0,890,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_7ef45295ac72754b,DPP4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,428,618.0,622,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_07bc6b913823d770,FGFR1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,373,442.0,466,15,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_5aa064f396f10864,FGFR4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,454,653.0,662,4,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_d79e322e54d14839,GDF15,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,485,534.0,554,36,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_a4b99530ba80c8ab,GFRAL,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,945,999.0,1320,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_d815e2aa4bbcd69a,GHR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,923,1139.0,1196,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_e8a2392ea6c7a9e1,GIPR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,489,534.0,550,26,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_25ecabe6d3e507e8,GLP1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,712,798.0,826,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_c3e1332e6c837d81,HSD11B1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,555,704.0,725,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_c1f964477a2c60d2,HTR1A,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,250,314.0,327,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_c613c2c57d405093,IAPP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,797,864.0,923,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_3118096966414b21,INSR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,958,1012.0,1039,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_46885db53b6cf531,LEPR,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,1257,1346.0,1362,35,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_61df4e5e9ce876ed,MAPK1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,657,854.0,876,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_6925bb9b57369884,MAPK3,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,172,197.0,216,111,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_6514a4bcc5411b53,MC1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,624,780.0,848,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_e31188cc7b292717,MC4R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,531,565.0,615,195,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_d14085384e769d40,MTTP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,694,797.0,924,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_9e59531911456d7e,NPY,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,848,941.0,962,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_a0df6f80874b8d26,NPY5R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,481,627.0,641,2,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_1fa305cc7cba8ae9,NR3C1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,584,620.0,654,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_9b4c668b144beda2,OPRM1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,1296,1419.0,1496,53,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_7f572da2369e3b76,PPARA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,660,750.0,802,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_4129badd0cfdf3a3,PPARD,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,519,575.0,687,85,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_00419bc476176825,PPARG,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,731,879.0,914,3,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Obesity,"AFR,CSA,MID"
gt_5d3db36ffbf5ebc1,SLC6A4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,290,341.0,359,5,0,True,True,True,True,False,True,False,True,True,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_3bedb9eda24a2e46,SREBF1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,230,274.0,285,0,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_86b456c209fcf4df,SREBF2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),PRIMARY,False,True,3,AFR || CSA || MID,0,3,0,533,638.0,648,2,0,True,False,False,True,False,True,False,True,False,GRCh37,body_mass_index,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Obesity,"AFR,CSA,MID"
gt_94eb695ffab3980d,CASR,Pan-UKB,Pan-UKB::biomarkers|30680|both_sexes||irnt,Calcium,PRIMARY,True,False,1,CSA,1,1,1,919,919.0,919,685,37,False,False,True,False,False,True,True,True,True,GRCh37,calcium,Direct quantitative readout,Direct quantitative readout,A,"A,B",1,1,2,2,Hypercalcemia || Hypocalcemia,CSA
gt_48233b9c2eb59a1f,ABCA1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,1286,1286.0,1286,213,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_c98636246f1eeeb1,ADRB1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,498,498.0,498,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_dfad32820104eef9,ADRB2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,571,571.0,571,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_901e56afccee7ba0,ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,True,False,1,CSA,1,1,0,242,242.0,242,214,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,"A,B",1,3,4,4,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_75c73f4df9d630bb,ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,663,663.0,663,215,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_842d84e72602329f,APOA1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,605,605.0,605,357,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_f155046fff0f537f,APOB,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,True,False,1,CSA,1,1,0,427,427.0,427,287,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,"A,B",1,2,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_77d8eec661a05c8a,APOC3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,599,599.0,599,349,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA
gt_2e2fabfb37d2fd13,APOE,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,1,612,612.0,612,332,5,False,False,True,False,False,True,True,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipoproteinemia Type II,CSA
gt_11d0e900063cba82,CETP,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,805,805.0,805,123,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_1b3cc0c3770349a3,DGAT2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,450,450.0,450,158,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_f8d0b486ca5700c2,FDFT1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,1343,1343.0,1343,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_e34f0267f225cb41,HCAR2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,425,425.0,425,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_2b73bfee6ac3018f,HCAR3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,505,505.0,505,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_0769e67324e03350,HMGCR,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,474,474.0,474,381,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA
gt_5b0a1801dd50c6d3,LPA,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,642,642.0,642,241,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_dbc4dcc72156089f,MTTP,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,807,807.0,807,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_c4fd94d57b8f4d7f,NPC1L1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,True,False,1,CSA,1,1,0,492,492.0,492,100,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,"A,B",1,1,2,2,Dyslipidemias || Hyperlipidemias,CSA
gt_7f25d94ab554eb4a,NR1H3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,424,424.0,424,23,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypercholesterolemia,CSA
gt_3250bccb7378380b,NR1H4,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,0,1,0,497,497.0,497,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA
gt_d080bdfc867f9b96,PCSK9,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,674,674.0,674,192,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_7bd5897de9b20223,PPARA,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,True,False,1,CSA,0,1,0,752,752.0,752,0,0,False,False,False,False,False,True,False,True,False,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,"A,B",3,1,4,4,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_42aa1475c810dd57,PPARG,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,SENSITIVITY,False,False,1,CSA,1,1,0,879,879.0,879,191,0,False,False,True,False,False,True,False,True,True,GRCh37,total_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hyperlipidemias,CSA
