indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,direct_candidate_1_trait_key,direct_candidate_1_name,direct_candidate_1_source,direct_candidate_1_build,direct_candidate_1_pops,direct_candidate_1_score,direct_candidate_2_trait_key,direct_candidate_2_name,direct_candidate_2_source,direct_candidate_2_build,direct_candidate_2_pops,direct_candidate_2_score,direct_candidate_3_trait_key,direct_candidate_3_name,direct_candidate_3_source,direct_candidate_3_build,direct_candidate_3_pops,direct_candidate_3_score,direct_candidate_4_trait_key,direct_candidate_4_name,direct_candidate_4_source,direct_candidate_4_build,direct_candidate_4_pops,direct_candidate_4_score,direct_candidate_5_trait_key,direct_candidate_5_name,direct_candidate_5_source,direct_candidate_5_build,direct_candidate_5_pops,direct_candidate_5_score,selected_trait_key_1,mapping_tier_1,mapping_rationale_1,reviewer_notes_1,selected_trait_key_2,mapping_tier_2,mapping_rationale_2,reviewer_notes_2,selected_trait_key_3,mapping_tier_3,mapping_rationale_3,reviewer_notes_3,selected_trait_key_4,mapping_tier_4,mapping_rationale_4,reviewer_notes_4,selected_trait_key_5,mapping_tier_5,mapping_rationale_5,reviewer_notes_5,indication_review_status,exclude_reason,unmapped_reason
D016491,Peripheral Vascular Diseases,Peripheral Vascular Diseases,1,1,0,1,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",42.28902953586498,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",9.285714285714286,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.571428571428571,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,8.125,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D000072861,"Phobia, Social","Phobia, Social",1,1,0,1,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.183673469387756,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",8.275862068965518,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.181818181818182,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D010787,Photosensitivity Disorders,Photosensitivity Disorders,1,1,0,1,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",47.61363636363636,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",35.27586206896552,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",35.13559322033898,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,34.84615384615385,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",34.183098591549296,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D010916,Pityriasis Rubra Pilaris,Pityriasis Rubra Pilaris,1,1,0,1,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",5.901639344262295,Pan-UKB::icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],Pan-UKB,GRCh37,"CSA,EUR",5.660377358490567,Pan-UKB::phecode|960|both_sexes||,Poisoning by antibiotics,Pan-UKB,GRCh37,"CSA,EUR",5.625,Pan-UKB::icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],Pan-UKB,GRCh37,"EUR,MID",5.555555555555555,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",5.526315789473684,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D011085,Polycystic Ovary Syndrome,Polycystic Ovary Syndrome,1,1,1,0,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",9.285714285714286,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.0,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",7.857142857142858,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.199999999999999,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.105263157894736,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,45.56818181818182,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.142857142857142,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",7.142857142857142,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,6.486486486486487,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,6.470588235294118,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,50.63679245283019,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",46.55,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,42.625,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",35.095238095238095,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",33.29032258064516,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D011470,Prostatic Hyperplasia,Prostatic Hyperplasia,1,1,1,0,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",9.285714285714286,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,9.0,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",8.780487804878048,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",8.780487804878048,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",8.70967741935484,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D011628,"Puberty, Delayed","Puberty, Delayed",1,1,1,0,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",6.486486486486487,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.206896551724138,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",6.206896551724138,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",6.206896551724138,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",6.206896551724138,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.91891891891892,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.333333333333334,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.108108108108109,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.5,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",7.272727272727273,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,Pan-UKB::icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,Pan-UKB,GRCh37,"AFR,EUR",32.675438596491226,Pan-UKB::phecode|454.1|both_sexes||,Varicose veins of lower extremity,Pan-UKB,GRCh37,"AFR,EUR",32.378787878787875,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,8.666666666666666,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.181818181818182,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.692307692307692,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D012208,Rhabdomyosarcoma,Rhabdomyosarcoma,1,1,0,1,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.5,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",7.0,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.279069767441861,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,5.853658536585366,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",5.806451612903226,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D012220,Rhinitis,Rhinitis,1,1,0,1,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",6.923076923076923,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",6.428571428571428,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",6.428571428571428,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",6.315789473684211,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",6.315789473684211,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D012507,Sarcoidosis,Sarcoidosis,1,1,0,1,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.473684210526317,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",9.230769230769232,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.75,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",8.4,Pan-UKB::phecode|760|both_sexes||,Back pain,Pan-UKB,GRCh37,"CSA,EUR",8.181818181818182,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm",1,1,1,0,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",127.64227642276424,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",127.64227642276424,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",45.41666666666666,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",21.460317460317462,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",9.130434782608695,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,45.82352941176471,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,44.05882352941177,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,6.923076923076923,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",6.470588235294118,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",6.315789473684211,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D058496,Smith-Magenis Syndrome,Smith-Magenis Syndrome,1,1,1,0,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.976744186046512,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.666666666666666,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.666666666666666,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",6.136363636363637,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",6.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D013276,Stomach Ulcer,Stomach Ulcer,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,7.777777777777778,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",7.5,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.272727272727273,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",7.272727272727273,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",7.272727272727273,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D019966,Substance-Related Disorders,Substance-Related Disorders,1,1,0,1,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",77.32142857142857,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",53.20512820512821,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",53.09523809523809,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",47.1875,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",44.09090909090909,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D017180,"Tachycardia, Ventricular","Tachycardia, Ventricular",1,1,1,0,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,35.90625,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,7.868852459016394,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",7.358490566037735,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.222222222222221,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",7.222222222222221,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D013625,Takayasu Arteritis,Takayasu Arteritis,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.461538461538462,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.4375,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.4375,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",8.125,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.108108108108109,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D013924,Thrombophlebitis,Thrombophlebitis,1,1,1,0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",8.823529411764707,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,7.894736842105263,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",7.297297297297297,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.173913043478261,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,6.5625,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D001749,Urinary Bladder Neoplasms,Urinary Bladder Neoplasms,1,1,1,0,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,51.30952380952381,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,50.238095238095234,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",47.43421052631579,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.959183673469388,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",7.7142857142857135,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D014647,Varicose Ulcer,Varicose Ulcer,1,1,0,1,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",126.3963963963964,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,49.38095238095238,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",49.375,Pan-UKB::icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,Pan-UKB,GRCh37,"AFR,EUR",44.8,Pan-UKB::phecode|454.1|both_sexes||,Varicose veins of lower extremity,Pan-UKB,GRCh37,"AFR,EUR",44.659574468085104,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D014657,Vasculitis,Vasculitis,1,1,0,1,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,8.076923076923077,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",7.5,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",7.5,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",7.0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",6.923076923076923,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.108108108108109,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",7.647058823529411,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",7.346938775510204,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",7.241379310344828,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",7.241379310344828,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,1,1,1,0,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",6.136363636363637,Pan-UKB::phecode|418|both_sexes||,Nonspecific chest pain,Pan-UKB,GRCh37,"CSA,EUR",6.111111111111111,Pan-UKB::phecode|960|both_sexes||,Poisoning by antibiotics,Pan-UKB,GRCh37,"CSA,EUR",6.111111111111111,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,6.0,Pan-UKB::phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,Pan-UKB,GRCh37,"CSA,EUR",5.909090909090909,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D014842,von Willebrand Diseases,von Willebrand Diseases,1,1,1,0,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",41.67748917748918,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",8.75,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.68421052631579,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.68421052631579,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",8.372093023255815,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
