bootstrap_requested_replicates,bootstrap_valid_replicates,candidate_source,candidate_trait_key,candidate_trait_name,ci_lower,ci_method,ci_upper,comparison_population,comparison_reference_population,comparison_uid,deming_bound,deming_near_boundary,deming_objective,deming_success,estimator,gene,gene_trait_uid,genome_build,is_primary_threshold,lead_sign_concordant,median_abs_eur_z,mixed_pool,n_variants,pearson_r,primary_approval_eligible,r2_threshold,sign_concordance,slope,unit_analysis_role,slope_se_approx,eur_analysis_n,comparison_analysis_n,comparison_population_feasibility,gene_feasibility,candidate_trait_name_feasibility,candidate_source_feasibility,sample_size_ratio,median_variant_se_ratio,median_eur_variant_se,median_comparison_variant_se,n_variant_effect_rows,gene_unit,candidate_trait_name_unit,candidate_source_unit,sensitivity_pool_assignment,comparison_prior_stability,primary_pp_h3,primary_pp_h4,primary_conditional_h4,primary_category,shared_vs_other
1000,1000,GBMI,GBMI::Asthma,Asthma,-0.3257908364291343,percentile bootstrap over ancestry-paired LD-pruned variants,1.0080528653218468,EAS,EAS,cmp_a76b488e4d6fc321,2.7363922237112224,False,24.396316592378827,True,naive,IL13,gt_b5915a3fe7e0c8ef,GRCh38,True,True,9.963045991103016,False,3,0.8970625996731812,True,0.1,0.6666666666666666,0.5472784447422445,PRIMARY,0.3402725030337726,,,EAS,IL13,Asthma,GBMI,,2.0587411117727417,0.0057759,0.012027,3,IL13,Asthma,GBMI,B,ROBUST_SHARED,0.021547624264828907,0.9784515341342047,0.9784523576006544,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,GBMI,GBMI::Asthma,Asthma,-0.3257908364291345,percentile bootstrap over ancestry-paired LD-pruned variants,1.0080528653218468,EAS,EAS,cmp_a76b488e4d6fc321,2.7363922237112224,False,24.396316592378827,True,fiqt,IL13,gt_b5915a3fe7e0c8ef,GRCh38,True,True,9.963045991103016,False,3,0.8970625996731812,True,0.1,0.6666666666666666,0.5478291870439952,PRIMARY,0.3402725030337726,,,EAS,IL13,Asthma,GBMI,,2.0587411117727417,0.0057759,0.012027,3,IL13,Asthma,GBMI,B,ROBUST_SHARED,0.021547624264828907,0.9784515341342047,0.9784523576006544,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,GBMI,GBMI::Asthma,Asthma,-0.325790834253848,percentile bootstrap over ancestry-paired LD-pruned variants,1.0080528653479146,EAS,EAS,cmp_a76b488e4d6fc321,2.7363922237112224,False,24.396316592378827,True,deming,IL13,gt_b5915a3fe7e0c8ef,GRCh38,True,True,9.963045991103016,False,3,0.8970625996731812,True,0.1,0.6666666666666666,0.6549940580637434,PRIMARY,0.3402725024854925,,,EAS,IL13,Asthma,GBMI,,2.0587411117727417,0.0057759,0.012027,3,IL13,Asthma,GBMI,B,ROBUST_SHARED,0.021547624264828907,0.9784515341342047,0.9784523576006544,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.026023330878703874,percentile bootstrap over ancestry-paired LD-pruned variants,0.6591750031244241,AFR,AFR,cmp_c19fd6087066e5ad,2.5637229764975693,False,17.060675426338506,True,naive,APOC3,gt_f57de0955fec90d0,GRCh37,True,True,22.199794731440303,False,9,0.5090225673868997,True,0.1,0.8888888888888888,0.21637925986875498,PRIMARY,0.1615212517270572,,,AFR,APOC3,Triglycerides,Pan-UKB,,7.5844930417495044,0.004171,0.0277,9,APOC3,Triglycerides,Pan-UKB,A,ROBUST_DISTINCT,0.9999994793999113,7.675854593637423e-09,7.675858530771281e-09,DISTINCT_H3_GE_0P8,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.06494871624855648,percentile bootstrap over ancestry-paired LD-pruned variants,0.7371207857626396,AFR,AFR,cmp_c19fd6087066e5ad,2.5637229764975693,False,17.060675426338506,True,fiqt,APOC3,gt_f57de0955fec90d0,GRCh37,True,True,22.199794731440303,False,9,0.5090225673868997,True,0.1,0.8888888888888888,0.34317944787363786,PRIMARY,0.17147561761748958,,,AFR,APOC3,Triglycerides,Pan-UKB,,7.5844930417495044,0.004171,0.0277,9,APOC3,Triglycerides,Pan-UKB,A,ROBUST_DISTINCT,0.9999994793999113,7.675854593637423e-09,7.675858530771281e-09,DISTINCT_H3_GE_0P8,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,-0.012432192628227942,percentile bootstrap over ancestry-paired LD-pruned variants,0.4027904187186897,AFR,AFR,cmp_c19fd6087066e5ad,2.5637229764975693,False,17.060675426338506,True,deming,APOC3,gt_f57de0955fec90d0,GRCh37,True,True,22.199794731440303,False,9,0.5090225673868997,True,0.1,0.8888888888888888,0.11936528372171296,PRIMARY,0.10592608196429644,,,AFR,APOC3,Triglycerides,Pan-UKB,,7.5844930417495044,0.004171,0.0277,9,APOC3,Triglycerides,Pan-UKB,A,ROBUST_DISTINCT,0.9999994793999113,7.675854593637423e-09,7.675858530771281e-09,DISTINCT_H3_GE_0P8,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.17437980479406065,percentile bootstrap over ancestry-paired LD-pruned variants,2.2345309465325145,CSA,CSA,cmp_cf4e49ee6917e9e7,5.9620574783113485,False,8.225577147283907,True,naive,APOB,gt_e89d07b40f69aeb9,GRCh37,True,True,8.157333850029064,False,7,0.770033605338057,True,0.1,0.7142857142857143,1.1691271650145612,PRIMARY,0.5255584179068246,,,CSA,APOB,Triglycerides,Pan-UKB,,6.622747529548538,0.003277,0.02543,7,APOB,Triglycerides,Pan-UKB,B,ROBUST_SHARED,0.013467629316386391,0.9865322275598706,0.9865323687560759,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.1768225761212858,percentile bootstrap over ancestry-paired LD-pruned variants,2.25757248896203,CSA,CSA,cmp_cf4e49ee6917e9e7,5.9620574783113485,False,8.225577147283907,True,fiqt,APOB,gt_e89d07b40f69aeb9,GRCh37,True,True,8.157333850029064,False,7,0.770033605338057,True,0.1,0.7142857142857143,1.176334816693688,PRIMARY,0.5308133030130743,,,CSA,APOB,Triglycerides,Pan-UKB,,6.622747529548538,0.003277,0.02543,7,APOB,Triglycerides,Pan-UKB,B,ROBUST_SHARED,0.013467629316386391,0.9865322275598706,0.9865323687560759,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.10556376407974122,percentile bootstrap over ancestry-paired LD-pruned variants,1.2814063295254126,CSA,CSA,cmp_cf4e49ee6917e9e7,5.9620574783113485,False,8.225577147283907,True,deming,APOB,gt_e89d07b40f69aeb9,GRCh37,True,True,8.157333850029064,False,7,0.770033605338057,True,0.1,0.7142857142857143,1.09747461117142,PRIMARY,0.29996535005759484,,,CSA,APOB,Triglycerides,Pan-UKB,,6.622747529548538,0.003277,0.02543,7,APOB,Triglycerides,Pan-UKB,B,ROBUST_SHARED,0.013467629316386391,0.9865322275598706,0.9865323687560759,SHARED_H4_GE_0P8,ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.40361729171902877,percentile bootstrap over ancestry-paired LD-pruned variants,0.7689088795982769,AFR,AFR,cmp_eafab6e5a8a920a4,3.1788791675124073,False,26.134390431594568,True,naive,LPL,gt_93b3040bef26dfa3,GRCh37,True,True,15.987258713521967,False,18,0.8628880096460942,True,0.1,0.8888888888888888,0.623717491460169,PRIMARY,0.09318834191868361,,,AFR,LPL,Triglycerides,Pan-UKB,,7.165723821280912,0.003734,0.031335,18,LPL,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.6996685921388541,0.29620778416679405,0.2974342912577372,INCONCLUSIVE,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.41764602546510304,percentile bootstrap over ancestry-paired LD-pruned variants,0.7863521874569703,AFR,AFR,cmp_eafab6e5a8a920a4,3.1788791675124073,False,26.134390431594568,True,fiqt,LPL,gt_93b3040bef26dfa3,GRCh37,True,True,15.987258713521967,False,18,0.8628880096460942,True,0.1,0.8888888888888888,0.6459041757095252,PRIMARY,0.09405942274964603,,,AFR,LPL,Triglycerides,Pan-UKB,,7.165723821280912,0.003734,0.031335,18,LPL,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.6996685921388541,0.29620778416679405,0.2974342912577372,INCONCLUSIVE,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.2795030024095516,percentile bootstrap over ancestry-paired LD-pruned variants,0.7480527591019996,AFR,AFR,cmp_eafab6e5a8a920a4,3.1788791675124073,False,26.134390431594568,True,deming,LPL,gt_93b3040bef26dfa3,GRCh37,True,True,15.987258713521967,False,18,0.8628880096460942,True,0.1,0.8888888888888888,0.4913310900427569,PRIMARY,0.1195301955516297,,,AFR,LPL,Triglycerides,Pan-UKB,,7.165723821280912,0.003734,0.031335,18,LPL,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.6996685921388541,0.29620778416679405,0.2974342912577372,INCONCLUSIVE,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.734969927698835,percentile bootstrap over ancestry-paired LD-pruned variants,1.6221435811971299,CSA,CSA,cmp_f0cf4964e6b5f030,6.275763980249815,False,16.496919442047282,True,naive,ANGPTL3,gt_b328521a0423f5c5,GRCh37,True,True,8.506099914720938,False,14,0.8123026135098116,True,0.1,1.0,1.101118932561149,PRIMARY,0.2263239683219201,,,CSA,ANGPTL3,Triglycerides,Pan-UKB,,7.746399799496032,0.006365,0.042859999999999995,14,ANGPTL3,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.10519027716252846,0.8947977447748361,0.8948084628466507,SHARED_H4_GE_0P8,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.742631622232128,percentile bootstrap over ancestry-paired LD-pruned variants,1.6345012711221079,CSA,CSA,cmp_f0cf4964e6b5f030,6.275763980249815,False,16.496919442047282,True,fiqt,ANGPTL3,gt_b328521a0423f5c5,GRCh37,True,True,8.506099914720938,False,14,0.8123026135098116,True,0.1,1.0,1.106244849519583,PRIMARY,0.227521948343167,,,CSA,ANGPTL3,Triglycerides,Pan-UKB,,7.746399799496032,0.006365,0.042859999999999995,14,ANGPTL3,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.10519027716252846,0.8947977447748361,0.8948084628466507,SHARED_H4_GE_0P8,NOT_ROBUST_SHARED
1000,1000,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,0.6966725092735545,percentile bootstrap over ancestry-paired LD-pruned variants,1.335273082153157,CSA,CSA,cmp_f0cf4964e6b5f030,6.275763980249815,False,16.496919442047282,True,deming,ANGPTL3,gt_b328521a0423f5c5,GRCh37,True,True,8.506099914720938,False,14,0.8123026135098116,True,0.1,1.0,0.8783520809246045,PRIMARY,0.16291130294148323,,,CSA,ANGPTL3,Triglycerides,Pan-UKB,,7.746399799496032,0.006365,0.042859999999999995,14,ANGPTL3,Triglycerides,Pan-UKB,B,PRIOR_SENSITIVE,0.10519027716252846,0.8947977447748361,0.8948084628466507,SHARED_H4_GE_0P8,NOT_ROBUST_SHARED
