comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,maf_threshold,gws_p_threshold,min_portability_variants_pre_ld,min_coloc_variants,n_raw_eur_variants,n_raw_comparison_variants,n_raw_shared_rows,n_duplicate_key_rows_excluded,n_harmonized_exact,n_harmonized_swapped,n_harmonized_primary,n_harmonized_sensitivity,n_valid_biallelic_snp,n_valid_beta_se,n_valid_p,n_valid_af,n_maf_pass,n_quality_pass,n_qc_qualified,n_qc_qualified_sensitivity,n_eur_gws_qc,n_comparison_gws_qc,n_eur_gws_qc_sensitivity,n_comparison_gws_qc_sensitivity,sample_metadata_usable,gbmi_swapped_sensitivity_only,n_eur_strand_flip_flagged,n_comparison_strand_flip_flagged,n_eur_diff_af_gnomad_flagged,n_comparison_diff_af_gnomad_flagged,eur_trait_type,eur_coloc_type,eur_n_cases_median,eur_n_controls_median,eur_n_total_median,eur_case_fraction_median,eur_usable,comparison_trait_type,comparison_coloc_type,comparison_n_cases_median,comparison_n_controls_median,comparison_n_total_median,comparison_case_fraction_median,comparison_usable,portability_pre_ld_eligible,portability_failure_reason,coloc_input_eligible,coloc_failure_reason,coloc_powered_both_ancestries,harmonized_parquet,harmonized_sidecar,cache_action,eur_n_cases,eur_n_controls,eur_n_total,eur_case_fraction,comparison_n_cases,comparison_n_controls,comparison_n_total,comparison_case_fraction,is_primary_mapping,is_nonmixed,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,approval_analysis_eligible
cmp_f9d05cb9b9fddeed,gt_b2f382990ec4dea4,P2RY2,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1928,626,,0,431,1,431,432,402,432,432,432,306,429,281,281.0,0,0,0.0,0.0,True,True,0.0,0.0,3.0,0.0,binary,cc,117670.0,1198773.0,1316443.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_f9d05cb9b9fddeed.parquet,intermediate/15b4/comparisons/cmp_f9d05cb9b9fddeed.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_f416cef74ff8f5d3,gt_365c91e7f793fde3,PDE3A,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,5627,4109,,0,2834,5,2834,2839,2616,2839,2839,2839,1753,2829,1612,1616.0,0,0,0.0,0.0,True,True,0.0,0.0,7.0,6.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_f416cef74ff8f5d3.parquet,intermediate/15b4/comparisons/cmp_f416cef74ff8f5d3.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_715cbde0b191e2ec,gt_365c91e7f793fde3,PDE3A,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,5627,2533,,0,2526,0,2526,2526,2337,2526,2526,2526,1974,2521,1820,1820.0,0,0,0.0,0.0,True,True,0.0,0.0,5.0,2.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_715cbde0b191e2ec.parquet,intermediate/15b4/comparisons/cmp_715cbde0b191e2ec.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_856487be35c75773,gt_365c91e7f793fde3,PDE3A,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,5627,2103,,0,2056,0,2056,2056,2056,2056,2056,2056,1701,2053,1698,1698.0,0,0,0.0,0.0,True,True,0.0,0.0,3.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_856487be35c75773.parquet,intermediate/15b4/comparisons/cmp_856487be35c75773.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_db5df5f6d2e98002,gt_365c91e7f793fde3,PDE3A,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,5627,2678,,0,1992,5,1992,1997,1835,1997,1997,1997,1465,1984,1325,1328.0,0,0,0.0,0.0,True,True,0.0,0.0,13.0,6.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_db5df5f6d2e98002.parquet,intermediate/15b4/comparisons/cmp_db5df5f6d2e98002.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_dd1199ab22dd3b77,gt_9d4cf5ee28185b3f,PDE4B,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,7342,5256,,0,3492,3,3492,3495,3243,3495,3495,3495,2018,3488,1869,1869.0,0,0,0.0,0.0,True,True,2.0,0.0,4.0,5.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_dd1199ab22dd3b77.parquet,intermediate/15b4/comparisons/cmp_dd1199ab22dd3b77.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_03f2ddb9340f36ed,gt_9d4cf5ee28185b3f,PDE4B,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,7342,2866,,0,2858,0,2858,2858,2665,2858,2858,2858,2185,2854,2030,2030.0,0,0,0.0,0.0,True,True,2.0,2.0,4.0,3.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_03f2ddb9340f36ed.parquet,intermediate/15b4/comparisons/cmp_03f2ddb9340f36ed.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_4d09c42333a8fe38,gt_9d4cf5ee28185b3f,PDE4B,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,7342,2393,,0,2291,0,2291,2291,2291,2291,2291,2291,1818,2288,1815,1815.0,0,0,0.0,0.0,True,True,2.0,2.0,3.0,2.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_4d09c42333a8fe38.parquet,intermediate/15b4/comparisons/cmp_4d09c42333a8fe38.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_5d6b9aa7b5fb6072,gt_9d4cf5ee28185b3f,PDE4B,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,7342,3559,,0,2399,0,2399,2399,2215,2399,2399,2399,1892,2387,1738,1738.0,0,0,0.0,0.0,True,True,2.0,2.0,10.0,9.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_5d6b9aa7b5fb6072.parquet,intermediate/15b4/comparisons/cmp_5d6b9aa7b5fb6072.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_ce64a986a8d15c08,gt_70efb959c61a6093,PDE4D,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,15677,11381,,0,7274,6,7274,7280,6750,7280,7280,7280,4095,7261,3810,3810.0,0,0,0.0,0.0,True,True,0.0,0.0,12.0,12.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_ce64a986a8d15c08.parquet,intermediate/15b4/comparisons/cmp_ce64a986a8d15c08.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_8034523652295a06,gt_70efb959c61a6093,PDE4D,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,15677,6493,,0,6439,0,6439,6439,5998,6439,6439,6439,4682,6427,4363,4363.0,0,0,0.0,0.0,True,True,0.0,0.0,9.0,8.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_8034523652295a06.parquet,intermediate/15b4/comparisons/cmp_8034523652295a06.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_06ec7c1c45431cd9,gt_70efb959c61a6093,PDE4D,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,15677,5257,,0,5065,0,5065,5065,5065,5065,5065,5065,4058,5061,4054,4054.0,0,0,0.0,0.0,True,True,0.0,0.0,2.0,2.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_06ec7c1c45431cd9.parquet,intermediate/15b4/comparisons/cmp_06ec7c1c45431cd9.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_82ff76430d4c159e,gt_70efb959c61a6093,PDE4D,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,15677,6919,,0,4843,2,4843,4845,4468,4845,4845,4845,3591,4821,3294,3294.0,0,0,0.0,0.0,True,True,0.0,0.0,22.0,11.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_82ff76430d4c159e.parquet,intermediate/15b4/comparisons/cmp_82ff76430d4c159e.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_0774efc1872e713e,gt_7f50a9fa80553ca7,TNFSF15,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2004,1227,,0,778,1,778,779,718,779,779,779,479,777,439,439.0,3,0,3.0,0.0,True,True,0.0,0.0,0.0,2.0,binary,cc,120646.0,1245933.0,1366579.0,0.08828322402144333,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,True,,True,,False,intermediate/15b4/comparisons/cmp_0774efc1872e713e.parquet,intermediate/15b4/comparisons/cmp_0774efc1872e713e.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_66091c879cda73f3,gt_7f50a9fa80553ca7,TNFSF15,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2004,703,,0,696,0,696,696,644,696,696,696,557,695,514,514.0,3,0,3.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,120646.0,1245933.0,1366579.0,0.08828322402144333,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,True,,True,,False,intermediate/15b4/comparisons/cmp_66091c879cda73f3.parquet,intermediate/15b4/comparisons/cmp_66091c879cda73f3.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_f5f9d92e52842a63,gt_7f50a9fa80553ca7,TNFSF15,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2004,583,,0,581,0,581,581,581,581,581,581,483,581,483,483.0,3,0,3.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,120646.0,1245933.0,1366579.0,0.08828322402144333,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,True,,True,,False,intermediate/15b4/comparisons/cmp_f5f9d92e52842a63.parquet,intermediate/15b4/comparisons/cmp_f5f9d92e52842a63.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_b5f053fdd7083b6e,gt_7f50a9fa80553ca7,TNFSF15,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2004,1010,,0,647,1,647,648,593,648,648,648,422,647,386,386.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,120646.0,1245933.0,1366579.0,0.08828322402144333,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_b5f053fdd7083b6e.parquet,intermediate/15b4/comparisons/cmp_b5f053fdd7083b6e.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_ea126469051698c2,gt_a1149966f4c395a3,TNFSF4,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,1975,1219,,0,888,0,888,888,818,888,888,888,481,888,449,449.0,1,0,1.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_ea126469051698c2.parquet,intermediate/15b4/comparisons/cmp_ea126469051698c2.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_bf99a17326cc295c,gt_a1149966f4c395a3,TNFSF4,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,1975,799,,0,792,0,792,792,732,792,792,792,551,792,514,514.0,1,0,1.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_bf99a17326cc295c.parquet,intermediate/15b4/comparisons/cmp_bf99a17326cc295c.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_c5eb7b0c9e5d28e0,gt_a1149966f4c395a3,TNFSF4,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,1975,568,,0,553,0,553,553,553,553,553,553,461,553,461,461.0,1,0,1.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_c5eb7b0c9e5d28e0.parquet,intermediate/15b4/comparisons/cmp_c5eb7b0c9e5d28e0.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_7b9f8e7b25ae87d7,gt_a1149966f4c395a3,TNFSF4,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1975,684,,0,517,0,517,517,476,517,517,517,397,517,363,363.0,1,0,1.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7b9f8e7b25ae87d7.parquet,intermediate/15b4/comparisons/cmp_7b9f8e7b25ae87d7.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_e854c14fa9f40a21,gt_9974caf98cb25074,TSLP,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2432,1985,,0,1189,1,1189,1190,1126,1190,1190,1190,478,1189,455,455.0,201,0,201.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,True,,True,,False,intermediate/15b4/comparisons/cmp_e854c14fa9f40a21.parquet,intermediate/15b4/comparisons/cmp_e854c14fa9f40a21.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_ebe379c15a6da6e9,gt_9974caf98cb25074,TSLP,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2432,1074,,0,1035,0,1035,1035,994,1035,1035,1035,542,1035,516,516.0,214,0,214.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,True,,True,,False,intermediate/15b4/comparisons/cmp_ebe379c15a6da6e9.parquet,intermediate/15b4/comparisons/cmp_ebe379c15a6da6e9.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_381d86345f6977a1,gt_9974caf98cb25074,TSLP,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2432,626,,0,609,0,609,609,609,609,609,609,448,609,448,448.0,201,0,201.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,True,,True,,False,intermediate/15b4/comparisons/cmp_381d86345f6977a1.parquet,intermediate/15b4/comparisons/cmp_381d86345f6977a1.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,False,True,False,True
cmp_a54e8bec4ce3739c,gt_9974caf98cb25074,TSLP,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2432,1026,,0,688,2,688,690,653,690,690,690,469,686,439,439.0,198,40,198.0,40.0,True,True,0.0,0.0,4.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,True,,True,,True,intermediate/15b4/comparisons/cmp_a54e8bec4ce3739c.parquet,intermediate/15b4/comparisons/cmp_a54e8bec4ce3739c.json,PROCESSED_NOW,,,,,,,,,True,True,True,True,True,True,True,True,True,True
cmp_1651d20a22bcf975,gt_03d37cdcec9e6d39,TYK2,GBMI,GBMI::Asthma,Asthma,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2210,1443,,0,927,1,927,928,873,928,928,928,495,927,466,466.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,5051.0,27607.0,32658.0,0.15466348214832507,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_1651d20a22bcf975.parquet,intermediate/15b4/comparisons/cmp_1651d20a22bcf975.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_7e05927d4234e8f1,gt_03d37cdcec9e6d39,TYK2,GBMI,GBMI::Asthma,Asthma,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2210,800,,0,795,0,795,795,752,795,795,795,573,793,542,542.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4069.0,14104.0,18173.0,0.22390359324272271,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7e05927d4234e8f1.parquet,intermediate/15b4/comparisons/cmp_7e05927d4234e8f1.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_4cadfeba397d5fcb,gt_03d37cdcec9e6d39,TYK2,GBMI,GBMI::Asthma,Asthma,CSA,PRIMARY,False,True,0.01,5e-08,3,50,2210,717,,0,683,0,683,683,683,683,683,683,503,682,502,502.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,0.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,4015.0,27091.0,31106.0,0.12907477657043656,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_4cadfeba397d5fcb.parquet,intermediate/15b4/comparisons/cmp_4cadfeba397d5fcb.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_13ba9b9b5abf239c,gt_03d37cdcec9e6d39,TYK2,GBMI,GBMI::Asthma,Asthma,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2210,993,,0,681,1,681,682,639,682,682,682,444,679,410,410.0,0,0,0.0,0.0,True,True,0.0,0.0,3.0,1.0,binary,cc,121940.0,1254131.0,1376071.0,0.08861461363548828,True,binary,cc,18549.0,322655.0,341204.0,0.05436337205894421,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_13ba9b9b5abf239c.parquet,intermediate/15b4/comparisons/cmp_13ba9b9b5abf239c.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_99775e607307b46c,gt_9881a68950024bfa,ADORA1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2456,1743,,0,1072,1,1072,1073,1013,1073,1073,1073,652,1067,609,609.0,0,0,0.0,0.0,True,True,0.0,0.0,5.0,4.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_99775e607307b46c.parquet,intermediate/15b4/comparisons/cmp_99775e607307b46c.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_f9420030b12a967c,gt_9881a68950024bfa,ADORA1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2456,996,,0,992,0,992,992,948,992,992,992,756,990,718,718.0,0,0,0.0,0.0,True,True,0.0,0.0,2.0,2.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_f9420030b12a967c.parquet,intermediate/15b4/comparisons/cmp_f9420030b12a967c.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_b183626c5e1a2682,gt_9881a68950024bfa,ADORA1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2456,1292,,0,847,1,847,848,789,848,848,848,668,844,617,617.0,0,0,0.0,0.0,True,True,0.0,0.0,4.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_b183626c5e1a2682.parquet,intermediate/15b4/comparisons/cmp_b183626c5e1a2682.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_7b30a058acdf9401,gt_4fb43f1edb670fad,ADRB2,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,1923,1615,,0,1052,1,1052,1053,984,1053,1053,1053,568,1053,535,535.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,1422.0,15672.0,17094.0,0.07782959415175196,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7b30a058acdf9401.parquet,intermediate/15b4/comparisons/cmp_7b30a058acdf9401.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_f62aa338ed422bb6,gt_4fb43f1edb670fad,ADRB2,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,1923,898,,0,892,0,892,892,850,892,892,892,614,892,584,584.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_f62aa338ed422bb6.parquet,intermediate/15b4/comparisons/cmp_f62aa338ed422bb6.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_def63fee9adfede7,gt_4fb43f1edb670fad,ADRB2,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1923,775,,0,643,1,643,644,601,644,644,644,530,643,495,495.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_def63fee9adfede7.parquet,intermediate/15b4/comparisons/cmp_def63fee9adfede7.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_c8b387d82b73af29,gt_8517bb33d43dbd6b,CHRM3,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,7292,5128,,0,3423,3,3423,3426,3242,3426,3426,3426,1917,3414,1806,1806.0,0,0,0.0,0.0,True,True,0.0,0.0,5.0,7.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_c8b387d82b73af29.parquet,intermediate/15b4/comparisons/cmp_c8b387d82b73af29.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
cmp_3d2151e97cc0ce0d,gt_8517bb33d43dbd6b,CHRM3,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,7292,2861,,0,2852,3,2852,2855,2733,2855,2855,2855,2072,2851,1983,1983.0,0,0,0.0,0.0,True,True,0.0,0.0,2.0,3.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_3d2151e97cc0ce0d.parquet,intermediate/15b4/comparisons/cmp_3d2151e97cc0ce0d.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True
