comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,eur_extraction_key,comparison_extraction_key,eur_extraction_status,eur_extraction_parquet,comparison_extraction_status,comparison_extraction_parquet,both_extractions_available
cmp_c4363c25ad7ffa63,gt_61df4e5e9ce876ed,MAPK1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_61df4e5e9ce876ed,gt_61df4e5e9ce876ed,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61df4e5e9ce876ed.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61df4e5e9ce876ed.parquet,True
cmp_e9978fabe01afe50,gt_61df4e5e9ce876ed,MAPK1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_61df4e5e9ce876ed,gt_61df4e5e9ce876ed,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61df4e5e9ce876ed.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61df4e5e9ce876ed.parquet,True
cmp_d952477127ee7ec7,gt_6925bb9b57369884,MAPK3,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_6925bb9b57369884,gt_6925bb9b57369884,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,True
cmp_5d9692961eceee6a,gt_6925bb9b57369884,MAPK3,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_6925bb9b57369884,gt_6925bb9b57369884,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,True
cmp_516979e63b81199e,gt_6925bb9b57369884,MAPK3,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_6925bb9b57369884,gt_6925bb9b57369884,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6925bb9b57369884.parquet,True
cmp_72348505eabd0d8c,gt_6514a4bcc5411b53,MC1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_6514a4bcc5411b53,gt_6514a4bcc5411b53,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,True
cmp_216a3309e17ff325,gt_6514a4bcc5411b53,MC1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_6514a4bcc5411b53,gt_6514a4bcc5411b53,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,True
cmp_1e62bc9cfb0ae342,gt_6514a4bcc5411b53,MC1R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_6514a4bcc5411b53,gt_6514a4bcc5411b53,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6514a4bcc5411b53.parquet,True
cmp_d9f3563910f04212,gt_e31188cc7b292717,MC4R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_e31188cc7b292717,gt_e31188cc7b292717,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,True
cmp_91602ff38973e5c1,gt_e31188cc7b292717,MC4R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_e31188cc7b292717,gt_e31188cc7b292717,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,True
cmp_795667e1dbbc5ad6,gt_e31188cc7b292717,MC4R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_e31188cc7b292717,gt_e31188cc7b292717,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e31188cc7b292717.parquet,True
cmp_b0ac2fd5fb031aa4,gt_d14085384e769d40,MTTP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_d14085384e769d40,gt_d14085384e769d40,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,True
cmp_dcd0c0caf9708b43,gt_d14085384e769d40,MTTP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_d14085384e769d40,gt_d14085384e769d40,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,True
cmp_677d64c945b762f6,gt_d14085384e769d40,MTTP,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_d14085384e769d40,gt_d14085384e769d40,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d14085384e769d40.parquet,True
cmp_f7e745784dd20d7a,gt_9e59531911456d7e,NPY,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_9e59531911456d7e,gt_9e59531911456d7e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,True
cmp_d1be896521c16094,gt_9e59531911456d7e,NPY,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_9e59531911456d7e,gt_9e59531911456d7e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,True
cmp_28e2956ba0ebd603,gt_9e59531911456d7e,NPY,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_9e59531911456d7e,gt_9e59531911456d7e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9e59531911456d7e.parquet,True
cmp_a97ce6dedcd54341,gt_a0df6f80874b8d26,NPY5R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_a0df6f80874b8d26,gt_a0df6f80874b8d26,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,True
cmp_3124ceb4d020ea5a,gt_a0df6f80874b8d26,NPY5R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_a0df6f80874b8d26,gt_a0df6f80874b8d26,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,True
cmp_f04fee7e22ce047a,gt_a0df6f80874b8d26,NPY5R,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_a0df6f80874b8d26,gt_a0df6f80874b8d26,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a0df6f80874b8d26.parquet,True
cmp_2661dd42af3bfb16,gt_1fa305cc7cba8ae9,NR3C1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_1fa305cc7cba8ae9,gt_1fa305cc7cba8ae9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,True
cmp_d6cd4d98314b761f,gt_1fa305cc7cba8ae9,NR3C1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_1fa305cc7cba8ae9,gt_1fa305cc7cba8ae9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,True
cmp_7f4279f01292e27f,gt_1fa305cc7cba8ae9,NR3C1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_1fa305cc7cba8ae9,gt_1fa305cc7cba8ae9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_1fa305cc7cba8ae9.parquet,True
cmp_fac134fd4c5e31de,gt_9b4c668b144beda2,OPRM1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_9b4c668b144beda2,gt_9b4c668b144beda2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,True
cmp_e1ec75f35a1f5325,gt_9b4c668b144beda2,OPRM1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_9b4c668b144beda2,gt_9b4c668b144beda2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,True
cmp_41bfc0bfca8c4bb6,gt_9b4c668b144beda2,OPRM1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_9b4c668b144beda2,gt_9b4c668b144beda2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9b4c668b144beda2.parquet,True
cmp_3886199c657bf693,gt_7f572da2369e3b76,PPARA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_7f572da2369e3b76,gt_7f572da2369e3b76,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,True
cmp_ec4e6dd2b3d71823,gt_7f572da2369e3b76,PPARA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_7f572da2369e3b76,gt_7f572da2369e3b76,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,True
cmp_8bce042e6f6265cb,gt_7f572da2369e3b76,PPARA,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_7f572da2369e3b76,gt_7f572da2369e3b76,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7f572da2369e3b76.parquet,True
cmp_b983f121e89ab0c9,gt_4129badd0cfdf3a3,PPARD,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_4129badd0cfdf3a3,gt_4129badd0cfdf3a3,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,True
cmp_c466933c6cddc2c2,gt_4129badd0cfdf3a3,PPARD,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_4129badd0cfdf3a3,gt_4129badd0cfdf3a3,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,True
cmp_3d5d09a2a4352628,gt_4129badd0cfdf3a3,PPARD,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_4129badd0cfdf3a3,gt_4129badd0cfdf3a3,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_4129badd0cfdf3a3.parquet,True
cmp_0c1699071ec567b1,gt_00419bc476176825,PPARG,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_00419bc476176825,gt_00419bc476176825,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,True
cmp_c0ad4f2be6c24974,gt_00419bc476176825,PPARG,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_00419bc476176825,gt_00419bc476176825,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,True
cmp_9067bcfec8b6f08a,gt_00419bc476176825,PPARG,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_00419bc476176825,gt_00419bc476176825,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_00419bc476176825.parquet,True
cmp_584606d70b84e3c1,gt_5d3db36ffbf5ebc1,SLC6A4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_5d3db36ffbf5ebc1,gt_5d3db36ffbf5ebc1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,True
cmp_358a19866909a106,gt_5d3db36ffbf5ebc1,SLC6A4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_5d3db36ffbf5ebc1,gt_5d3db36ffbf5ebc1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,True
cmp_13a764bb2f83bff9,gt_5d3db36ffbf5ebc1,SLC6A4,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_5d3db36ffbf5ebc1,gt_5d3db36ffbf5ebc1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5d3db36ffbf5ebc1.parquet,True
cmp_e815770eb9507aa4,gt_3bedb9eda24a2e46,SREBF1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_3bedb9eda24a2e46,gt_3bedb9eda24a2e46,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,True
cmp_fad25f8377228cc8,gt_3bedb9eda24a2e46,SREBF1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_3bedb9eda24a2e46,gt_3bedb9eda24a2e46,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,True
cmp_6bf7ad80dd2a95b6,gt_3bedb9eda24a2e46,SREBF1,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_3bedb9eda24a2e46,gt_3bedb9eda24a2e46,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3bedb9eda24a2e46.parquet,True
cmp_a0244726a24d8ab5,gt_86b456c209fcf4df,SREBF2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),AFR,PRIMARY,False,True,gt_86b456c209fcf4df,gt_86b456c209fcf4df,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,True
cmp_3f9df0826c121ea6,gt_86b456c209fcf4df,SREBF2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),CSA,PRIMARY,False,True,gt_86b456c209fcf4df,gt_86b456c209fcf4df,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,True
cmp_1b48e21c3f7fa4df,gt_86b456c209fcf4df,SREBF2,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),MID,PRIMARY,False,True,gt_86b456c209fcf4df,gt_86b456c209fcf4df,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_86b456c209fcf4df.parquet,True
cmp_bb725845cca6f024,gt_94eb695ffab3980d,CASR,Pan-UKB,Pan-UKB::biomarkers|30680|both_sexes||irnt,Calcium,CSA,PRIMARY,True,False,gt_94eb695ffab3980d,gt_94eb695ffab3980d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_94eb695ffab3980d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_94eb695ffab3980d.parquet,True
cmp_b6d6dee5331ecf08,gt_fa7c0f92ccea41a7,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_fa7c0f92ccea41a7,gt_fa7c0f92ccea41a7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fa7c0f92ccea41a7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fa7c0f92ccea41a7.parquet,True
cmp_d99728b014a8c751,gt_fa7c0f92ccea41a7,ALDH2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_fa7c0f92ccea41a7,gt_fa7c0f92ccea41a7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fa7c0f92ccea41a7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fa7c0f92ccea41a7.parquet,True
cmp_5fd988295a9adf4c,gt_2f8ebd8b90936da0,APOL1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_2f8ebd8b90936da0,gt_2f8ebd8b90936da0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2f8ebd8b90936da0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2f8ebd8b90936da0.parquet,True
cmp_b5b4c386bad78c21,gt_2f8ebd8b90936da0,APOL1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_2f8ebd8b90936da0,gt_2f8ebd8b90936da0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2f8ebd8b90936da0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2f8ebd8b90936da0.parquet,True
cmp_8644f50a5deb565a,gt_37da45aa8547319c,AXL,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_37da45aa8547319c,gt_37da45aa8547319c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_37da45aa8547319c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_37da45aa8547319c.parquet,True
cmp_a8d8d1f235cb23f6,gt_37da45aa8547319c,AXL,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_37da45aa8547319c,gt_37da45aa8547319c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_37da45aa8547319c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_37da45aa8547319c.parquet,True
cmp_92781d6e4a2bbf69,gt_815416408d11e054,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_815416408d11e054,gt_815416408d11e054,EXTRACTED,intermediate/15b3/Pan-UKB/gt_815416408d11e054.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_815416408d11e054.parquet,True
cmp_e4f3e7a3ffef3dee,gt_815416408d11e054,GLP1R,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_815416408d11e054,gt_815416408d11e054,EXTRACTED,intermediate/15b3/Pan-UKB/gt_815416408d11e054.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_815416408d11e054.parquet,True
cmp_ad635d062a0cb6f4,gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_72ede56b8ff4d0df,gt_72ede56b8ff4d0df,EXTRACTED,intermediate/15b3/Pan-UKB/gt_72ede56b8ff4d0df.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_72ede56b8ff4d0df.parquet,True
cmp_a496afa2fb1d58f1,gt_72ede56b8ff4d0df,KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_72ede56b8ff4d0df,gt_72ede56b8ff4d0df,EXTRACTED,intermediate/15b3/Pan-UKB/gt_72ede56b8ff4d0df.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_72ede56b8ff4d0df.parquet,True
cmp_952f827b629defdc,gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_68fc6cde9a15be10,gt_68fc6cde9a15be10,EXTRACTED,intermediate/15b3/Pan-UKB/gt_68fc6cde9a15be10.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_68fc6cde9a15be10.parquet,True
cmp_bf3da3d8b265cacf,gt_68fc6cde9a15be10,NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_68fc6cde9a15be10,gt_68fc6cde9a15be10,EXTRACTED,intermediate/15b3/Pan-UKB/gt_68fc6cde9a15be10.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_68fc6cde9a15be10.parquet,True
cmp_ab310cba496101c9,gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_5e2273bff10e0a9d,gt_5e2273bff10e0a9d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5e2273bff10e0a9d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5e2273bff10e0a9d.parquet,True
cmp_4a7143548dc144b2,gt_5e2273bff10e0a9d,NFKB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_5e2273bff10e0a9d,gt_5e2273bff10e0a9d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5e2273bff10e0a9d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5e2273bff10e0a9d.parquet,True
cmp_4815e2c237d6b2d2,gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_f8e7f75de5131a7d,gt_f8e7f75de5131a7d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f8e7f75de5131a7d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f8e7f75de5131a7d.parquet,True
cmp_7c7de8d81ea6d599,gt_f8e7f75de5131a7d,NOX4,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_f8e7f75de5131a7d,gt_f8e7f75de5131a7d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f8e7f75de5131a7d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f8e7f75de5131a7d.parquet,True
cmp_b7d656406a597ffb,gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_a74f9281d228a219,gt_a74f9281d228a219,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a74f9281d228a219.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a74f9281d228a219.parquet,True
cmp_e01ad3a44536e51d,gt_a74f9281d228a219,TGFB1,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",MID,PRIMARY,False,True,gt_a74f9281d228a219,gt_a74f9281d228a219,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a74f9281d228a219.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_a74f9281d228a219.parquet,True
cmp_85faf3a0b6ca771b,gt_9539f4bd41078be3,TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFR|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine",CSA,PRIMARY,False,True,gt_9539f4bd41078be3,gt_9539f4bd41078be3,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9539f4bd41078be3.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_9539f4bd41078be3.parquet,True
