gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available
gt_5da1ad3edfdad65e,LPA,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,642,642.0,642,230,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA
gt_d690685489730e56,PCSK9,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,674,674.0,674,213,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA
gt_3b78c5d3b48b82a8,PPARG,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,879,879.0,879,62,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hyperlipidemias,CSA
gt_38057e29398d09a6,CSF3,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,PRIMARY,False,True,2,CSA || MID,2,2,1,502,519.0,536,400,151,True,True,True,True,True,True,True,True,True,GRCh37,neutrophil_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Neutropenia,"CSA,MID"
gt_128ad7c7ffd40309,CSF3R,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,PRIMARY,False,True,2,CSA || MID,2,2,0,664,695.0,726,171,0,True,True,True,True,False,True,False,True,True,GRCh37,neutrophil_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Neutropenia,"CSA,MID"
gt_7139353b566f0bd6,FAP,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,PRIMARY,False,True,2,CSA || MID,2,2,0,381,396.5,412,7,0,True,True,True,True,False,True,False,True,True,GRCh37,neutrophil_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Neutropenia,"CSA,MID"
gt_0c426abe19a96c54,ENPP1,Pan-UKB,Pan-UKB::biomarkers|30810|both_sexes||irnt,Phosphate,PRIMARY,False,True,1,CSA,1,1,0,794,794.0,794,345,0,True,True,True,True,False,True,False,True,True,GRCh37,phosphate,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypophosphatemia,CSA
gt_3ef75cbdd99b6f07,IL12B,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,420,421.0,458,49,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytopenia,"AFR,CSA,EAS"
gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,525,617.0,747,65,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytosis,"AFR,CSA,EAS"
gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,761,782.0,887,434,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,A,A,2,0,2,2,Thrombocytopenia || Thrombocytosis,"AFR,CSA,EAS"
gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,403,410.0,455,3,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytosis,"AFR,CSA,EAS"
gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,224,254.0,305,17,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Thrombocytopenia,"AFR,CSA,EAS"
gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,550,708.0,734,132,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytosis,"AFR,CSA,EAS"
gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,537,543.0,597,247,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytosis,"AFR,CSA,EAS"
gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,0,534,585.0,653,8,0,True,True,True,True,False,True,False,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Thrombocytosis,"AFR,CSA,EAS"
gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,PRIMARY,False,True,3,AFR || CSA || EAS,3,3,1,514,542.0,613,134,4,True,True,True,True,True,True,True,True,True,GRCh37,platelet_count,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Thrombocytopenia || Thrombocytosis,"AFR,CSA,EAS"
gt_bc3d66c41e611627,ADRB1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,441,467.5,494,42,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,"CSA,EAS"
gt_61f02eac2207e85d,AGT,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,760,804.5,849,87,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,"CSA,EAS"
gt_3c1943ce7336242c,CYP11B1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,733,828.0,923,98,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,"CSA,EAS"
gt_3530535fddf90eba,CYP11B2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,678,776.0,874,100,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,"CSA,EAS"
gt_76b6b2db2844ebcd,OPRL1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,353,417.0,481,24,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,"CSA,EAS"
gt_b47ca6ecb9b21bb9,REN,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,434,496.5,559,3,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertension,"CSA,EAS"
gt_f2d33ec15e3abce2,VDR,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",PRIMARY,False,True,2,CSA || EAS,2,2,0,767,839.0,911,17,0,True,True,True,True,False,True,False,True,True,GRCh37,systolic_blood_pressure,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertension,"CSA,EAS"
gt_b328521a0423f5c5,ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,1,208,242.0,255,235,120,True,True,True,True,True,True,True,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_37bb10a4689a1bb1,ANGPTL4,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,632,690.0,694,146,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_e89d07b40f69aeb9,APOB,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,1,389,427.0,466,286,15,True,True,True,True,True,True,True,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_f57de0955fec90d0,APOC3,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,2,501,599.0,619,533,149,True,True,True,True,True,True,True,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_3de9daa3443abcc6,FGF21,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,576,631.0,636,147,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_93b3040bef26dfa3,LPL,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,2,946,1056.0,1067,819,186,True,True,True,True,True,True,True,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_46f21fc6b2b38cba,PDE3A,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,1571,1839.0,1847,19,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_f4a47c2532951932,PDE4C,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,676,731.0,766,21,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_2ac1949db32bd35d,PPARA,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,665,752.0,799,239,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_44be73ebd0d0a1ce,PPARG,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,PRIMARY,False,True,3,AFR || CSA || MID,3,3,0,731,879.0,915,183,0,True,True,True,True,False,True,False,True,True,GRCh37,triglycerides,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hypertriglyceridemia,"AFR,CSA,MID"
gt_e879daaa8470efb6,CSF3R,Pan-UKB,Pan-UKB::continuous|30000|both_sexes||irnt,White blood cell (leukocyte) count,PRIMARY,False,True,1,CSA,1,1,0,664,664.0,664,90,0,True,True,True,True,False,True,False,True,True,GRCh37,white_blood_cell_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Leukopenia,CSA
