indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,has_exact_candidate,best_overall_score,binary_candidate_1,binary_candidate_2,binary_candidate_3,selected_panukb_phenotype_id,mapping_tier,mapping_rationale,reviewer_notes,exclude_reason,quantitative_candidate_1,quantitative_candidate_2
D019966,Substance-Related Disorders,1,1,0,1,False,63.38461538461539,"id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=63.38461538461539 | containment=0.6666666666666666 | exact=False","id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=45.38095238095238 | containment=0.5 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=37.74337221633085 | containment=0.3333333333333333 | exact=False",,,,,,,
D017180,"Tachycardia, Ventricular",1,1,1,0,False,12.250769757098873,"id=icd10|Z95|both_sexes|| | type=icd10 | description=Z95 Presence of cardiac and vascular implants and grafts | pops=CSA,EUR | N_AFR=104 | N_CSA=636 | N_EUR=15774 | N_MID=67 | rank_score=12.250769757098873 | containment=0.0 | exact=False","id=icd10|I83|both_sexes|| | type=icd10 | description=I83 Varicose veins of lower extremities | pops=AFR,EUR | N_AFR=89 | N_CSA=183 | N_EUR=12059 | rank_score=11.61377506538797 | containment=0.0 | exact=False","id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=11.3690587138863 | containment=0.0 | exact=False",,,,,,,
D013625,Takayasu Arteritis,1,1,0,1,False,12.361702127659576,"id=phecode|558|both_sexes|| | type=phecode | description=Noninfectious gastroenteritis | pops=CSA,EUR | N_AFR=187 | N_CSA=416 | N_EAS=61 | N_EUR=17088 | N_MID=76 | rank_score=12.361702127659576 | containment=0.0 | exact=False","id=phecode|716.2|both_sexes|| | type=phecode | description=Unspecified monoarthritis | pops=CSA,EAS,EUR,MID | N_AFR=341 | N_CSA=504 | N_EAS=63 | N_EUR=20094 | N_MID=63 | rank_score=12.30232558139535 | containment=0.0 | exact=False","id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=11.75 | containment=0.0 | exact=False",,,,,,,
D013924,Thrombophlebitis,1,1,1,0,False,14.764705882352942,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=14.764705882352942 | containment=0.0 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=12.565217391304348 | containment=0.0 | exact=False","id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=12.142857142857142 | containment=0.0 | exact=False",,,,,,,
D001749,Urinary Bladder Neoplasms,1,1,1,0,False,43.73170731707317,"id=phecode|594|both_sexes|| | type=phecode | description=Urinary calculus | pops=CSA,EUR | N_AFR=90 | N_CSA=206 | N_EUR=7593 | N_MID=54 | rank_score=43.73170731707317 | containment=0.5 | exact=False","id=phecode|411.4|both_sexes|| | type=phecode | description=Coronary atherosclerosis | pops=CSA,EUR | N_AFR=191 | N_CSA=1028 | N_EAS=59 | N_EUR=23888 | N_MID=114 | rank_score=13.612244897959185 | containment=0.0 | exact=False","id=categorical|1538|both_sexes|0| | type=categorical | description=Major dietary changes in the last 5 years | pops=CSA,EUR | N_AFR=2892 | N_AMR=473 | N_CSA=4511 | N_EAS=1726 | N_EUR=257507 | N_MID=855 | rank_score=13.055821371610843 | containment=0.0 | exact=False",,,,,,,
D014647,Varicose Ulcer,1,1,0,1,False,41.712765957446805,"id=phecode|454.1|both_sexes|| | type=phecode | description=Varicose veins of lower extremity | pops=AFR,EUR | N_AFR=89 | N_CSA=184 | N_EUR=12881 | rank_score=41.712765957446805 | containment=0.5 | exact=False","id=icd10|I83|both_sexes|| | type=icd10 | description=I83 Varicose veins of lower extremities | pops=AFR,EUR | N_AFR=89 | N_CSA=183 | N_EUR=12059 | rank_score=40.62803234501347 | containment=0.5 | exact=False","id=phecode|318|both_sexes|| | type=phecode | description=Tobacco use disorder | pops=EAS,EUR | N_AFR=254 | N_CSA=275 | N_EAS=50 | N_EUR=14988 | N_MID=81 | rank_score=12.411764705882351 | containment=0.0 | exact=False",,,,,,,
D014657,Vasculitis,1,1,0,1,False,13.0,"id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=13.0 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|2| | type=categorical | description=Qualifications | pops=EAS,EUR | N_AFR=880 | N_AMR=177 | N_CSA=1399 | N_EAS=416 | N_EUR=112131 | N_MID=272 | rank_score=13.0 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|3| | type=categorical | description=Qualifications | pops=CSA,EUR,MID | N_AFR=2078 | N_AMR=250 | N_CSA=2398 | N_EAS=574 | N_EUR=195589 | N_MID=353 | rank_score=13.0 | containment=0.0 | exact=False",,,,,,,
D014983,Xeroderma Pigmentosum,1,1,0,1,False,13.196078431372548,"id=phecode|272|both_sexes|| | type=phecode | description=Disorders of lipoid metabolism | pops=CSA,EUR | N_AFR=744 | N_AMR=86 | N_CSA=1800 | N_EAS=190 | N_EUR=44134 | N_MID=239 | rank_score=13.196078431372548 | containment=0.0 | exact=False","id=phecode|835|both_sexes|| | type=phecode | description=Internal derangement of knee | pops=EUR,MID | N_AFR=276 | N_CSA=399 | N_EAS=63 | N_EUR=17832 | N_MID=67 | rank_score=12.79591836734694 | containment=0.0 | exact=False","id=categorical|6179|both_sexes|1| | type=categorical | description=Mineral and other dietary supplements | pops=EUR,MID | N_AFR=2250 | N_AMR=292 | N_CSA=1920 | N_EAS=828 | N_EUR=133111 | N_MID=323 | rank_score=12.140342416204485 | containment=0.0 | exact=False",,,,,,,
D019896,alpha 1-Antitrypsin Deficiency,1,1,1,0,False,11.529411764705884,"id=categorical|4294|both_sexes|0| | type=categorical | description=Final attempt correct | pops=CSA,EUR | N_AFR=541 | N_AMR=61 | N_CSA=822 | N_EAS=166 | N_EUR=5328 | N_MID=110 | rank_score=11.529411764705884 | containment=0.0 | exact=False","id=categorical|2207|both_sexes|2207| | type=categorical | description=Wears glasses or contact lenses | pops=EUR,MID | N_AFR=5147 | N_AMR=777 | N_CSA=7039 | N_EAS=2180 | N_EUR=374539 | N_MID=1246 | rank_score=11.430506058446188 | containment=0.0 | exact=False","id=categorical|6179|both_sexes|1| | type=categorical | description=Mineral and other dietary supplements | pops=EUR,MID | N_AFR=2250 | N_AMR=292 | N_CSA=1920 | N_EAS=828 | N_EUR=133111 | N_MID=323 | rank_score=11.426005565393371 | containment=0.0 | exact=False",,,,,,,
D014842,von Willebrand Diseases,1,1,1,0,False,40.27272727272727,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=40.27272727272727 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=33.666666666666664 | containment=0.3333333333333333 | exact=False","id=icd10|Z86|both_sexes|| | type=icd10 | description=Z86 Personal history of certain other diseases | pops=EUR,MID | N_AFR=798 | N_AMR=131 | N_CSA=1069 | N_EAS=190 | N_EUR=64593 | N_MID=230 | rank_score=33.49213810083376 | containment=0.3333333333333333 | exact=False",,,,,,,
