indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_1_id,candidate_1_description,candidate_1_pops_pass_qc,candidate_1_score,candidate_1_matched_mesh_term,candidate_2_id,candidate_2_description,candidate_2_pops_pass_qc,candidate_2_score,candidate_2_matched_mesh_term,candidate_3_id,candidate_3_description,candidate_3_pops_pass_qc,candidate_3_score,candidate_3_matched_mesh_term,candidate_4_id,candidate_4_description,candidate_4_pops_pass_qc,candidate_4_score,candidate_4_matched_mesh_term,candidate_5_id,candidate_5_description,candidate_5_pops_pass_qc,candidate_5_score,candidate_5_matched_mesh_term,selected_panukb_phenotype_id,mapping_decision,mapping_rationale,reviewer_notes
D016584,Panic Disorder,Panic Disorder,1,1,0,1,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",55.166666666666664,Panic Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",55.166666666666664,Panic Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",52.738095238095234,Panic Disorder,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",50.955882352941174,Panic Disorder,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",50.25,Panic Disorders,,,,
D010493,Pericarditis,Pericarditis,1,1,0,1,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",8.0,Pericarditis,phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",7.297297297297297,Pericarditis,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",7.0588235294117645,Pericarditis,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.923076923076923,Pericarditis,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",6.666666666666666,Pericarditis,,,,
D016491,Peripheral Vascular Diseases,Peripheral Vascular Diseases,1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",49.82142857142857,"Diseases, Peripheral Vascular",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",37.238095238095234,Peripheral Vascular Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",35.5,Peripheral Vascular Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.785714285714285,Peripheral Vascular Disease,icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,"EUR,MID",34.785714285714285,Peripheral Vascular Diseases,,,,
D000072861,"Phobia, Social","Phobia, Social",1,1,0,1,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",51.25,Social Anxiety Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",51.25,Social Anxiety Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",49.43181818181818,Social Anxiety Disorder,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",37.85034013605442,Social Anxiety Disorders,icd10|M51|both_sexes||,M51 Other intervertebral disk disorders,"CSA,EUR",36.80225988700565,Social Anxiety Disorders,,,,
D010787,Photosensitivity Disorders,Photosensitivity Disorders,1,1,0,1,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",53.29710144927536,Photosensitivity Disorder,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",52.21544715447154,Photosensitivity Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",52.21544715447154,Photosensitivity Disorders,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",50.11363636363636,Chronic Actinic Dermatitis,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",49.916666666666664,Photosensitivity Disorder,,,,
D010916,Pityriasis Rubra Pilaris,Pityriasis Rubra Pilaris,1,1,0,1,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",5.9016393442622945,Pityriasis Rubra Pilaris,icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],"CSA,EUR",5.660377358490567,Pityriasis Rubra Pilaris,phecode|960|both_sexes||,Poisoning by antibiotics,"CSA,EUR",5.625,Pityriasis Rubra Pilaris,icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],"EUR,MID",5.555555555555555,Pityriasis Rubra Pilaris,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",5.526315789473684,Pityriasis Rubra Pilaris,,,,
D011085,Polycystic Ovary Syndrome,Polycystic Ovary Syndrome,1,1,1,0,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",9.285714285714286,"Ovary, Sclerocystic",phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",8.0,Stein Leventhal Syndrome,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",7.857142857142858,Sclerocystic Ovaries,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.105263157894736,Sclerocystic Ovaries,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",6.875,Stein Leventhal Syndrome,,,,
D011087,Polycythemia Vera,Polycythemia Vera,1,1,1,0,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",36.52380952380952,Osler Vaquez Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",34.85849056603773,Osler Vaquez Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",34.55882352941176,Osler Vaquez Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.166666666666664,Osler Vaquez Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",33.23529411764706,Osler Vaquez Disease,,,,
D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,1,0,1,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",7.142857142857142,Lymphoblastic Leukemia,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",7.142857142857142,Lymphoblastic Leukemia,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",6.428571428571428,Lymphoblastic Lymphoma,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",6.315789473684211,"Lymphocytic Leukemia, Acute",phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",6.1764705882352935,"Leukemia, Lymphoid, Acute",,,,
D055728,Primary Myelofibrosis,Primary Myelofibrosis,1,1,1,0,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",49.05,Chronic Idiopathic Myelofibrosis,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",35.59523809523809,Chronic Idiopathic Myelofibrosis,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",34.956989247311824,Chronic Idiopathic Myelofibrosis,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",33.5,Chronic Idiopathic Myelofibrosis,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",32.699999999999996,Chronic Idiopathic Myelofibrosis,,,,
D011470,Prostatic Hyperplasia,Prostatic Hyperplasia,1,1,1,0,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",9.285714285714286,Prostatic Hypertrophies,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",8.780487804878048,Prostatic Hyperplasia,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",8.780487804878048,Prostatic Hyperplasia,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",8.70967741935484,"Adenoma, Prostatic",phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",8.4,"Prostatic Hypertrophy, Benign",,,,
D011628,"Puberty, Delayed","Puberty, Delayed",1,1,1,0,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.486486486486487,"Puberty, Delayed",icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.206896551724138,Delayed Puberty,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",6.206896551724138,Delayed Puberty,icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,"EAS,EUR",6.206896551724138,Delayed Puberty,icd10|F32|both_sexes||,F32 Depressive episode,"CSA,EUR",6.206896551724138,Delayed Puberty,,,,
D011655,Pulmonary Embolism,Pulmonary Embolism,1,1,1,0,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.55882352941177,"Thromboembolism, Pulmonary",phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.959183673469388,Pulmonary Thromboembolism,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",7.0588235294117645,Pulmonary Embolism,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.923076923076923,Pulmonary Thromboembolism,phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",6.6,Pulmonary Thromboembolism,,,,
D012164,Retinal Diseases,Retinal Diseases,1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",53.085585585585584,"Diseases, Retinal",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.35810810810811,Retinal Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.67391304347826,Retinal Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.375,Retinal Disease,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",46.29245283018868,Retinal Diseases,,,,
D012170,Retinal Vein Occlusion,Retinal Vein Occlusion,1,1,0,1,icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,"AFR,EUR",34.34210526315789,"Vein Occlusion, Retinal",phecode|454.1|both_sexes||,Varicose veins of lower extremity,"AFR,EUR",34.04545454545454,"Vein Occlusion, Retinal",phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",8.181818181818182,Retinal Vein Occlusion,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.692307692307692,"Occlusion, Branch Vein",icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",7.659574468085106,Retinal Vein Thromboses,,,,
D012208,Rhabdomyosarcoma,Rhabdomyosarcoma,1,1,0,1,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",7.5,Rhabdomyosarcoma,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",7.0,Rhabdomyosarcoma,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",5.806451612903226,Rhabdomyosarcoma,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",5.806451612903226,Rhabdomyosarcomas,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",5.454545454545455,Rhabdomyosarcomas,,,,
D012220,Rhinitis,Rhinitis,1,1,0,1,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",6.923076923076923,Rhinitis,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",6.428571428571428,"Catarrh, Nasal",phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.428571428571428,"Catarrhs, Nasal",phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",6.315789473684211,Nasal Catarrhs,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",6.315789473684211,Rhinitis,,,,
D012507,Sarcoidosis,Sarcoidosis,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",50.48076923076923,Schaumann Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",48.25,Schaumann Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.7,Schaumann Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",45.69047619047619,Boeck's Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.0,Schaumann Disease,,,,
D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm",1,1,1,0,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",113.47560975609755,Shift-Work Sleep Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",113.47560975609755,Shift-Work Sleep Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",47.32608695652174,Shift Work Sleep Disorder,phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",46.166666666666664,Sleep Wake Cycle Disorder,phecode|459|both_sexes||,Other disorders of circulatory system,"CSA,EUR",36.63043478260869,"Sleep Disorders, Circadian Rhythm",,,,
D055752,Small Cell Lung Carcinoma,Small Cell Lung Carcinoma,1,1,0,1,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",6.470588235294118,Small Cell Lung Cancer,phecode|835|both_sexes||,Internal derangement of knee,"EUR,MID",6.315789473684211,Small Cell Cancer Of The Lung,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",6.122448979591837,"Carcinoma, Small Cell Lung",phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",5.853658536585366,"Carcinoma, Small Cell Lung",phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",5.74468085106383,Small Cell Lung Cancer,,,,
D058496,Smith-Magenis Syndrome,Smith-Magenis Syndrome,1,1,1,0,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",6.976744186046512,Smith Magenis Syndrome,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",6.666666666666666,"Syndrome, Smith-Magenis",phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",6.666666666666666,"Syndrome, Smith-Magenis",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.136363636363637,Smith Magenis Syndrome,icd10|F32|both_sexes||,F32 Depressive episode,"CSA,EUR",6.0,Smith Magenis Syndrome,,,,
D013276,Stomach Ulcer,Stomach Ulcer,1,1,0,1,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",7.5,Stomach Ulcers,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",7.272727272727273,Gastric Ulcer,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",7.272727272727273,Stomach Ulcer,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",7.272727272727273,Gastric Ulcer,icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",6.666666666666666,Gastric Ulcer,,,,
D019966,Substance-Related Disorders,Substance-Related Disorders,1,1,0,1,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",87.57142857142857,"Organic Mental Disorders, Substance Induced",phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",72.37179487179486,Substance-Related Disorders,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",72.26190476190476,Substance Use Disorder,icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,"EAS,EUR",58.42136150234741,"Disorder, Drug Use",icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",52.15909090909091,Drug Use Disorders,,,,
D017180,"Tachycardia, Ventricular","Tachycardia, Ventricular",1,1,1,0,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",7.3584905660377355,"Ventricular Tachycardia, Idiopathic",icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",7.222222222222221,"Tachycardia, Idiopathic Ventricular",phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",7.222222222222221,"Tachycardia, Idiopathic Ventricular",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.842105263157895,Idiopathic Ventricular Tachycardias,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",6.73469387755102,Ventricular Tachyarrhythmia,,,,
D013625,Takayasu Arteritis,Takayasu Arteritis,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.71153846153846,Pulseless Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.375,Pulseless Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.234693877551024,Takayasu Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",45.09322033898305,Takayasu Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",44.57692307692308,Pulseless Disease,,,,
D013924,Thrombophlebitis,Thrombophlebitis,1,1,1,0,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",8.823529411764707,Thrombophlebitis,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",7.297297297297297,Thrombophlebitides,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",7.173913043478261,Thrombophlebitis,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",6.521739130434782,Thrombophlebitis,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",6.470588235294118,Thrombophlebitides,,,,
D001749,Urinary Bladder Neoplasms,Urinary Bladder Neoplasms,1,1,1,0,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",49.93421052631579,Urinary Bladder Cancer,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.959183673469388,Urinary Bladder Neoplasms,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",7.7142857142857135,Cancer of Bladder,icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",7.173913043478261,Cancer of Bladder,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",6.857142857142857,"Cancer, Bladder",,,,
D014647,Varicose Ulcer,Varicose Ulcer,1,1,0,1,phecode|401|both_sexes||,Hypertension,"CSA,EUR",106.3963963963964,"Hypertension Ulcer, Venous",phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",51.875,"Ulcers, Venous Hypertension",icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,"AFR,EUR",47.3,Varicose Ulcers,phecode|454.1|both_sexes||,Varicose veins of lower extremity,"AFR,EUR",47.159574468085104,Varicose Ulcer,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",8.076923076923077,"Ulcer, Stasis",,,,
D014657,Vasculitis,Vasculitis,1,1,0,1,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",7.5,Vasculitis,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",7.5,Vasculitis,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",7.0,Vasculitides,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",6.923076923076923,Angiitis,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",6.666666666666666,Vasculitides,,,,
D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.35810810810811,Kaposis Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.67391304347826,Kaposis Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.234693877551024,Kaposi's Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",44.73809523809524,Kaposis Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",44.23684210526316,Kaposi Disease,,,,
D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,1,1,1,0,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",6.136363636363637,"Deficiency, alpha 1-Antitrypsin",phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",6.111111111111111,"Deficiencies, alpha 1-Antitrypsin",phecode|960|both_sexes||,Poisoning by antibiotics,"CSA,EUR",6.111111111111111,"Deficiency, alpha 1-Antitrypsin",phecode|960.2|both_sexes||,Allergy/adverse effect of penicillin,"CSA,EUR",5.909090909090909,alpha 1 Antitrypsin Deficiency,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",5.769230769230769,"Deficiency, alpha 1-Antitrypsin",,,,
D014842,von Willebrand Diseases,von Willebrand Diseases,1,1,1,0,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",49.93421052631579,Von Willebrand Disorder,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",49.93421052631579,Von Willebrand Disorder,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",49.43181818181818,Von Willebrand Disorder,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",46.70454545454545,von Willebrand Diseases,icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,"CSA,EUR",44.17748917748918,"Pseudohemophilia, Vascular",,,,
