weight_scheme,model_id,exposure,formula,n,n_A,n_B,n_gene_clusters,effective_sample_size,status,error,converged,beta,cluster_robust_se,odds_ratio,ci_low,ci_high,p_value,warning_messages,n_parameters,bread_rank,design_full_rank,finite_sample_correction,condition_number
ipw_trimmed,SW3,n_ancestries_replication,approval ~ n_ancestries_replication + log_studies + earliest_year_centered,790,157,633,383,789.6388566004618,ok,,True,-0.14448673875250884,0.11645816528078759,0.8654663894909927,0.6888439313154506,1.0873755828960936,0.21472581887872644,,4,4,True,1.0064445865473004,12.895292834601712
ipw_trimmed,SW4,n_ancestries_replication,approval ~ n_ancestries_replication + log_studies + earliest_year_centered + mesh_C18 + mesh_C20 + mesh_C23 + mesh_C04 + mesh_C17 + mesh_C06 + mesh_C15 + mesh_C08 + mesh_C10 + mesh_C14 + mesh_F03 + mesh_C12 + mesh_C19 + mesh_C16 + mesh_C05,790,157,633,383,789.6388566004618,ok,,True,0.016263831797535568,0.13165459154763443,1.0163968078317485,0.785233285761172,1.3156121750100813,0.901684171262693,,19,19,True,1.0260252205268197,37.82513122962532
unweighted,SW1,has_replication,approval ~ has_replication,790,157,633,383,790.0,ok,,True,0.33895777642995023,0.21273012138275288,1.4034840838530935,0.9249777462131318,2.129529690517643,0.11107722964018263,,2,2,True,1.0038901586626625,2.681645523558377
unweighted,SW2,has_replication,approval ~ has_replication + log_studies,790,157,633,383,790.0,ok,,True,0.042756766499148176,0.2529142095133165,1.0436840050602791,0.6357524790194811,1.713365402992454,0.8657522767166403,,3,3,True,1.0051657497156012,5.168299034752392
unweighted,SW3,has_replication,approval ~ has_replication + log_studies + earliest_year_centered,790,157,633,383,790.0,ok,,True,0.18081803470588578,0.3248522161997306,1.1981971291620084,0.633889513066004,2.264868452213356,0.5777896228659039,,4,4,True,1.0064445865473004,13.717534749824726
unweighted,SW4,has_replication,approval ~ has_replication + log_studies + earliest_year_centered + mesh_C18 + mesh_C20 + mesh_C23 + mesh_C04 + mesh_C17 + mesh_C06 + mesh_C15 + mesh_C08 + mesh_C10 + mesh_C14 + mesh_F03 + mesh_C12 + mesh_C19 + mesh_C16 + mesh_C05,790,157,633,383,790.0,ok,,True,0.41300784681635766,0.3280878399043786,1.5113568852273942,0.7945077780688121,2.8749871273461802,0.20809060630244292,,19,19,True,1.0260252205268197,36.42320536864333
ipw_untrimmed,SW1,has_replication,approval ~ has_replication,790,157,633,383,788.4793855532432,ok,,True,0.3542145304163543,0.21340657157678716,1.4250608725915588,0.9379537258847159,2.165137185926613,0.09695252216342316,,2,2,True,1.0038901586626625,2.681645523558377
ipw_untrimmed,SW2,has_replication,approval ~ has_replication + log_studies,790,157,633,383,788.4793855532432,ok,,True,0.05894365970707476,0.2548149762135191,1.0607154780359078,0.6437244504630749,1.7478244372037925,0.8170666388364565,,3,3,True,1.0051657497156012,5.168299034752392
ipw_untrimmed,SW3,has_replication,approval ~ has_replication + log_studies + earliest_year_centered,790,157,633,383,788.4793855532432,ok,,True,0.1983891003542065,0.32841401377133383,1.2194367848077083,0.6406381188527628,2.3211638964054884,0.5457889113690098,,4,4,True,1.0064445865473004,13.717534749824726
ipw_untrimmed,SW4,has_replication,approval ~ has_replication + log_studies + earliest_year_centered + mesh_C18 + mesh_C20 + mesh_C23 + mesh_C04 + mesh_C17 + mesh_C06 + mesh_C15 + mesh_C08 + mesh_C10 + mesh_C14 + mesh_F03 + mesh_C12 + mesh_C19 + mesh_C16 + mesh_C05,790,157,633,383,788.4793855532432,ok,,True,0.43243735398447763,0.3294329753328241,1.5410089341991535,0.8079626773004576,2.939131474755642,0.18929358721058742,,19,19,True,1.0260252205268197,36.42320536864333
