ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
ABCC8-D003924	1	ABCC8	D003924	Diabetes Mellitus, Type 2	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D003924	Diabetes Mellitus, Type 2	OMIM		Diabetes mellitus, noninsulin-dependent, 125853 (3), Autosomal dominant	https://omim.org/entry/600509									OMIM			metabolic, endocrine	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC8-D006973	0.248	ABCC8	D006973	Hypertension	Preclinical		Preclinical	FALSE				FALSE		D003920	Diabetes Mellitus	OMIM		Diabetes mellitus, permanent neonatal 3, with or without neurologic features, 618857 (3), Autosomal dominant, Autosomal recessive	https://omim.org/entry/600509									OMIM			cardiovascular	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC8-D009203	0.355	ABCC8	D009203	Myocardial Infarction	Phase I		Phase I	TRUE	FALSE			TRUE		D001724	Birth Weight	Genebass	missenseLC skat continuous both_sexes irnt	Birth weight	https://genebass.org/gene/ENSG00000006071/phenotype/continuous-20022-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.0018439		cardiovascular, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC8-D013345	0.345	ABCC8	D013345	Subarachnoid Hemorrhage	Phase I		Phase I	TRUE	FALSE			TRUE		D001724	Birth Weight	Genebass	missenseLC skat continuous both_sexes irnt	Birth weight	https://genebass.org/gene/ENSG00000006071/phenotype/continuous-20022-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.0018439		neurology, cardiovascular, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC8-D020521	0.239	ABCC8	D020521	Stroke		Phase III	Phase III	TRUE	TRUE	TRUE		TRUE		D003920	Diabetes Mellitus	OMIM		Diabetes mellitus, permanent neonatal 3, with or without neurologic features, 618857 (3), Autosomal dominant, Autosomal recessive	https://omim.org/entry/600509									OMIM			neurology, cardiovascular	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D000505	0.595	ABCC9	D000505	Alopecia	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D006332	Cardiomegaly	OMIM		Hypertrichotic osteochondrodysplasia (Cantu syndrome), 239850 (3), Autosomal dominant	https://omim.org/entry/601439									OMIM			dermatology, signs/symptoms	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D000506	0.573	ABCC9	D000506	Alopecia Areata	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D006332	Cardiomegaly	OMIM		Hypertrichotic osteochondrodysplasia (Cantu syndrome), 239850 (3), Autosomal dominant	https://omim.org/entry/601439									OMIM			dermatology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D000787	0.515	ABCC9	D000787	Angina Pectoris	Preclinical		Preclinical	FALSE				FALSE		D006973	Hypertension	OTG		Pulse pressure	https://genetics.opentargets.org/study/GCST006629	2018			0.549153645833333	0.62	1	0.62	1	GWAS	0.1593		cardiovascular, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D002318	0.527	ABCC9	D002318	Cardiovascular Diseases	Preclinical		Preclinical	FALSE				FALSE		D006973	Hypertension	OTG		Pulse pressure	https://genetics.opentargets.org/study/GCST006629	2018			0.549153645833333	0.62	1	0.62	1	GWAS	0.1593		cardiovascular	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D003920	0.248	ABCC9	D003920	Diabetes Mellitus	Preclinical		Preclinical	FALSE				FALSE		D006973	Hypertension	OTG		Pulse pressure	https://genetics.opentargets.org/study/GCST006629	2018			0.549153645833333	0.62	1	0.62	1	GWAS	0.1593		metabolic, endocrine	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D006973	1	ABCC9	D006973	Hypertension	Preclinical		Preclinical	FALSE				FALSE		D006973	Hypertension	OTG		Pulse pressure	https://genetics.opentargets.org/study/GCST006629	2018			0.549153645833333	0.62	1	0.62	1	GWAS	0.1593		cardiovascular	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D007676	0.376	ABCC9	D007676	Kidney Failure, Chronic	Preclinical		Preclinical	FALSE				FALSE		D006932	Hyperbilirubinemia	OTG		Total bilirubin levels	https://genetics.opentargets.org/study/GCST90019521	2021			0.037848347375243	0.82	1	0.82	1	GWAS	0.0395		other	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCC9-D058186	0.197	ABCC9	D058186	Acute Kidney Injury		Preclinical	Preclinical					FALSE		D006973	Hypertension	OTG		Pulse pressure	https://genetics.opentargets.org/study/GCST006629	2018			0.549153645833333	0.62	1	0.62	1	GWAS	0.1593		other	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCD1-D000326	1	ABCD1	D000326	Adrenoleukodystrophy	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE		D000326	Adrenoleukodystrophy	OMIM		Adrenoleukodystrophy, 300100 (3), X-linked recessive	https://omim.org/entry/300371									OMIM			neurology, congenital, metabolic, endocrine	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCD1-D005953	0.495	ABCD1	D005953	Glycogen Storage Disease Type I	Preclinical		Preclinical	FALSE				FALSE		D000326	Adrenoleukodystrophy	OMIM		Adrenoleukodystrophy, 300100 (3), X-linked recessive	https://omim.org/entry/300371									OMIM			congenital, metabolic	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCD1-D006937	0.404	ABCD1	D006937	Hypercholesterolemia		Phase II	Phase II	TRUE	TRUE			FALSE		D000326	Adrenoleukodystrophy	OMIM		Adrenoleukodystrophy, 300100 (3), X-linked recessive	https://omim.org/entry/300371									OMIM			metabolic	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCD1-D065626	0.179	ABCD1	D065626	Non-alcoholic Fatty Liver Disease		Phase II	Phase II	TRUE	TRUE			FALSE		D000326	Adrenoleukodystrophy	OMIM		Adrenoleukodystrophy, 300100 (3), X-linked recessive	https://omim.org/entry/300371									OMIM			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCG2-D009369	0.358	ABCG2	D009369	Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D007592	Joint Diseases	OTG		Polyarthropathies	https://genetics.opentargets.org/study/FINNGEN_R6_M13_POLYARTHROPATHIES	2022			0.105239268577357	0.66	1	0.66	1	GWAS		1.16221771129722	oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCG5-D006949	0.898	ABCG5	D006949	Hyperlipidemias	Preclinical		Preclinical	FALSE				FALSE		D006937	Hypercholesterolemia	Genebass	missenseLC burden continuous both_sexes irnt	Cholesterol	https://genebass.org/gene/ENSG00000138075/phenotype/continuous-30690-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.0030702		metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABCG8-D006949	1	ABCG8	D006949	Hyperlipidemias	Preclinical		Preclinical	FALSE				FALSE		D006949	Hyperlipidemias	OTG		Hyperlipidemia	https://genetics.opentargets.org/study/SAIGE_272_1	2018			0.679615434584903	0.65	1	0.65	1	GWAS		1.0918789286757533	metabolic	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ABL1-D000086382	0	ABL1	D000086382	COVID-19		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D000428	Alcohol Drinking	Genebass	pLoF skat continuous both_sexes	Frequency of memory loss due to drinking alcohol in last year	https://genebass.org/gene/ENSG00000097007/phenotype/continuous-20408-both_sexes-NA-NA?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.032491		infection, respiratory	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D000544	0.337	ABL1	D000544	Alzheimer Disease		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D000428	Alcohol Drinking	Genebass	pLoF skat continuous both_sexes	Frequency of memory loss due to drinking alcohol in last year	https://genebass.org/gene/ENSG00000097007/phenotype/continuous-20408-both_sexes-NA-NA?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.032491		neurology, psychiatry	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D000690	0.231	ABL1	D000690	Amyotrophic Lateral Sclerosis		Phase I	Phase I	TRUE				FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			neurology, metabolic	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D001650	0.225	ABL1	D001650	Bile Duct Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D001932	0.247	ABL1	D001932	Brain Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D001943	0.249	ABL1	D001943	Breast Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D002289	0.232	ABL1	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D003680	0.244	ABL1	D003680	Deglutition Disorders		Phase I	Phase I	TRUE				FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			digestive	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D004938	0.233	ABL1	D004938	Esophageal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D005128	0.313	ABL1	D005128	Eye Diseases	Preclinical		Preclinical	FALSE				FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			ophthalmology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D005909	0.233	ABL1	D005909	Glioblastoma		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D006258	0.253	ABL1	D006258	Head and Neck Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D006816	0.354	ABL1	D006816	Huntington Disease		Phase I	Phase I	TRUE				FALSE		D006330	Heart Defects, Congenital	OMIM		Congenital heart defects and skeletal malformations syndrome, 617602 (3), Autosomal dominant	https://omim.org/entry/189980									OMIM			neurology, congenital, psychiatry	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D006976	0.392	ABL1	D006976	Hypertension, Pulmonary		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D006330	Heart Defects, Congenital	OMIM		Congenital heart defects and skeletal malformations syndrome, 617602 (3), Autosomal dominant	https://omim.org/entry/189980									OMIM			respiratory, cardiovascular	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D007674	0.269	ABL1	D007674	Kidney Diseases	Preclinical		Preclinical	FALSE				FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			other	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D007680	0.243	ABL1	D007680	Kidney Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D007690	0.402	ABL1	D007690	Polycystic Kidney Diseases	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D006330	Heart Defects, Congenital	OMIM		Congenital heart defects and skeletal malformations syndrome, 617602 (3), Autosomal dominant	https://omim.org/entry/189980									OMIM			congenital	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D007938	0.268	ABL1	D007938	Leukemia		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D008415	0.263	ABL1	D008415	Mastocytosis	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D008527	0.226	ABL1	D008527	Medulloblastoma		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D008545	0.252	ABL1	D008545	Melanoma		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D009101	0.513	ABL1	D009101	Multiple Myeloma		Phase I	Phase I	TRUE				FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D009190	0.547	ABL1	D009190	Myelodysplastic Syndromes		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			hematology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D009369	0.332	ABL1	D009369	Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D010051	0.238	ABL1	D010051	Ovarian Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D010190	0.239	ABL1	D010190	Pancreatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D010300	0.251	ABL1	D010300	Parkinson Disease		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			neurology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D011087	0.503	ABL1	D011087	Polycythemia Vera		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D011471	0.239	ABL1	D011471	Prostatic Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D013274	0.238	ABL1	D013274	Stomach Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D015179	0.253	ABL1	D015179	Colorectal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D015451	0.455	ABL1	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D015464	0.494	ABL1	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE	2021	D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D015470	0.24	ABL1	D015470	Leukemia, Myeloid, Acute	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D016889	0.227	ABL1	D016889	Endometrial Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D017681	0.477	ABL1	D017681	Hypereosinophilic Syndrome		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			hematology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D019337	0.506	ABL1	D019337	Hematologic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D019578	0.236	ABL1	D019578	Multiple System Atrophy		Preclinical	Preclinical					FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			neurology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D020961	0.299	ABL1	D020961	Lewy Body Disease		Phase II	Phase II	TRUE	TRUE			FALSE		D000428	Alcohol Drinking	Genebass	pLoF skat continuous both_sexes	Frequency of memory loss due to drinking alcohol in last year	https://genebass.org/gene/ENSG00000097007/phenotype/continuous-20408-both_sexes-NA-NA?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021								GWAS	0.032491		neurology, psychiatry	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D046152	0.223	ABL1	D046152	Gastrointestinal Stromal Tumors	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D054198	0.468	ABL1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ABL1-D054990	0.228	ABL1	D054990	Idiopathic Pulmonary Fibrosis		Phase II	Phase II	TRUE	TRUE			FALSE		D007970	Leukopenia	OTG		White blood cell count	https://genetics.opentargets.org/study/GCST007070	2018			0.37371592932475	0.75	1	0.75	1	GWAS			respiratory	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
